 C     6.0    2.21126507   -0.00749456    2.31304239   12.00000000
 C     6.0    3.51406944    0.01183488   -0.00965310   12.00000000
 H     1.0   -5.25105521   -0.51459501   -1.66093586    1.00782504
 H     1.0   -5.25235434   -0.51667968    1.63405000    1.00782504
 H     1.0   -1.49288644   -0.04583196   -4.10027492    1.00782504
 H     1.0   -1.49611050   -0.05100553    4.07694300    1.00782504
 H     1.0    3.24897084    0.01713409   -4.07210564    1.00782504
 H     1.0    3.24576749    0.01199374    4.05259259    1.00782504
 H     1.0    5.54241069    0.04873898   -0.00883003    1.00782504
 N     7.0   -4.38217044   -0.03964516   -0.01279894   14.00307401
 C     6.0   -1.77460952   -0.09867576   -0.01180820   12.00000000
 C     6.0   -0.45512370   -0.05461712   -2.36255302   12.00000000
 C     6.0   -0.45697781   -0.05759236    2.34003024   12.00000000
 C     6.0    2.21223024   -0.00417323   -2.33227440   12.00000000
 C     6.0    2.21039916   -0.00711152    2.31191881   12.00000000
 C     6.0    3.51416577    0.01474819   -0.00965121   12.00000000
 H     1.0   -5.25598281   -0.49876841   -1.66668765    1.00782504
 H     1.0   -5.25728648   -0.50086037    1.63981793    1.00782504
 H     1.0   -1.49051276   -0.05314818   -4.09998399    1.00782504
 H     1.0   -1.49373659   -0.05832138    4.07664468    1.00782504
 H     1.0    3.24783962    0.01905766   -4.07116168    1.00782504
 H     1.0    3.24463701    0.01391851    4.05165018    1.00782504
 H     1.0    5.54237669    0.05492158   -0.00882613    1.00782504
 N     7.0   -4.37840727   -0.05730951   -0.01280863   14.00307401
 C     6.0   -1.77366543   -0.10359832   -0.01181094   12.00000000
 C     6.0   -0.45285525   -0.05864969   -2.36226275   12.00000000
 C     6.0   -0.45470912   -0.06162456    2.33973665   12.00000000
 C     6.0    2.21139142   -0.00379245   -2.33115059   12.00000000
 C     6.0    2.20956123   -0.00672932    2.31079483   12.00000000
 C     6.0    3.51428434    0.01766279   -0.00964932   12.00000000
 H     1.0   -5.26112789   -0.48298704   -1.67150990    1.00782504
 H     1.0   -5.26243536   -0.48508511    1.64465608    1.00782504
 H     1.0   -1.48809546   -0.06045096   -4.09968943    1.00782504
 H     1.0   -1.49131905   -0.06562379    4.07634279    1.00782504
 H     1.0    3.24673417    0.02097790   -4.07021722    1.00782504
 H     1.0    3.24353231    0.01583994    4.05070728    1.00782504
 H     1.0    5.54235974    0.06110257   -0.00882223    1.00782504
 N     7.0   -4.37454856   -0.07492508   -0.01281826   14.00307401
 C     6.0   -1.77268804   -0.10850434   -0.01181366   12.00000000
 C     6.0   -0.45055132   -0.06266564   -2.36197019   12.00000000
 C     6.0   -0.45240496   -0.06564013    2.33944082   12.00000000
 C     6.0    2.21058068   -0.00341282   -2.33002638   12.00000000
 C     6.0    2.20875138   -0.00634828    2.30967045   12.00000000
 C     6.0    3.51442531    0.02057600   -0.00964743   12.00000000
 H     1.0   -5.26649066   -0.46726397   -1.67540474    1.00782504
 H     1.0   -5.26780121   -0.46936699    1.64856659    1.00782504
 H     1.0   -1.48563460   -0.06773398   -4.09939126    1.00782504
 H     1.0   -1.48885795   -0.07290643    4.07603734    1.00782504
 H     1.0    3.24565468    0.02289262   -4.06927226    1.00782504
 H     1.0    3.24245356    0.01775586    4.04976389    1.00782504
 H     1.0    5.54236006    0.06727564   -0.00881832    1.00782504
 N     7.0   -4.37059474   -0.09247971   -0.01282780   14.00307401
 C     6.0   -1.77167755   -0.11338687   -0.01181635   12.00000000
 C     6.0   -0.44821206   -0.06666051   -2.36167533   12.00000000
 C     6.0   -0.45006547   -0.06963463    2.33914276   12.00000000
 C     6.0    2.20979809   -0.00303491   -2.32890175   12.00000000
 C     6.0    2.20796966   -0.00596894    2.30854569   12.00000000
 C     6.0    3.51458881    0.02348478   -0.00964552   12.00000000
 H     1.0   -5.27207086   -0.45161161   -1.67837497    1.00782504
 H     1.0   -5.27338376   -0.45371840    1.65155222    1.00782504
 H     1.0   -1.48313034   -0.07499082   -4.09908945    1.00782504
 H     1.0   -1.48635345   -0.08016287    4.07572833    1.00782504
 H     1.0    3.24460125    0.02479932   -4.06832680    1.00782504
 H     1.0    3.24140087    0.01966375    4.04882002    1.00782504
 H     1.0    5.54237792    0.07343389   -0.00881442    1.00782504
 N     7.0   -4.36654645   -0.10996221   -0.01283727   14.00307401
 C     6.0   -1.77063427   -0.11823933   -0.01181901   12.00000000
 C     6.0   -0.44583769   -0.07062998   -2.36137817   12.00000000
 C     6.0   -0.44769086   -0.07360372    2.33884245   12.00000000
 C     6.0    2.20904359   -0.00265882   -2.32777671   12.00000000
 C     6.0    2.20721606   -0.00559142    2.30742053   12.00000000
 C     6.0    3.51477488    0.02638678   -0.00964361   12.00000000
 H     1.0   -5.27786763   -0.43604328   -1.68042402    1.00782504
 H     1.0   -5.27918215   -0.43815267    1.65361640    1.00782504
 H     1.0   -1.48058299   -0.08221536   -4.09878402    1.00782504
 H     1.0   -1.48380585   -0.08738702    4.07541576    1.00782504
 H     1.0    3.24357393    0.02669615   -4.06738085    1.00782504
 H     1.0    3.24037430    0.02156177    4.04787566    1.00782504
 H     1.0    5.54241350    0.07957158   -0.00881052    1.00782504
 N     7.0   -4.36240450   -0.12736087   -0.01284664   14.00307401
 C     6.0   -1.76955860   -0.12305496   -0.01182163   12.00000000
 C     6.0   -0.44342854   -0.07456969   -2.36107872   12.00000000
 C     6.0   -0.44528147   -0.07754305    2.33853991   12.00000000
 C     6.0    2.20831712   -0.00228495   -2.32665125   12.00000000
 C     6.0    2.20649048   -0.00521613    2.30629497   12.00000000
 C     6.0    3.51498353    0.02927919   -0.00964170   12.00000000
 H     1.0   -5.28387962   -0.42057146   -1.68155600    1.00782504
 H     1.0   -5.28519504   -0.42268228    1.65476321    1.00782504
 H     1.0   -1.47799296   -0.08940138   -4.09847494    1.00782504
 H     1.0   -1.48121559   -0.09457265    4.07509964    1.00782504
 H     1.0    3.24257273    0.02858083   -4.06643441    1.00782504
 H     1.0    3.23937385    0.02344765    4.04693081    1.00782504
 H     1.0    5.54246697    0.08568221   -0.00880663    1.00782504
 N     7.0   -4.35816990   -0.14466421   -0.01285592   14.00307401
 C     6.0   -1.76845107   -0.12782712   -0.01182421   12.00000000
 C     6.0   -0.44098502   -0.07847536   -2.36077697   12.00000000
 C     6.0   -0.44283772   -0.08144834    2.33823514   12.00000000
 C     6.0    2.20761852   -0.00191365   -2.32552538   12.00000000
 C     6.0    2.20579277   -0.00484341    2.30516902   12.00000000
 C     6.0    3.51521474    0.03215933   -0.00963979   12.00000000
 H     1.0   -5.29010496   -0.40520859   -1.68177562    1.00782504
 H     1.0   -5.29142056   -0.40731971    1.65499737    1.00782504
 H     1.0   -1.47536080   -0.09654274   -4.09816223    1.00782504
 H     1.0   -1.47858318   -0.10171361    4.07477996    1.00782504
 H     1.0    3.24159759    0.03045119   -4.06548747    1.00782504
 H     1.0    3.23839946    0.02531921    4.04598547    1.00782504
 H     1.0    5.54253850    0.09175949   -0.00880276    1.00782504
 N     7.0   -4.35384386   -0.16186053   -0.01286510   14.00307401
 C     6.0   -1.76731227   -0.13254907   -0.01182675   12.00000000
 C     6.0   -0.43850766   -0.08234274   -2.36047291   12.00000000
 C     6.0   -0.44036011   -0.08531533    2.33792815   12.00000000
 C     6.0    2.20694759   -0.00154546   -2.32439910   12.00000000
 C     6.0    2.20512272   -0.00447379    2.30404268   12.00000000
 C     6.0    3.51546842    0.03502419   -0.00963787   12.00000000
 H     1.0   -5.29654132   -0.38996653   -1.68108826    1.00782504
 H     1.0   -5.29785638   -0.39207679    1.65432422    1.00782504
 H     1.0   -1.47268716   -0.10363327   -4.09784586    1.00782504
 H     1.0   -1.47590928   -0.10880374    4.07445673    1.00782504
 H     1.0    3.24064842    0.03230480   -4.06454005    1.00782504
 H     1.0    3.23745103    0.02717402    4.04503965    1.00782504
 H     1.0    5.54262822    0.09779669   -0.00879890    1.00782504
 N     7.0   -4.34942774   -0.17893893   -0.01287416   14.00307401
 C     6.0   -1.76614292   -0.13721441   -0.01182924   12.00000000
 C     6.0   -0.43599704   -0.08616767   -2.36016654   12.00000000
 C     6.0   -0.43784926   -0.08913987    2.33761892   12.00000000
 C     6.0    2.20630403   -0.00118053   -2.32327242   12.00000000
 C     6.0    2.20448004   -0.00410744    2.30291595   12.00000000
 C     6.0    3.51574445    0.03787138   -0.00963596   12.00000000
 H     1.0   -5.30318580   -0.37485780   -1.67949990    1.00782504
 H     1.0   -5.30449961   -0.37696605    1.65274974    1.00782504
 H     1.0   -1.46997279   -0.11066708   -4.09752584    1.00782504
 H     1.0   -1.47319465   -0.11583713    4.07412995    1.00782504
 H     1.0    3.23972504    0.03413978   -4.06359214    1.00782504
 H     1.0    3.23652840    0.02901019    4.04409333    1.00782504
 H     1.0    5.54273622    0.10378802   -0.00879507    1.00782504
 N     7.0   -4.34492310   -0.19588839   -0.01288311   14.00307401
 C     6.0   -1.76494381   -0.14181671   -0.01183168   12.00000000
 C     6.0   -0.43345388   -0.08994606   -2.35985787   12.00000000
 C     6.0   -0.43530585   -0.09291787    2.33730747   12.00000000
 C     6.0    2.20568749   -0.00081919   -2.32214532   12.00000000
 C     6.0    2.20386440   -0.00374466    2.30178883   12.00000000
 C     6.0    3.51604263    0.04069829   -0.00963406   12.00000000
 H     1.0   -5.31003503   -0.35989437   -1.67701717    1.00782504
 H     1.0   -5.31134689   -0.36199949    1.65028054    1.00782504
 H     1.0   -1.46721857   -0.11763828   -4.09720217    1.00782504
 H     1.0   -1.47044017   -0.12280792    4.07379963    1.00782504
 H     1.0    3.23882723    0.03595405   -4.06264374    1.00782504
 H     1.0    3.23563134    0.03082567    4.04314652    1.00782504
 H     1.0    5.54286257    0.10972739   -0.00879126    1.00782504
 N     7.0   -4.34031316   -0.21379375   -0.01279045   14.00307401
 C     6.0   -1.76370572   -0.14711941   -0.01175305   12.00000000
 C     6.0   -0.43089648   -0.09418568   -2.35947577   12.00000000
 C     6.0   -0.43270588   -0.09733610    2.33706483   12.00000000
 C     6.0    2.20506857   -0.00064156   -2.32096667   12.00000000
 C     6.0    2.20328801   -0.00374176    2.30071236   12.00000000
 C     6.0    3.51634880    0.04340038   -0.00959104   12.00000000
 H     1.0   -5.31706475   -0.34624405   -1.67354212    1.00782504
 H     1.0   -5.31834404   -0.34847147    1.64702893    1.00782504
 H     1.0   -1.46445462   -0.12511751   -4.09679566    1.00782504
 H     1.0   -1.46760235   -0.13059814    4.07354477    1.00782504
 H     1.0    3.23790533    0.03776265   -4.06165147    1.00782504
 H     1.0    3.23478320    0.03232660    4.04224242    1.00782504
 H     1.0    5.54298424    0.11576317   -0.00876171    1.00782504
 N     7.0   -4.33563472   -0.23045195   -0.01279982   14.00307401
 C     6.0   -1.76244928   -0.15157638   -0.01175556   12.00000000
 C     6.0   -0.42829016   -0.09785859   -2.35916264   12.00000000
 C     6.0   -0.43009932   -0.10100858    2.33674878   12.00000000
 C     6.0    2.20450479   -0.00028859   -2.31983874   12.00000000
 C     6.0    2.20272510   -0.00338728    2.29958447   12.00000000
 C     6.0    3.51669024    0.04617870   -0.00958905   12.00000000
 H     1.0   -5.32431334   -0.33160694   -1.66929230    1.00782504
 H     1.0   -5.32558937   -0.33382868    1.64279317    1.00782504
 H     1.0   -1.46162287   -0.13194572   -4.09646495    1.00782504
 H     1.0   -1.46477035   -0.13742590    4.07320707    1.00782504
 H     1.0    3.23705759    0.03952897   -4.06070203    1.00782504
 H     1.0    3.23393619    0.03409419    4.04129470    1.00782504
 H     1.0    5.54314667    0.12158012   -0.00875775    1.00782504
 N     7.0   -4.33087347   -0.24694876   -0.01280905   14.00307401
 C     6.0   -1.76116601   -0.15595139   -0.01175800   12.00000000
 C     6.0   -0.42565388   -0.10147301   -2.35884719   12.00000000
 C     6.0   -0.42746280   -0.10462259    2.33643052   12.00000000
 C     6.0    2.20396665    0.00005970   -2.31871040   12.00000000
 C     6.0    2.20218782   -0.00303747    2.29845618   12.00000000
 C     6.0    3.51705304    0.04892875   -0.00958706   12.00000000
 H     1.0   -5.33175379   -0.31714941   -1.66417162    1.00782504
 H     1.0   -5.33302587   -0.31936428    1.63768616    1.00782504
 H     1.0   -1.45875454   -0.13869409   -4.09613056    1.00782504
 H     1.0   -1.46190176   -0.14417382    4.07286584    1.00782504
 H     1.0    3.23623446    0.04126825   -4.05975211    1.00782504
 H     1.0    3.23311379    0.03583474    4.04034648    1.00782504
 H     1.0    5.54332752    0.12732676   -0.00875383    1.00782504
