 N     7.0   -4.40049156    0.10059504    0.00000000   14.00307401
 C     6.0   -1.77772239   -0.04277151    0.00000000   12.00000000
 C     6.0   -0.46696686   -0.00915019   -2.35299621   12.00000000
 C     6.0   -0.46696686   -0.00915019    2.35299621   12.00000000
 C     6.0    2.21893661    0.00705718   -2.32883206   12.00000000
 C     6.0    2.21893661    0.00705718    2.32883206   12.00000000
 C     6.0    3.51593552    0.00867317    0.00000000   12.00000000
 H     1.0   -5.22990037   -0.55870142   -1.60472097    1.00782504
 H     1.0   -5.22990037   -0.55870142    1.60472097    1.00782504
 H     1.0   -1.50370308    0.01376160   -4.09002942    1.00782504
 H     1.0   -1.50370308    0.01376160    4.09002942    1.00782504
 H     1.0    3.25544590    0.01700531   -4.06705880    1.00782504
 H     1.0    3.25544590    0.01700531    4.06705880    1.00782504
 H     1.0    5.54489920    0.02352313    0.00000000    1.00782504
 N     7.0   -4.39341312    0.06734600   -0.00346447   14.00307401
 C     6.0   -1.77285424   -0.05911672   -0.00246898   12.00000000
 C     6.0   -0.45988187   -0.02131235   -2.35463234   12.00000000
 C     6.0   -0.46179579   -0.02393263    2.35080234   12.00000000
 C     6.0    2.22292791    0.00347278   -2.32852001   12.00000000
 C     6.0    2.22103433    0.00088035    2.32690009   12.00000000
 C     6.0    3.51997041    0.00828931   -0.00027860   12.00000000
 H     1.0   -5.22815512   -0.55877255   -1.61929094    1.00782504
 H     1.0   -5.22946902   -0.56057138    1.61098409    1.00782504
 H     1.0   -1.49584941   -0.00229198   -4.09207837    1.00782504
 H     1.0   -1.49917640   -0.00684685    4.08742514    1.00782504
 H     1.0    3.25987641    0.01752426   -4.06649830    1.00782504
 H     1.0    3.25656864    0.01299572    4.06573592    1.00782504
 H     1.0    5.54880902    0.02951715    0.00055844    1.00782504
 N     7.0   -4.39015031    0.04961013   -0.00347302   14.00307401
 C     6.0   -1.77208248   -0.06402083   -0.00247140   12.00000000
 C     6.0   -0.45779460   -0.02536350   -2.35435316   12.00000000
 C     6.0   -0.45970829   -0.02798347    2.35052034   12.00000000
 C     6.0    2.22195215    0.00385631   -2.32739834   12.00000000
 C     6.0    2.22005948    0.00126512    2.32577805   12.00000000
 C     6.0    3.51998401    0.01117146   -0.00027699   12.00000000
 H     1.0   -5.23220480   -0.54289385   -1.62877031    1.00782504
 H     1.0   -5.23352642   -0.54470323    1.62047784    1.00782504
 H     1.0   -1.49365790   -0.00960122   -4.09180127    1.00782504
 H     1.0   -1.49698466   -0.01415577    4.08714169    1.00782504
 H     1.0    3.25864732    0.01944164   -4.06555651    1.00782504
 H     1.0    3.25534032    0.01491415    4.06479527    1.00782504
 H     1.0    5.54871788    0.03564416    0.00056182    1.00782504
 N     7.0   -4.38983505    0.02347378   -0.00846993   14.00307401
 C     6.0   -1.77426296   -0.07583483   -0.00741699   12.00000000
 C     6.0   -0.45863737   -0.03549409   -2.35898963   12.00000000
 C     6.0   -0.46063563   -0.03824556    2.34531806   12.00000000
 C     6.0    2.21801834   -0.00030132   -2.33114409   12.00000000
 C     6.0    2.21604275   -0.00302157    2.31978766   12.00000000
 C     6.0    3.51698533    0.01020315   -0.00511910   12.00000000
 H     1.0   -5.23915788   -0.53583783   -1.64233772    1.00782504
 H     1.0   -5.24054533   -0.53774826    1.62402036    1.00782504
 H     1.0   -1.49436358   -0.02354097   -4.09645717    1.00782504
 H     1.0   -1.49783752   -0.02832436    4.08191787    1.00782504
 H     1.0    3.25447978    0.01746460   -4.06946256    1.00782504
 H     1.0    3.25102704    0.01271040    4.05900561    1.00782504
 H     1.0    5.54559290    0.03909404   -0.00424050    1.00782504
 N     7.0   -4.38940943   -0.00421679   -0.01277938   14.00307401
 C     6.0   -1.77639749   -0.08880807   -0.01180266   12.00000000
 C     6.0   -0.45955416   -0.04651992   -2.36312670   12.00000000
 C     6.0   -0.46140872   -0.04949588    2.34061066   12.00000000
 C     6.0    2.21399162   -0.00493722   -2.33452075   12.00000000
 C     6.0    2.21215877   -0.00787836    2.31416558   12.00000000
 C     6.0    3.51399518    0.00892514   -0.00965497   12.00000000
 H     1.0   -5.24634438   -0.53045312   -1.65425304    1.00782504
 H     1.0   -5.24763823   -0.53252933    1.62735084    1.00782504
 H     1.0   -1.49521655   -0.03850851   -4.10056225    1.00782504
 H     1.0   -1.49844084   -0.04368245    4.07723776    1.00782504
 H     1.0    3.25012763    0.01520900   -4.07304910    1.00782504
 H     1.0    3.24692353    0.01006746    4.05353453    1.00782504
 H     1.0    5.54246145    0.04256049   -0.00883392    1.00782504
 N     7.0   -4.38583784   -0.02194380   -0.01278919   14.00307401
 C     6.0   -1.77552021   -0.09374346   -0.01180544   12.00000000
 C     6.0   -0.45735666   -0.05057239   -2.36284100   12.00000000
 C     6.0   -0.45921099   -0.05354799    2.34032157   12.00000000
 C     6.0    2.21309703   -0.00455484   -2.33339778   12.00000000
