Ground state energy = 26165.69 cm^-1
Max intensity = 0.040265
Number    ΔE / cm^-1    convergence    amplitude    intensity    normalized    E / Hartree
     1          0.00    0.00000e+00    0.0549331    0.0030176    0.07494390    1.192196560508214e-01
     2        530.12    0.00000e+00    0.0451749    0.0020408    0.05068284    1.216350444267544e-01
     3        898.23    0.00000e+00    0.0411172    0.0016906    0.04198694    1.233122995751906e-01
     4        985.03    0.00000e+00    0.0013819    0.0000019    0.00004743    1.237077999555070e-01
     5       1060.24    0.00000e+00    0.0253703    0.0006437    0.01598520    1.240504579115613e-01
     6       1236.65    0.00000e+00    0.0039558    0.0000156    0.00038863    1.248542661747586e-01
     7       1240.49    0.00000e+00    0.0229070    0.0005247    0.01303174    1.248717569478676e-01
     8       1382.89    0.00000e+00    0.0097206    0.0000945    0.00234667    1.255205708506393e-01
     9       1388.33    0.00000e+00    0.0144131    0.0002077    0.00515919    1.255453719329022e-01
    10       1412.62    0.00000e+00    0.0021454    0.0000046    0.00011432    1.256560415242519e-01
    11       1428.32    0.00000e+00    0.0339321    0.0011514    0.02859490    1.257275826156367e-01
    12       1440.72    0.00000e+00    0.1843732    0.0339935    0.84423404    1.257840585159740e-01
    13       1475.07    0.00000e+00    0.0037340    0.0000139    0.00034627    1.259405477623222e-01
    14       1515.18    0.00000e+00    0.0011649    0.0000014    0.00003370    1.261233396245245e-01
    16       1545.13    0.00000e+00    0.0345338    0.0011926    0.02961806    1.262598032777764e-01
    17       1595.54    0.00000e+00    0.0107966    0.0001166    0.00289496    1.264894525878311e-01
    18       1643.58    0.00000e+00    0.0265570    0.0007053    0.01751557    1.267083590992822e-01
    19       1652.49    0.00000e+00    0.0117075    0.0001371    0.00340403    1.267489596384555e-01
    20       1766.76    0.00000e+00    0.0033697    0.0000114    0.00028200    1.272695958378431e-01
    21       1770.59    0.00000e+00    0.0187824    0.0003528    0.00876135    1.272870524394958e-01
    22       1796.33    0.00000e+00    0.0182548    0.0003332    0.00827598    1.274043253215086e-01
    23       1883.53    0.00000e+00    0.0010428    0.0000011    0.00002701    1.278016384936796e-01
    24       1902.56    0.00000e+00    0.0007677    0.0000006    0.00001464    1.278883624417633e-01
    25       1912.96    0.00000e+00    0.0073732    0.0000544    0.00135013    1.279357406437855e-01
    26       1918.43    0.00000e+00    0.0130749    0.0001710    0.00424565    1.279606640732047e-01
    27       1942.76    0.00000e+00    0.0018722    0.0000035    0.00008705    1.280715417924285e-01
    28       1958.42    0.00000e+00    0.0191673    0.0003674    0.00912407    1.281428728030001e-01
    29       1970.77    0.00000e+00    0.1541530    0.0237631    0.59016194    1.281991565761499e-01
    30       2005.14    0.00000e+00    0.0031189    0.0000097    0.00024159    1.283557643250906e-01
    31       2045.32    0.00000e+00    0.0006711    0.0000005    0.00001119    1.285388165901460e-01
    33       2075.19    0.00000e+00    0.0294912    0.0008697    0.02159999    1.286748979491884e-01
    34       2135.30    0.00000e+00    0.0038533    0.0000148    0.00036875    1.289488112250275e-01
    35       2138.75    0.00000e+00    0.0174365    0.0003040    0.00755066    1.289645403031358e-01
    36       2173.60    0.00000e+00    0.0217762    0.0004742    0.01177690    1.291232930341721e-01
    37       2182.62    0.00000e+00    0.0096665    0.0000934    0.00232065    1.291644000002759e-01
    38       2225.36    0.00000e+00    0.0007032    0.0000005    0.00001228    1.293591309857255e-01
    39       2280.91    0.00000e+00    0.0059768    0.0000357    0.00088717    1.296122464122996e-01
    40       2286.57    0.00000e+00    0.0107175    0.0001149    0.00285267    1.296380495980498e-01
    41       2296.88    0.00000e+00    0.0019679    0.0000039    0.00009617    1.296850272167485e-01
    42       2300.71    0.00000e+00    0.0105311    0.0001109    0.00275434    1.297024768474177e-01
    43       2311.24    0.00000e+00    0.0026510    0.0000070    0.00017453    1.297504290978754e-01
    44       2326.37    0.00000e+00    0.0152996    0.0002341    0.00581336    1.298193882367193e-01
    45       2338.63    0.00000e+00    0.1680353    0.0282359    0.70124318    1.298752382071868e-01
    47       2373.11    0.00000e+00    0.0029910    0.0000089    0.00022218    1.300323260476066e-01
    50       2413.65    0.00000e+00    0.0009195    0.0000008    0.00002100    1.302170575965261e-01
    51       2427.65    0.00000e+00    0.0051884    0.0000269    0.00066856    1.302808267412607e-01
