    7,1        1,3    
    7,2        1,3    
    7,3        1,3    
    7,4        1,3    
    7,5        1,3    
    7,6        1,3    
    7,1        1,14   
    7,2        1,14   
    7,3        1,14   
    7,4        1,14   
    7,5        1,14   
    7,6        1,14   
    8,1        2,1    
    8,1        2,2    
    6,1        5,1    
