 N     7.0   -4.40649715    0.13591490    0.00000004   14.00307401
 C     6.0   -1.77909205   -0.03311185   -0.00000005   12.00000000
 C     6.0   -0.47096105   -0.00111275   -2.35354613   12.00000000
 C     6.0   -0.47096090   -0.00111280    2.35354595   12.00000000
 C     6.0    2.22101547    0.00629115   -2.33107391   12.00000000
 C     6.0    2.22101562    0.00629110    2.33107356   12.00000000
 C     6.0    3.51600105    0.00299283   -0.00000022   12.00000000
 H     1.0   -5.22286845   -0.59029589   -1.58110411    1.00782504
 H     1.0   -5.22286835   -0.59029592    1.58110422    1.00782504
 H     1.0   -1.50785694    0.02826706   -4.09057210    1.00782504
 H     1.0   -1.50785668    0.02826698    4.09057199    1.00782504
 H     1.0    3.25801542    0.01321279   -4.06893897    1.00782504
 H     1.0    3.25801568    0.01321271    4.06893856    1.00782504
 H     1.0    5.54513784    0.01144458   -0.00000028    1.00782504
 N     7.0   -4.40921785    0.15588267   -0.00013165   14.00307401
 C     6.0   -1.77960273   -0.02621104   -0.00012774   12.00000000
 C     6.0   -0.47274106    0.00536511   -2.35391828   12.00000000
 C     6.0   -0.47281513    0.00439661    2.35371671   12.00000000
 C     6.0    2.22226064    0.00813879   -2.33225172   12.00000000
 C     6.0    2.22218726    0.00717918    2.33213609   12.00000000
 C     6.0    3.51619408    0.00180841   -0.00003866   12.00000000
 H     1.0   -5.21955164   -0.60321546   -1.56821063    1.00782504
 H     1.0   -5.21960097   -0.60386060    1.56760936    1.00782504
 H     1.0   -1.50967501    0.03841679   -4.09094827    1.00782504
 H     1.0   -1.50980373    0.03673358    4.09072752    1.00782504
 H     1.0    3.25953054    0.01382206   -4.06991832    1.00782504
 H     1.0    3.25940248    0.01214747    4.06983752    1.00782504
 H     1.0    5.54541025    0.00690248   -0.00000568    1.00782504
 N     7.0   -4.41199368    0.17339165   -0.00012809   14.00307401
 C     6.0   -1.78021155   -0.02149718   -0.00012678   12.00000000
 C     6.0   -0.47465755    0.00932126   -2.35418673   12.00000000
 C     6.0   -0.47473163    0.00835265    2.35398673   12.00000000
 C     6.0    2.22336165    0.00775997   -2.33337159   12.00000000
 C     6.0    2.22328823    0.00679990    2.33325585   12.00000000
 C     6.0    3.51627477   -0.00097499   -0.00003923   12.00000000
 H     1.0   -5.21652472   -0.61885182   -1.55410078    1.00782504
 H     1.0   -5.21657361   -0.61949114    1.55349317    1.00782504
 H     1.0   -1.51165255    0.04557179   -4.09120919    1.00782504
 H     1.0   -1.51178128    0.04388846    4.09099132    1.00782504
 H     1.0    3.26087128    0.01196169   -4.07085743    1.00782504
 H     1.0    3.26074319    0.01028671    4.07077591    1.00782504
 H     1.0    5.54556457    0.00098708   -0.00000690    1.00782504
 N     7.0   -4.41469737    0.19081721   -0.00008609   14.00307401
 C     6.0   -1.78080722   -0.01684964   -0.00011277   12.00000000
 C     6.0   -0.47657254    0.01334923   -2.35444589   12.00000000
 C     6.0   -0.47661950    0.01214886    2.35426145   12.00000000
 C     6.0    2.22445711    0.00748135   -2.33449988   12.00000000
 C     6.0    2.22441056    0.00629113    2.33436631   12.00000000
