 C     6.0    3.51635822   -0.00375087   -0.00005661   12.00000000
 H     1.0   -5.21370915   -0.63432283   -1.53907412    1.00782504
 H     1.0   -5.21373984   -0.63510738    1.53846510    1.00782504
 H     1.0   -1.51363149    0.05286904   -4.09145159    1.00782504
 H     1.0   -1.51371308    0.05078306    4.09126639    1.00782504
 H     1.0    3.26219437    0.01030061   -4.07181070    1.00782504
 H     1.0    3.26211317    0.00822462    4.07169904    1.00782504
 H     1.0    5.54571683   -0.00489216   -0.00003667    1.00782504
 N     7.0   -4.41730086    0.20815284   -0.00008171   14.00307401
 C     6.0   -1.78135996   -0.01225897   -0.00011161   12.00000000
 C     6.0   -0.47842925    0.01723443   -2.35470962   12.00000000
 C     6.0   -0.47847621    0.01603396    2.35452710   12.00000000
 C     6.0    2.22560379    0.00710645   -2.33561896   12.00000000
 C     6.0    2.22555722    0.00591569    2.33548521   12.00000000
 C     6.0    3.51647449   -0.00647847   -0.00005732   12.00000000
 H     1.0   -5.21104781   -0.64976562   -1.52314157    1.00782504
 H     1.0   -5.21107817   -0.65054201    1.52252473    1.00782504
 H     1.0   -1.51553542    0.05991691   -4.09170502    1.00782504
 H     1.0   -1.51561701    0.05783085    4.09152336    1.00782504
 H     1.0    3.26357666    0.00847753   -4.07274892    1.00782504
 H     1.0    3.26349544    0.00640112    4.07263633    1.00782504
 H     1.0    5.54589725   -0.01068249   -0.00003816    1.00782504
 N     7.0   -4.41982124    0.22538475   -0.00007735   14.00307401
 C     6.0   -1.78188632   -0.00773975   -0.00011048   12.00000000
 C     6.0   -0.48025773    0.02107744   -2.35497110   12.00000000
 C     6.0   -0.48030468    0.01987684    2.35479047   12.00000000
 C     6.0    2.22677199    0.00673379   -2.33673765   12.00000000
 C     6.0    2.22672541    0.00554247    2.33660368   12.00000000
 C     6.0    3.51660749   -0.00917473   -0.00005803   12.00000000
 H     1.0   -5.20855996   -0.66509093   -1.50630577    1.00782504
 H     1.0   -5.20858998   -0.66585874    1.50568116    1.00782504
 H     1.0   -1.51740457    0.06690189   -4.09195490    1.00782504
 H     1.0   -1.51748615    0.06481571    4.09177673    1.00782504
 H     1.0    3.26497851    0.00667603   -4.07368664    1.00782504
 H     1.0    3.26489729    0.00459915    4.07357312    1.00782504
 H     1.0    5.54608992   -0.01640174   -0.00003964    1.00782504
 N     7.0   -4.42396270    0.22909253    0.00335887   14.00307401
 C     6.0   -1.78362366   -0.01164961    0.00219854   12.00000000
 C     6.0   -0.48429278    0.01968887   -2.35343288   12.00000000
 C     6.0   -0.48245537    0.01713793    2.35684809   12.00000000
 C     6.0    2.22576437    0.00636560   -2.33714514   12.00000000
 C     6.0    2.22758825    0.00383346    2.33843163   12.00000000
 C     6.0    3.51552653   -0.01003629    0.00013229   12.00000000
 H     1.0   -5.20676617   -0.69476809   -1.48509358    1.00782504
 H     1.0   -5.20560508   -0.69638007    1.49142006    1.00782504
 H     1.0   -1.52225983    0.06714358   -4.08997566    1.00782504
 H     1.0   -1.51906728    0.06271127    4.09425051    1.00782504
 H     1.0    3.26350954    0.00738732   -4.07432766    1.00782504
 H     1.0    3.26668840    0.00297401    4.07480408    1.00782504
 H     1.0    5.54508003   -0.01635498   -0.00066284    1.00782504
 N     7.0   -4.42635625    0.24607887    0.00336901   14.00307401
 C     6.0   -1.78410926   -0.00729359    0.00220108   12.00000000
 C     6.0   -0.48607566    0.02343086   -2.35368804   12.00000000
 C     6.0   -0.48423805    0.02087964    2.35710869   12.00000000
 C     6.0    2.22697308    0.00600061   -2.33826356   12.00000000
 C     6.0    2.22879782    0.00346725    2.33954871   12.00000000
 C     6.0    3.51569573   -0.01266282    0.00013080   12.00000000
 H     1.0   -5.20456804   -0.70981938   -1.46647676    1.00782504
 H     1.0   -5.20342148   -0.71141119    1.47278523    1.00782504
 H     1.0   -1.52407704    0.07398093   -4.09021572    1.00782504
 H     1.0   -1.52088430    0.06954836    4.09449940    1.00782504
 H     1.0    3.26495097    0.00563764   -4.07526543    1.00782504
 H     1.0    3.26813056    0.00122332    4.07573884    1.00782504
 H     1.0    5.54530615   -0.02191499   -0.00066594    1.00782504
 N     7.0   -4.42865518    0.26290846    0.00330525   14.00307401
 C     6.0   -1.78455314   -0.00304231    0.00215323   12.00000000
 C     6.0   -0.48779537    0.02709434   -2.35398062   12.00000000
 C     6.0   -0.48599693    0.02456655    2.35732735   12.00000000
 C     6.0    2.22823890    0.00562132   -2.33939843   12.00000000
 C     6.0    2.23002541    0.00311030    2.34064855   12.00000000
 C     6.0    3.51589824   -0.01525388    0.00012334   12.00000000
 H     1.0   -5.20248882   -0.72474250   -1.44705348    1.00782504
 H     1.0   -5.20138171   -0.72629859    1.45319369    1.00782504
 H     1.0   -1.52581093    0.08070301   -4.09050087    1.00782504
 H     1.0   -1.52268640    0.07631135    4.09469610    1.00782504
 H     1.0    3.26646232    0.00389161   -4.07621087    1.00782504
 H     1.0    3.26957452   -0.00048271    4.07666499    1.00782504
 H     1.0    5.54556168   -0.02738550   -0.00065795    1.00782504
 N     7.0   -4.43089905    0.27961042    0.00331507   14.00307401
 C     6.0   -1.78499477    0.00112626    0.00215563   12.00000000
 C     6.0   -0.48953060    0.03072124   -2.35423134   12.00000000
 C     6.0   -0.48773196    0.02819318    2.35758329   12.00000000
 C     6.0    2.22948365    0.00526198   -2.34051602   12.00000000
 C     6.0    2.23127101    0.00274976    2.34176481   12.00000000
 C     6.0    3.51609507   -0.01780249    0.00012190   12.00000000
 H     1.0   -5.20058601   -0.73946619   -1.42668160    1.00782504
 H     1.0   -5.19949446   -0.74100041    1.43280458    1.00782504
 H     1.0   -1.52756931    0.08737213   -4.09073395    1.00782504
 H     1.0   -1.52444459    0.08298021    4.09493768    1.00782504
 H     1.0    3.26793645    0.00219799   -4.07714761    1.00782504
 H     1.0    3.27104936   -0.00217733    4.07759879    1.00782504
 H     1.0    5.54580780   -0.03276532   -0.00066093    1.00782504
