   0.208366e-04  -0.560726e-02   0.100364e-08
   0.365693e-02  -0.350508e-02   0.142498e-07
  -0.570443e-02   0.154428e-02  -0.742261e-07
   0.116911e-02   0.269991e-02  -0.171487e-07
   0.173671e-02   0.165260e-03   0.652509e-07
  -0.289132e-03  -0.902361e-05  -0.902247e-07
  -0.128619e-03  -0.285562e-03   0.969818e-07
   0.430938e-02   0.324189e-02   0.607328e-09
  -0.483261e-02   0.139249e-02   0.336386e-08
   0.126706e-03   0.335202e-03  -0.461130e-10
   0.579844e-04  -0.102641e-04   0.357017e-08
  -0.513543e-04  -0.164881e-04   0.395621e-08
  -0.361690e-04   0.536739e-04  -0.680973e-08
  -0.353451e-04   0.969254e-06  -0.528301e-09
