 N   -0.03987546    0.00286862   -4.28632883
 C   -0.02476348    0.00149938   -1.77286485
 C    0.01161373   -2.33799514   -0.40821111
 C   -0.04471363    2.33950551   -0.40532432
 C    0.02662527   -2.30034723    2.16678923
 C   -0.02876156    2.29905210    2.16962781
 C    0.00681760   -0.00136206    3.47978828
 H   -0.02610393   -1.64925982   -5.30697160
 H   -0.06590776    1.65610796   -5.30493165
 H    0.02629833   -4.07292627   -1.44290259
 H   -0.07182732    4.07556279   -1.43787363
 H   -0.08932163   -4.04181418    3.19396318
 H    0.09953948    4.03939968    3.19723001
 H    0.01900157   -0.00246601    5.50625973
 N   -0.03986241    0.00286744   -4.28416013
 C   -0.02475045    0.00149820   -1.77069615
 C    0.04066489   -2.33746616   -0.40621665
 C   -0.07373872    2.33897417   -0.40298126
 C    0.05519159   -2.29982713    2.16878660
 C   -0.05730181    2.29852964    2.17196797
 C    0.00683065   -0.00136325    3.48195705
 H   -0.00557100   -1.64888638   -5.30492607
 H   -0.08641459    1.65573216   -5.30263978
 H    0.07689754   -4.07200389   -1.44103749
 H   -0.12240047    4.07463805   -1.43540124
 H   -0.18175227   -4.03749494    3.18150835
 H    0.19181365    4.03509462    3.18365995
 H    0.01901463   -0.00246719    5.50842850
 N   -0.03984069    0.00286547   -4.28054538
 C   -0.02472872    0.00149623   -1.76708140
 C    0.06951741   -2.33658484   -0.40277485
 C   -0.10254779    2.33808890   -0.39919374
 C    0.08356271   -2.29896051    2.17223128
 C   -0.08562945    2.29765908    2.17575260
 C    0.00685238   -0.00136521    3.48557169
 H    0.01482410   -1.64826413   -5.30143347
 H   -0.10676621    1.65510597   -5.29890287
 H    0.12714425   -4.07046708   -1.43772393
 H   -0.17260372    4.07309730   -1.43148543
 H   -0.27346418   -4.03024367    3.16037478
 H    0.28326480    4.02786698    3.16141724
 H    0.01903635   -0.00246916    5.51204314
 N   -0.03980998    0.00287397   -4.27549147
 C   -0.02469620    0.00152022   -1.76202749
 C    0.09806921   -2.33532831   -0.39787743
 C   -0.13103258    2.33689718   -0.39398335
 C    0.11164019   -2.29770857    2.17713131
 C   -0.11363622    2.29650366    2.18096038
 C    0.00688868   -0.00130887    3.49062559
 H    0.03500658   -1.64739688   -5.29649014
 H   -0.12688880    1.65424316   -5.29373837
 H    0.17685761   -4.06830855   -1.43294264
 H   -0.22225156    4.07099084   -1.42615891
 H   -0.36407848   -4.01988267    3.13056996
 H    0.37352508    4.01765283    3.13046368
 H    0.01907411   -0.00240033    5.51709704
 N   -0.03975876    0.00277036   -4.26910585
 C   -0.02466851    0.00139939   -1.75564174
 C    0.12615241   -2.33391288   -0.39167421
 C   -0.15908598    2.33522138   -0.38741492
 C    0.13923059   -2.29633658    2.18333772
 C   -0.14124514    2.29483603    2.18752589
 C    0.00686712   -0.00146568    3.49701162
 H    0.05490188   -1.64640130   -5.29023361
 H   -0.14666256    1.65305432   -5.28722378
 H    0.22577889   -4.06573910   -1.42687497
 H   -0.27112366    4.06817518   -1.41945504
 H   -0.45335710   -4.00649374    3.09187470
 H    0.46221991    4.00400496    3.09074714
 H    0.01903354   -0.00257102    5.52348318
 N   -0.03971086    0.00276601   -4.26113170
 C   -0.02462064    0.00139504   -1.74766759
 C    0.15383315   -2.33206468   -0.38386491
 C   -0.18667102    2.33336447   -0.37927584
 C    0.16644996   -2.29451933    2.19114977
 C   -0.16836876    2.29301008    2.19566222
 C    0.00691501   -0.00147003    3.50498582
 H    0.07447664   -1.64509655   -5.28237598
 H   -0.16614152    1.65174088   -5.27913311
 H    0.27396490   -4.06251620   -1.41918804
 H   -0.31921398    4.06494358   -1.41119361
 H   -0.54062931   -3.98950167    3.04456112
 H    0.54891761    3.98706508    3.04237058
 H    0.01908145   -0.00257537    5.53145738
 N   -0.03965410    0.00276085   -4.25167630
 C   -0.02456388    0.00138988   -1.73821219
 C    0.18095565   -2.32993629   -0.37457081
 C   -0.21367998    2.33122577   -0.36965908
 C    0.19312053   -2.29242657    2.20044656
 C   -0.19492579    2.29090701    2.20527629
 C    0.00697177   -0.00147519    3.51444125
 H    0.09365947   -1.64359404   -5.27303458
 H   -0.18521082    1.65022805   -5.26956369
 H    0.32117181   -4.05880459   -1.41001367
 H   -0.36630733    4.06122166   -1.40145713
 H   -0.62567561   -3.96873819    2.98834846
 H    0.63328272    3.96636348    2.98511819
 H    0.01913819   -0.00258053    5.54091281
 N   -0.03958823    0.00275486   -4.24070128
 C   -0.02449798    0.00138389   -1.72723717
 C    0.20745478   -2.32755301   -0.36375317
 C   -0.24004728    2.32883052   -0.35852665
 C    0.21917826   -2.29008320    2.21126684
 C   -0.22085175    2.28855165    2.21640609
 C    0.00703766   -0.00148118    3.52541629
 H    0.11240442   -1.64191165   -5.26217079
 H   -0.20382402    1.64853369   -5.25847745
 H    0.36728597   -4.05464834   -1.39931283
