-286.0997607672    -285.9259790561    -285.9259777526    -285.8691551429    
-286.1008009970    -285.9264029319    -285.9258371691    -285.8708621344    
-286.0983656658    -285.9257784381    -285.9252078201    -285.8670964638    
-286.1005989203    -285.9273575710    -285.9259719725    -285.8688457168    
-286.0987709299    -285.9258255999    -285.9244542638    -285.8692947277    
-286.0997737733    -285.9258148937    -285.9257028499    -285.8686624664    
-286.0994157882    -285.9259457675    -285.9258377446    -285.8693090597    
-286.0996866700    -285.9259145890    -285.9259092797    -285.8691169202    
-286.0996977449    -285.9259115578    -285.9259029183    -285.8690556746    
-286.0996571522    -285.9259159794    -285.9259088076    -285.8690829067    
-286.0997247483    -285.9259098989    -285.9258992988    -285.8690867456    
-286.0996669916    -285.9259582300    -285.9259106071    -285.8691372090    
-286.0997148748    -285.9259078773    -285.9258570780    -285.8690329976    
-286.0993644365    -285.9266064068    -285.9259340179    -285.8693792735    
-286.0999970170    -285.9258689446    -285.9252074870    -285.8687799256    
-286.0996933255    -285.9258763672    -285.9255190115    -285.8689405918    
-286.0996672542    -285.9262824852    -285.9259202598    -285.8692121345    
-286.1004659388    -285.9259949078    -285.9256635513    -285.8708360970    
-286.0983263608    -285.9256185454    -285.9252548074    -285.8667546583    
-286.1002129708    -285.9259036900    -285.9256405095    -285.8703443799    
-286.0985522286    -285.9255937919    -285.9253156242    -285.8672062549    
-286.0997408415    -285.9259672971    -285.9259365513    -285.8691338272    
-286.0997537314    -285.9259915937    -285.9259634706    -285.8691491160    
-286.0997577685    -285.9259679474    -285.9259531114    -285.8691307741    
-286.0997368435    -285.9259750281    -285.9259631016    -285.8691518783    
-286.0997409673    -285.9259563072    -285.9257807832    -285.8690360863    
-286.0997537250    -285.9261471867    -285.9259755208    -285.8692460013    
-286.0997364566    -285.9259834709    -285.9259735414    -285.8691278779    
-286.0997669977    -285.9259737889    -285.9259597984    -285.8691651228    
-286.0997311387    -285.9259625765    -285.9259554733    -285.8691249414    
-286.0997452122    -285.9259616763    -285.9259547382    -285.8691390224    
-286.0997439014    -285.9259661948    -285.9259568513    -285.8691358946    
-286.0997303124    -285.9259643424    -285.9259489578    -285.8691345531    
-286.0997120966    -285.9259665564    -285.9259434120    -285.8691258348    
-286.0997700989    -285.9259703101    -285.9259671100    -285.8691546341    
-286.0997256285    -285.9259979876    -285.9259713489    -285.8691188502    
-286.0997684644    -285.9259696665    -285.9259370413    -285.8691714234    
-286.0995886031    -285.9262807412    -285.9259645763    -285.8691975549    
-286.0998528964    -285.9259367858    -285.9256073338    -285.8690301310    
-286.0996851914    -285.9262574729    -285.9259929116    -285.8692036883    
-286.0998246075    -285.9259532469    -285.9256847609    -285.8690949667    
-286.0996949069    -285.9259265261    -285.9258973836    -285.8690731120    
-286.0996958665    -285.9259164909    -285.9259017779    -285.8690859030    
-286.0996989389    -285.9259097586    -285.9258958196    -285.8690855723    
-286.0996912363    -285.9259096723    -285.9259079041    -285.8690850874    
-286.0996914478    -285.9259123592    -285.9259054443    -285.8690854556    
-286.0996805336    -285.9259536932    -285.9258438474    -285.8690752265    
-286.0997235259    -285.9259478088    -285.9259426366    -285.8691170316    
-286.0997538932    -285.9259722943    -285.9259707375    -285.8691481277    
-286.0997479164    -285.9259663244    -285.9259643703    -285.8691420977    
-286.0997480073    -285.9259683929    -285.9259625117    -285.8691419989    
-286.0997494880    -285.9259848203    -285.9259452085    -285.8691420409    
-286.0997526415    -285.9259909077    -285.9259508183    -285.8691469847    
-286.0997368371    -285.9260909343    -285.9258367137    -285.8691311385    
-286.0997371470    -285.9259970706    -285.9259235129    -285.8691308696    
-286.0997412345    -285.9261119423    -285.9258185696    -285.8691357226    
-286.0997601665    -285.9259952652    -285.9259587661    -285.8691542371    
