 N   -0.06474638   -0.00076850   -4.20667032
 C    0.09664508   -0.00105618   -1.69834734
 C    0.18478187   -2.34013278   -0.33533949
 C    0.18394462    2.33770769   -0.33474912
 C    0.35011608   -2.30137404    2.23437485
 C    0.34929286    2.29835952    2.23495536
 C    0.43392203   -0.00165738    3.54356219
 H   -0.12992133   -1.65345579   -5.22441618
 H   -0.13051300    1.65215219   -5.22399899
 H    0.11872292   -4.07563478   -1.36706481
 H    0.11726442    4.07344630   -1.36603634
 H   -1.04176672   -3.68633743    2.73013266
 H   -1.04308554    3.68269944    2.73106269
 H    0.56404334   -0.00188932    5.56588872
 N   -0.07305015   -0.00077227   -4.18862878
 C    0.10260103   -0.00105727   -1.68126402
 C    0.19848813   -2.34013238   -0.31877693
 C    0.19765092    2.33770803   -0.31818656
 C    0.37843111   -2.30137093    2.24995574
 C    0.37760787    2.29836261    2.25053626
 C    0.46967811   -0.00165288    3.55864307
 H   -0.14400978   -1.65346064   -5.20598592
 H   -0.14460139    1.65214734   -5.20556874
 H    0.12656509   -4.07563547   -1.35010820
 H    0.12510661    4.07344553   -1.34907974
 H   -1.11788569   -3.61193181    2.63035471
 H   -1.11917793    3.60829174    2.63126594
 H    0.61129631   -0.00188267    5.58019704
 N   -0.08279337   -0.00077672   -4.16711453
 C    0.10761062   -0.00105896   -1.66082690
 C    0.21151603   -2.34013262   -0.29892535
 C    0.21067882    2.33770792   -0.29833498
 C    0.40657277   -2.30136828    2.26870384
 C    0.40574954    2.29836530    2.26928435
 C    0.50551804   -0.00164876    3.57682908
 H   -0.15973767   -1.65346622   -5.18403472
 H   -0.16032932    1.65214176   -5.18361753
 H    0.13352620   -4.07563687   -1.32981365
 H    0.13206772    4.07344430   -1.32878518
 H   -1.18972449   -3.52385144    2.51079292
 H   -1.19098519    3.52021584    2.51168192
 H    0.65903055   -0.00187631    5.59751462
