Ground state energy = 27210.02 cm^-1
Max intensity = 0.021658
Number    ΔE / cm^-1    convergence    amplitude    intensity    normalized    E / Hartree
     2         28.21    0.00000e+00    0.0018663    0.0000035    0.00016082    1.241065067433784e-01
     5        270.22    0.00000e+00    0.0028389    0.0000081    0.00037211    1.252091905354978e-01
     8        521.57    0.00000e+00    0.0048916    0.0000239    0.00110478    1.263544012915539e-01
    10        558.29    0.00000e+00    0.0014206    0.0000020    0.00009318    1.265217390399913e-01
    11        652.94    0.00000e+00    0.0005012    0.0000003    0.00001160    1.269529743887757e-01
    14        699.39    0.00000e+00    0.0055135    0.0000304    0.00140356    1.271646270939944e-01
    16        800.25    0.00000e+00    0.0023087    0.0000053    0.00024609    1.276241986297551e-01
    17        830.71    0.00000e+00    0.0005589    0.0000003    0.00001442    1.277629758790819e-01
    19        926.28    0.00000e+00    0.0016603    0.0000028    0.00012727    1.281984022116849e-01
    22       1051.57    0.00000e+00    0.0038113    0.0000145    0.00067070    1.287692936723843e-01
    25       1088.38    0.00000e+00    0.0007474    0.0000006    0.00002579    1.289369907841060e-01
    27       1168.03    0.00000e+00    0.0015185    0.0000023    0.00010647    1.292999052471018e-01
    28       1182.98    0.00000e+00    0.0004008    0.0000002    0.00000742    1.293680064589894e-01
    31       1229.42    0.00000e+00    0.0044211    0.0000195    0.00090246    1.295796080108588e-01
    36       1330.32    0.00000e+00    0.0013055    0.0000017    0.00007869    1.300393460177845e-01
    37       1360.76    0.00000e+00    0.0004595    0.0000002    0.00000975    1.301780388084226e-01
    41       1416.58    0.00000e+00    0.0006201    0.0000004    0.00001775    1.304323768646894e-01
    42       1419.25    0.00000e+00    0.0046664    0.0000218    0.00100541    1.304445439276661e-01
    45       1456.31    0.00000e+00    0.0012869    0.0000017    0.00007647    1.306133956332013e-01
    49       1520.49    0.00000e+00    0.0046293    0.0000214    0.00098948    1.309058352168860e-01
    52       1550.79    0.00000e+00    0.0005108    0.0000003    0.00001205    1.310439080449280e-01
    55       1581.56    0.00000e+00    0.0020696    0.0000043    0.00019777    1.311841059573447e-01
    58       1597.12    0.00000e+00    0.0054124    0.0000293    0.00135256    1.312549619831364e-01
    59       1604.14    0.00000e+00    0.0014505    0.0000021    0.00009715    1.312869781420721e-01
    60       1623.64    0.00000e+00    0.0003256    0.0000001    0.00000490    1.313758386499108e-01
    64       1658.59    0.00000e+00    0.0010995    0.0000012    0.00005582    1.315350694368537e-01
    66       1672.04    0.00000e+00    0.0008935    0.0000008    0.00003686    1.315963233756568e-01
    67       1676.74    0.00000e+00    0.0004447    0.0000002    0.00000913    1.316177447674885e-01
    68       1698.03    0.00000e+00    0.0013375    0.0000018    0.00008260    1.317147583873522e-01
    70       1728.60    0.00000e+00    0.0005863    0.0000003    0.00001587    1.318540341808118e-01
    74       1759.46    0.00000e+00    0.0025168    0.0000063    0.00029247    1.319946539693579e-01
    75       1761.60    0.00000e+00    0.0007459    0.0000006    0.00002569    1.320044045079881e-01
    76       1762.83    0.00000e+00    0.0038940    0.0000152    0.00070012    1.320100104564825e-01
    83       1824.09    0.00000e+00    0.0011411    0.0000013    0.00006012    1.322891171197716e-01
    86       1846.15    0.00000e+00    0.0011024    0.0000012    0.00005611    1.323896423105617e-01
    87       1865.54    0.00000e+00    0.0005797    0.0000003    0.00001551    1.324779996677681e-01
    92       1909.88    0.00000e+00    0.0017330    0.0000030    0.00013866    1.326800175779546e-01
    94       1913.44    0.00000e+00    0.0005403    0.0000003    0.00001348    1.326962543328516e-01
    97       1927.07    0.00000e+00    0.0007198    0.0000005    0.00002392    1.327583299615465e-01
   100       1946.66    0.00000e+00    0.0004986    0.0000002    0.00001148    1.328476207884454e-01
   101       1949.18    0.00000e+00    0.0037327    0.0000139    0.00064330    1.328590939551231e-01
   105       1986.37    0.00000e+00    0.0006841    0.0000005    0.00002161    1.330285303522828e-01
   107       2011.54    0.00000e+00    0.0124448    0.0001549    0.00715072    1.331432137708171e-01
   114       2050.47    0.00000e+00    0.0035497    0.0000126    0.00058177    1.333205899518268e-01
   116       2065.54    0.00000e+00    0.0003509    0.0000001    0.00000569    1.333892739572348e-01
   120       2080.78    0.00000e+00    0.0004257    0.0000002    0.00000837    1.334587069563208e-01
   121       2087.80    0.00000e+00    0.0017365    0.0000030    0.00013922    1.334907021887309e-01
   123       2096.13    0.00000e+00    0.0038773    0.0000150    0.00069411    1.335286500658414e-01
   125       2104.95    0.00000e+00    0.0008012    0.0000006    0.00002964    1.335688127193665e-01
   126       2116.75    0.00000e+00    0.0009048    0.0000008    0.00003780    1.336225831449744e-01
   128       2127.08    0.00000e+00    0.0044625    0.0000199    0.00091947    1.336696503828584e-01
   129       2134.16    0.00000e+00    0.0011031    0.0000012    0.00005618    1.337019028373362e-01
   133       2162.08    0.00000e+00    0.0044648    0.0000199    0.00092041    1.338291544437011e-01
   137       2188.65    0.00000e+00    0.0006771    0.0000005    0.00002117    1.339501777583764e-01
   138       2189.76    0.00000e+00    0.0134675    0.0001814    0.00837433    1.339552484549076e-01
   141       2202.01    0.00000e+00    0.0007747    0.0000006    0.00002771    1.340110586361754e-01
   142       2206.73    0.00000e+00    0.0003406    0.0000001    0.00000536    1.340325860179481e-01
   145       2228.04    0.00000e+00    0.0008085    0.0000007    0.00003018    1.341296810123900e-01
   147       2258.61    0.00000e+00    0.0005033    0.0000003    0.00001170    1.342689522514501e-01
   150       2274.05    0.00000e+00    0.0043219    0.0000187    0.00086244    1.343393072832012e-01
   153       2291.52    0.00000e+00    0.0005711    0.0000003    0.00001506    1.344189265140666e-01
   154       2292.80    0.00000e+00    0.0032360    0.0000105    0.00048348    1.344247387433231e-01
   155       2294.67    0.00000e+00    0.0010785    0.0000012    0.00005370    1.344332448862294e-01
   160       2314.65    0.00000e+00    0.0004008    0.0000002    0.00000742    1.345242693583260e-01
   162       2316.48    0.00000e+00    0.0038768    0.0000150    0.00069396    1.345326501111103e-01
   168       2340.46    0.00000e+00    0.0034462    0.0000119    0.00054834    1.346419124174215e-01
