 N   -4.46986678    0.14145537    0.00000000
 C   -1.76638127    0.00429930    0.00000000
 C   -0.44091782    0.00357527   -2.26748090
 C   -0.44091782    0.00357527    2.26748090
 C    2.20493184   -0.00167221   -2.26251137
 C    2.20493184   -0.00167221    2.26251137
 C    3.52918612   -0.00413020    0.00000000
 H   -5.24523629   -0.70919963   -1.56753292
 H   -5.24523629   -0.70919963    1.56753292
 H   -1.44423304    0.01601517   -4.03142276
 H   -1.44423304    0.01601517    4.03142276
 H    3.20302946   -0.00712470   -4.02937323
 H    3.20302946   -0.00712470    4.02937323
 H    5.55781904   -0.01258844    0.00000000
 N   -4.48256446    0.14155462   -0.00000000
 C   -1.77909220    0.00413764    0.00000000
 C   -0.43409454    0.00343949   -2.25594866
 C   -0.43409454    0.00343949    2.25594866
 C    2.21175541   -0.00166189   -2.25097913
 C    2.21175541   -0.00166189    2.25097913
 C    3.52925996   -0.00403460   -0.00000000
 H   -5.25796379   -0.70799703   -1.56811643
 H   -5.25796379   -0.70799703    1.56811643
 H   -1.43741045    0.01582399   -4.01989052
 H   -1.43741045    0.01582399    4.01989052
 H    3.20985336   -0.00704932   -4.01784100
 H    3.20985336   -0.00704932    4.01784100
 H    5.55789341   -0.01236685   -0.00000000
 N   -4.45689401    0.14135112    0.00000000
 C   -1.75339491    0.00446337   -0.00000000
 C   -0.44785973    0.00371466   -2.27901314
 C   -0.44785973    0.00371466    2.27901314
 C    2.19798962   -0.00168250   -2.27404361
 C    2.19798962   -0.00168250    2.27404361
 C    3.52899362   -0.00422831    0.00000000
 H   -5.23223127   -0.71041132   -1.56694740
 H   -5.23223127   -0.71041132    1.56694740
 H   -1.45117425    0.01621132   -4.04295500
 H   -1.45117425    0.01621132    4.04295500
 H    3.19608690   -0.00720140   -4.04090546
 H    3.19608690   -0.00720140    4.04090546
 H    5.55762600   -0.01281529    0.00000000
 N   -4.46429370    0.14143240    0.00000000
 C   -1.76080783    0.00428348   -0.00000000
 C   -0.43530144    0.00356330   -2.26745580
 C   -0.43530144    0.00356330    2.26745580
 C    2.19718590   -0.00164979   -2.26251137
 C    2.19718590   -0.00164979    2.26251137
 C    3.52144019   -0.00410383    0.00000000
 H   -5.23966085   -0.70922242   -1.56753419
 H   -5.23966085   -0.70922242    1.56753419
 H   -1.43861676    0.01596880   -4.03139785
 H   -1.43861676    0.01596880    4.03139785
 H    3.19528354   -0.00709931   -4.02937323
 H    3.19528354   -0.00709931    4.02937323
 H    5.55007313   -0.01255603    0.00000000
 N   -4.47543986    0.14147834   -0.00000000
 C   -1.77195471    0.00431512    0.00000000
 C   -0.44653420    0.00358724   -2.26750600
 C   -0.44653420    0.00358724    2.26750600
 C    2.21267778   -0.00169463   -2.26251137
 C    2.21267778   -0.00169463    2.26251137
 C    3.53693205   -0.00415657   -0.00000000
 H   -5.25081173   -0.70917684   -1.56753165
 H   -5.25081173   -0.70917684    1.56753165
 H   -1.44984932    0.01606154   -4.03144767
 H   -1.44984932    0.01606154    4.03144767
 H    3.21077538   -0.00715009   -4.02937323
 H    3.21077538   -0.00715009    4.02937323
 H    5.56556495   -0.01262085   -0.00000000
 N   -4.45124380    0.14122598    0.00000000
 C   -1.74773233    0.00458261   -0.00000000
 C   -0.44894822    0.00379235   -2.26748090
 C   -0.44894822    0.00379235    2.26748090
 C    2.19690095   -0.00169776   -2.26251137
 C    2.19690095   -0.00169776    2.26251137
 C    3.52115500   -0.00427718    0.00000000
 H   -5.22650998   -0.71072367   -1.56688079
 H   -5.22650998   -0.71072367    1.56688079
 H   -1.45226230    0.01632425   -4.03142276
 H   -1.45226230    0.01632425    4.03142276
 H    3.19499806   -0.00724177   -4.02937323
 H    3.19499806   -0.00724177    4.02937323
 H    5.54978713   -0.01292145    0.00000000
 N   -4.48821439    0.14167936   -0.00000000
 C   -1.78475455    0.00401826    0.00000000
 C   -0.43300616    0.00336329   -2.26748090
 C   -0.43300616    0.00336329    2.26748090
 C    2.21284396   -0.00164704   -2.26251137
 C    2.21284396   -0.00164704    2.26251137
 C    3.53709846   -0.00398634   -0.00000000
 H   -5.26368472   -0.70769031   -1.56817990
 H   -5.26368472   -0.70769031    1.56817990
 H   -1.43632249    0.01571327   -4.03142276
 H   -1.43632249    0.01571327    4.03142276
 H    3.21094207   -0.00701007   -4.02937323
 H    3.21094207   -0.00701007    4.02937323
 H    5.56573213   -0.01226275   -0.00000000
 N   -4.46966213    0.14145438    0.00000000
 C   -1.76617661    0.00429856   -0.00000000
 C   -0.44071316    0.00357465   -2.26748090
 C   -0.44071316    0.00357465    2.26748090
 C    2.20513650   -0.00167258   -2.26251137
 C    2.20513650   -0.00167258    2.26251137
 C    3.52939078   -0.00413045    0.00000000
 H   -5.24503157   -0.70920069   -1.56753292
 H   -5.24503157   -0.70920069    1.56753292
 H   -1.44402838    0.01601446   -4.03142276
 H   -1.44402838    0.01601446    4.03142276
 H    3.20323412   -0.00712498   -4.02937323
 H    3.20323412   -0.00712498    4.02937323
 H    5.53912649   -0.01253525    0.00000000
 N   -4.47007143    0.14145636   -0.00000000
 C   -1.76658593    0.00430004    0.00000000
 C   -0.44112248    0.00357589   -2.26748090
 C   -0.44112248    0.00357589    2.26748090
 C    2.20472718   -0.00167184   -2.26251137
 C    2.20472718   -0.00167184    2.26251137
 C    3.52898146   -0.00412995   -0.00000000
 H   -5.24544101   -0.70919857   -1.56753292
 H   -5.24544101   -0.70919857    1.56753292
 H   -1.44443770    0.01601588   -4.03142276
 H   -1.44443770    0.01601588    4.03142276
 H    3.20282480   -0.00712442   -4.02937323
 H    3.20282480   -0.00712442    4.02937323
 H    5.57651159   -0.01264163   -0.00000000
 N   -4.46972443    0.14145467    0.00000000
 C   -1.76623891    0.00429872   -0.00000000
 C   -0.44077546    0.00357475   -2.26748090
 C   -0.44077546    0.00357475    2.26748090
 C    2.20507420   -0.00167261   -2.26251137
