 N   -0.08169754   -4.35399702    0.05530253
 C    0.01693646   -1.83535876    0.01870743
 C   -2.31886897   -0.44257441    0.01665081
 C    2.32835066   -0.40823686   -0.00025799
 C   -2.29753676    2.13932589   -0.00367841
 C    2.27921895    2.17262113   -0.01709926
 C   -0.01960511    3.47593005   -0.01996615
 H   -2.57960655   -5.68562750   -0.09338130
 H    1.68132954   -5.17226756   -0.03060900
 H   -4.04843768   -1.48855471    0.03208905
 H    4.09087161   -1.41047751   -0.00008554
 H   -4.05194869    3.15876604   -0.00588219
 H    4.01964650    3.21559188   -0.02976235
 H   -0.03264786    5.50330360   -0.03507255
 N   -0.08837346   -4.37605564    0.11562128
 C   -0.00184046   -1.83744460    0.04045598
 C   -2.33122754   -0.45215235    0.03261139
 C    2.30439667   -0.42079979    0.00473486
 C   -2.31103459    2.13197167   -0.00966367
 C    2.25830066    2.16297740   -0.03067329
 C   -0.03609077    3.46682593   -0.04015407
 H   -2.59432021   -5.66525533   -0.18948698
 H    1.67883902   -5.17641011   -0.05473593
 H   -4.06304649   -1.49508850    0.06191544
 H    4.06706620   -1.42300687    0.00793467
 H   -4.06640520    3.14988285   -0.01689618
 H    4.00068953    3.20261749   -0.05441013
 H   -0.04837025    5.49416651   -0.07165157
 N   -0.08069207   -4.38946892    0.18016890
 C   -0.00606466   -1.83146958    0.06765011
 C   -2.32875226   -0.45321102    0.05576696
 C    2.29524108   -0.42591563    0.01565383
 C   -2.30919808    2.13298988   -0.00669116
 C    2.25270348    2.16068911   -0.03655611
 C   -0.03698995    3.46552234   -0.05108805
 H   -2.58135926   -5.64030049   -0.28564221
 H    1.68503209   -5.17453253   -0.07663101
 H   -4.06299918   -1.49261878    0.09867904
 H    4.05784516   -1.42846319    0.02066414
 H   -4.06531768    3.14972065   -0.01769695
 H    3.99724354    3.19655451   -0.07111397
 H   -0.04810911    5.49273230   -0.09756171
 N   -0.08589000   -4.40834566    0.24121665
 C   -0.02318518   -1.83167498    0.08902431
 C   -2.33899381   -0.46016373    0.07313621
 C    2.27331342   -0.43772835    0.01905676
 C   -2.31977668    2.12789553   -0.01134695
 C    2.23466279    2.15154581   -0.05179356
 C   -0.05016094    3.45763605   -0.07142284
 H   -2.56777634   -5.62548848   -0.38623815
 H    1.67257169   -5.18100506   -0.10272253
 H   -4.07575710   -1.49562362    0.13101352
 H    4.03570757   -1.44086678    0.02589391
 H   -4.07650933    3.14366510   -0.02612409
 H    3.98145822    3.18326779   -0.09853124
 H   -0.05987839    5.48456197   -0.13428389
 N   -0.09000731   -4.42630185    0.29600672
 C   -0.03933356   -1.83136724    0.10722672
 C   -2.34809352   -0.46628517    0.09087331
 C    2.25243463   -0.44939698    0.01987922
 C   -2.32896147    2.12358873   -0.01206248
 C    2.21795883    2.14253279   -0.06602373
 C   -0.06183305    3.45019184   -0.08743322
 H   -2.53984709   -5.61295205   -0.49458947
 H    1.65516362   -5.18878404   -0.13749314
 H   -4.08742398   -1.49749628    0.16339096
 H    4.01447646   -1.45339143    0.02596957
 H   -4.08617889    3.13864842   -0.02799277
 H    3.96708323    3.16983788   -0.12462881
 H   -0.06994484    5.47680986   -0.16384812
 N   -0.09600621   -4.44063320    0.35075400
 C   -0.05592149   -1.82818996    0.12311551
 C   -2.35667826   -0.46793205    0.10567750
 C    2.23199642   -0.46002155    0.01731659
 C   -2.33586345    2.12352513   -0.01756494
 C    2.20349676    2.13441733   -0.08551638
 C   -0.07034084    3.44522041   -0.10939171
 H   -2.50094613   -5.59968934   -0.60200453
 H    1.62950737   -5.19691908   -0.17174310
 H   -4.09923201   -1.49347116    0.19373407
 H    3.99296261   -1.46613489    0.02316227
 H   -4.09284888    3.13910570   -0.03512826
 H    3.95562311    3.15592773   -0.15688689
 H   -0.07545942    5.47137848   -0.20079207
 N   -0.10035094   -4.45405349    0.41701406
 C   -0.07173906   -1.82494722    0.14777238
 C   -2.36476677   -0.46999289    0.12820871
 C    2.21196593   -0.47040178    0.02244104
 C   -2.34282607    2.12276498   -0.01764517
 C    2.18891664    2.12630980   -0.09965871
 C   -0.07921891    3.43976923   -0.12711413
 H   -2.44649823   -5.59085524   -0.69571707
 H    1.59984809   -5.20686076   -0.19325333
 H   -4.11027397   -1.48995026    0.23271960
 H    3.97203546   -1.47831092    0.02887332
 H   -4.09977494    3.13851001   -0.03764771
 H    3.94379482    3.14217922   -0.18470833
 H   -0.08177652    5.46525704   -0.23528255
 N   -0.10040100   -4.46184527    0.47944025
 C   -0.08186521   -1.81625000    0.17277334
 C   -2.36645416   -0.46541435    0.15033453
 C    2.19841537   -0.47642888    0.03362496
 C   -2.34188681    2.12872404   -0.01361273
 C    2.18231305    2.12265002   -0.10330415
 C   -0.07940409    3.43994491   -0.13523832
 H   -2.37304994   -5.57680253   -0.79603339
 H    1.56930037   -5.21348454   -0.21656112
 H   -4.11552873   -1.47892285    0.26705228
 H    3.95704748   -1.48706598    0.04134268
 H   -4.09824768    3.14556618   -0.03670409
 H    3.94054254    3.13201719   -0.19778192
 H   -0.07823503    5.46483405   -0.25665333
 N   -0.10006032   -4.46906907    0.54317850
 C   -0.09201572   -1.80767838    0.19766482
 C   -2.36815261   -0.46092593    0.17343175
 C    2.18471416   -0.48282470    0.04284778
 C   -2.34100359    2.13439482   -0.00962508
 C    2.17555690    2.11846061   -0.10992276
 C   -0.07971362    3.43961783   -0.14535954
 H   -2.28652703   -5.56552958   -0.88931358
 H    1.53311567   -5.22219643   -0.23802903
 H   -4.12070135   -1.46775320    0.30385461
 H    3.94186620   -1.49625932    0.05107181
 H   -4.09675555    3.15237959   -0.03500132
 H    3.93707187    3.12114201   -0.21533462
 H   -0.07484884    5.46376374   -0.28078433
 N   -0.10078526   -4.47553394    0.60545699
 C   -0.10304789   -1.79884102    0.22144361
 C   -2.37048485   -0.45574566    0.19597152
 C    2.17029495   -0.48947880    0.05138764
 C   -2.34028212    2.14066497   -0.00549581
 C    2.16858509    2.11394388   -0.11654651
 C   -0.07997383    3.43938383   -0.15504037
 H   -2.18832052   -5.55515873   -0.97931514
 H    1.49013155   -5.23255165   -0.25948961
 H   -4.12664121   -1.45544740    0.33986073
 H    3.92575118   -1.50607653    0.05975814
 H   -4.09522274    3.16014468   -0.03276628
 H    3.93353427    3.10952741   -0.23265881
 H   -0.07104474    5.46272239   -0.30391210
