-285.9658959554    -285.9454410302    -285.8442925208    -285.8254616006    -285.7824897119    
-285.9698448816    -285.9418705512    -285.8442547659    -285.8264688212    -285.7829744087    
-285.9744988097    -285.9372334703    -285.8442797998    -285.8272713077    -285.7834404764    
-285.9794596552    -285.9320048899    -285.8443749539    -285.8278385338    -285.7839215674    
-285.9845413238    -285.9263819841    -285.8445215611    -285.8281248042    -285.7844093821    
-285.9896125734    -285.9204545709    -285.8446816537    -285.8280825240    -285.7848673617    
-285.9945460860    -285.9142691839    -285.8448034632    -285.8276755226    -285.7852415398    
-285.9992017197    -285.9078491838    -285.8448213202    -285.8268859301    -285.7854650903    
-286.0034215485    -285.9011979672    -285.8446522875    -285.8257147004    -285.7854585826    
-286.0070440278    -285.8943092381    -285.8442058044    -285.8241904126    -285.7851415461    
-286.0099573382    -285.8872137856    -285.8434314184    -285.8224119906    -285.7844799593    
-286.0121323423    -285.8800094399    -285.8423487025    -285.8205700756    -285.7835191591    
-286.0135276242    -285.8727635061    -285.8409515000    -285.8188340211    -285.7822940085    
