Ground state energy = 26165.01 cm^-1
Max intensity = 0.036243
Number    ΔE / cm^-1    convergence    amplitude    intensity    normalized    E / Hartree
    25       1624.05    0.00000e+00    0.0063203    0.0000399    0.00110217    1.266163017255147e-01
    26       1643.39    0.00000e+00    0.0254605    0.0006482    0.01788562    1.267044013835791e-01
    27       1652.74    0.00000e+00    0.0111374    0.0001240    0.00342248    1.267470035918237e-01
    28       1666.95    0.00000e+00    0.0019056    0.0000036    0.00010020    1.268117732181902e-01
    29       1695.23    0.00000e+00    0.0116704    0.0001362    0.00375785    1.269406316528283e-01
    30       1766.79    0.00000e+00    0.0042706    0.0000182    0.00050320    1.272666606004716e-01
    31       1770.00    0.00000e+00    0.0177348    0.0003145    0.00867804    1.272812995123815e-01
    32       1777.78    0.00000e+00    0.0009140    0.0000008    0.00002305    1.273167417144575e-01
    33       1796.22    0.00000e+00    0.0175263    0.0003072    0.00847519    1.274007618605098e-01
    34       1826.18    0.00000e+00    0.0016604    0.0000028    0.00007607    1.275372959431438e-01
    36       1883.93    0.00000e+00    0.0009876    0.0000010    0.00002691    1.278004122273936e-01
    37       1902.37    0.00000e+00    0.0007454    0.0000006    0.00001533    1.278844190743490e-01
    38       1912.85    0.00000e+00    0.0070512    0.0000497    0.00137182    1.279321578167135e-01
    39       1918.41    0.00000e+00    0.0125611    0.0001578    0.00435335    1.279575186106769e-01
    41       1943.03    0.00000e+00    0.0019634    0.0000039    0.00010636    1.280696704309147e-01
    42       1958.32    0.00000e+00    0.0184117    0.0003390    0.00935313    1.281393640734640e-01
    43       1970.62    0.00000e+00    0.1479346    0.0218847    0.60382355    1.281954126387661e-01
    45       1992.16    0.00000e+00    0.0059943    0.0000359    0.00099141    1.282935151015787e-01
    46       2005.12    0.00000e+00    0.0031419    0.0000099    0.00027237    1.283525673057553e-01
    48       2034.96    0.00000e+00    0.0016375    0.0000027    0.00007398    1.284885671846077e-01
    49       2044.76    0.00000e+00    0.0005451    0.0000003    0.00000820    1.285332190989323e-01
    51       2045.76    0.00000e+00    0.0006425    0.0000004    0.00001139    1.285377599266570e-01
    52       2063.17    0.00000e+00    0.0112350    0.0001262    0.00348271    1.286170768662745e-01
    53       2075.06    0.00000e+00    0.0282813    0.0007998    0.02206826    1.286712698128398e-01
    58       2128.58    0.00000e+00    0.0060982    0.0000372    0.00102607    1.289151127759161e-01
    59       2135.26    0.00000e+00    0.0051228    0.0000262    0.00072409    1.289455312012887e-01
    60       2138.07    0.00000e+00    0.0162713    0.0002648    0.00730492    1.289583741648657e-01
    61       2151.73    0.00000e+00    0.0003553    0.0000001    0.00000348    1.290206097906970e-01
    62       2154.17    0.00000e+00    0.0035470    0.0000126    0.00034714    1.290316859811011e-01
    63       2173.38    0.00000e+00    0.0208592    0.0004351    0.01200512    1.291192171216816e-01
    65       2182.84    0.00000e+00    0.0092282    0.0000852    0.00234966    1.291623406122726e-01
    66       2194.21    0.00000e+00    0.0016178    0.0000026    0.00007221    1.292141546559678e-01
    67       2197.04    0.00000e+00    0.0010495    0.0000011    0.00003039    1.292270359732099e-01
    68       2225.26    0.00000e+00    0.0006465    0.0000004    0.00001153    1.293556192527904e-01
    69       2225.30    0.00000e+00    0.0062645    0.0000392    0.00108278    1.293558108117044e-01
    70       2230.83    0.00000e+00    0.0003490    0.0000001    0.00000336    1.293810120559238e-01
    71       2259.13    0.00000e+00    0.0021281    0.0000045    0.00012496    1.295099334020628e-01
    72       2262.36    0.00000e+00    0.0008726    0.0000008    0.00002101    1.295246760473100e-01
    73       2267.94    0.00000e+00    0.0016403    0.0000027    0.00007424    1.295500979167299e-01
    74       2280.76    0.00000e+00    0.0057411    0.0000330    0.00090941    1.296084948509869e-01
    76       2286.52    0.00000e+00    0.0102683    0.0001054    0.00290919    1.296347510532829e-01
    78       2296.87    0.00000e+00    0.0024908    0.0000062    0.00017118    1.296818849190195e-01
    79       2300.10    0.00000e+00    0.0099363    0.0000987    0.00272408    1.296966279097787e-01
    81       2311.45    0.00000e+00    0.0028143    0.0000079    0.00021853    1.297483327288501e-01
    82       2320.13    0.00000e+00    0.0075899    0.0000576    0.00158945    1.297878975913955e-01
    83       2326.24    0.00000e+00    0.0147309    0.0002170    0.00598728    1.298157125542077e-01
    84       2330.67    0.00000e+00    0.0007430    0.0000006    0.00001523    1.298358995048811e-01
    85       2333.88    0.00000e+00    0.0026831    0.0000072    0.00019864    1.298505444778405e-01
    86       2338.42    0.00000e+00    0.1610131    0.0259252    0.71530726    1.298712326083845e-01
    87       2354.58    0.00000e+00    0.0006747    0.0000005    0.00001256    1.299448504597498e-01
    88       2356.29    0.00000e+00    0.0009188    0.0000008    0.00002329    1.299526197041905e-01
    90       2373.01    0.00000e+00    0.0030777    0.0000095    0.00026135    1.300288139038072e-01
    91       2373.74    0.00000e+00    0.0003764    0.0000001    0.00000391    1.300321240049933e-01
    93       2376.75    0.00000e+00    0.0009267    0.0000009    0.00002369    1.300458603456859e-01
    97       2401.28    0.00000e+00    0.0018168    0.0000033    0.00009107    1.301576332639864e-01
    98       2405.00    0.00000e+00    0.0059662    0.0000356    0.00098213    1.301745641071662e-01
   100       2414.04    0.00000e+00    0.0008718    0.0000008    0.00002097    1.302157413994333e-01
   101       2424.59    0.00000e+00    0.0022662    0.0000051    0.00014170    1.302638320203340e-01
   102       2428.02    0.00000e+00    0.0049449    0.0000245    0.00067465    1.302794813022255e-01
   103       2432.37    0.00000e+00    0.0006514    0.0000004    0.00001171    1.302993005277608e-01
   104       2442.92    0.00000e+00    0.0027796    0.0000077    0.00021317    1.303473427304984e-01
   105       2442.97    0.00000e+00    0.0320126    0.0010248    0.02827555    1.303475895465154e-01
   106       2448.52    0.00000e+00    0.0077639    0.0000603    0.00166315    1.303728852862220e-01
   107       2473.12    0.00000e+00    0.0011955    0.0000014    0.00003944    1.304849576600111e-01
   109       2476.25    0.00000e+00    0.0014279    0.0000020    0.00005626    1.304992351702044e-01
   110       2476.75    0.00000e+00    0.0013426    0.0000018    0.00004973    1.305014963922448e-01
   112       2480.64    0.00000e+00    0.0059578    0.0000355    0.00097935    1.305192042412228e-01
   113       2482.29    0.00000e+00    0.0020578    0.0000042    0.00011683    1.305267478632931e-01
   114       2493.59    0.00000e+00    0.0081035    0.0000657    0.00181180    1.305782198011315e-01
   115       2496.68    0.00000e+00    0.0052634    0.0000277    0.00076436    1.305923148712207e-01
   116       2500.67    0.00000e+00    0.0845503    0.0071487    0.19724244    1.306104729315108e-01
   119       2506.88    0.00000e+00    0.0004111    0.0000002    0.00000466    1.306387557352654e-01
   120       2522.22    0.00000e+00    0.0049289    0.0000243    0.00067030    1.307086580982603e-01
   121       2522.77    0.00000e+00    0.0005884    0.0000003    0.00000955    1.307111950799979e-01
   122       2525.20    0.00000e+00    0.0006191    0.0000004    0.00001058    1.307222306155016e-01
   123       2531.69    0.00000e+00    0.0009389    0.0000009    0.00002432    1.307518114239284e-01
   126       2534.53    0.00000e+00    0.0236847    0.0005610    0.01547765    1.307647351744864e-01
   127       2535.17    0.00000e+00    0.0016311    0.0000027    0.00007341    1.307676894920268e-01
   128       2536.00    0.00000e+00    0.0008132    0.0000007    0.00001824    1.307714377308059e-01
   129       2540.89    0.00000e+00    0.0194295    0.0003775    0.01041584    1.307937425276675e-01
   132       2550.86    0.00000e+00    0.0090467    0.0000818    0.00225816    1.308391414018054e-01
   133       2553.51    0.00000e+00    0.0037974    0.0000144    0.00039787    1.308512178827685e-01
   134       2565.01    0.00000e+00    0.0013482    0.0000018    0.00005015    1.309036219548919e-01
   135       2569.00    0.00000e+00    0.0004605    0.0000002    0.00000585    1.309217960459667e-01
   136       2571.80    0.00000e+00    0.0085341    0.0000728    0.00200951    1.309345660140416e-01
   137       2574.80    0.00000e+00    0.0003421    0.0000001    0.00000323    1.309482374887734e-01
   142       2593.20    0.00000e+00    0.0088190    0.0000778    0.00214588    1.310320567930298e-01
   143       2605.14    0.00000e+00    0.0165201    0.0002729    0.00753000    1.310864655427382e-01
   147       2619.09    0.00000e+00    0.0011667    0.0000014    0.00003756    1.311500575825056e-01
   148       2622.62    0.00000e+00    0.0034606    0.0000120    0.00033042    1.311661327979568e-01
   149       2625.00    0.00000e+00    0.0015324    0.0000023    0.00006479    1.311769829900270e-01
   150       2628.24    0.00000e+00    0.0058668    0.0000344    0.00094968    1.311917413856464e-01
   151       2631.17    0.00000e+00    0.0008040    0.0000006    0.00001784    1.312050653442625e-01
   152       2638.97    0.00000e+00    0.0043032    0.0000185    0.00051091    1.312406270184398e-01
   153       2640.28    0.00000e+00    0.0015095    0.0000023    0.00006287    1.312465977558706e-01
   156       2652.30    0.00000e+00    0.0015599    0.0000024    0.00006714    1.313013367538081e-01
   158       2657.43    0.00000e+00    0.0234085    0.0005480    0.01511882    1.313247214056016e-01
   159       2658.69    0.00000e+00    0.0034944    0.0000122    0.00033692    1.313304727856030e-01
   160       2665.27    0.00000e+00    0.0044496    0.0000198    0.00054627    1.313604686352398e-01
   161       2668.13    0.00000e+00    0.0134446    0.0001808    0.00498730    1.313734731491976e-01
   162       2675.60    0.00000e+00    0.0252681    0.0006385    0.01761628    1.314075401454198e-01
   163       2675.73    0.00000e+00    0.0071520    0.0000512    0.00141131    1.314081222793603e-01
   164       2680.03    0.00000e+00    0.0013444    0.0000018    0.00004987    1.314276971493974e-01
   165       2680.32    0.00000e+00    0.0748510    0.0056027    0.15458451    1.314290322892837e-01
   166       2681.83    0.00000e+00    0.0003525    0.0000001    0.00000343    1.314358931665041e-01
   167       2684.45    0.00000e+00    0.0005620    0.0000003    0.00000872    1.314478559918279e-01
   168       2689.46    0.00000e+00    0.0014989    0.0000022    0.00006199    1.314706720721541e-01
   169       2692.47    0.00000e+00    0.0006497    0.0000004    0.00001164    1.314843899055809e-01
   170       2694.20    0.00000e+00    0.0046092    0.0000212    0.00058617    1.314922478756258e-01
   171       2703.39    0.00000e+00    0.0115861    0.0001342    0.00370375    1.315341191500005e-01
   174       2712.96    0.00000e+00    0.0052795    0.0000279    0.00076905    1.315777509005531e-01
   175       2714.17    0.00000e+00    0.0020126    0.0000041    0.00011175    1.315832760181852e-01
   176       2724.25    0.00000e+00    0.0013174    0.0000017    0.00004788    1.316291818845131e-01
   177       2732.30    0.00000e+00    0.0004393    0.0000002    0.00000532    1.316658706584987e-01
   178       2735.36    0.00000e+00    0.0003495    0.0000001    0.00000337    1.316798158343373e-01
   179       2737.28    0.00000e+00    0.0037618    0.0000142    0.00039044    1.316885642714613e-01
   180       2741.15    0.00000e+00    0.0094722    0.0000897    0.00247556    1.317061902046189e-01
   181       2746.70    0.00000e+00    0.0015868    0.0000025    0.00006947    1.317314834766367e-01
   184       2755.36    0.00000e+00    0.0006036    0.0000004    0.00001005    1.317709377651652e-01
   185       2760.55    0.00000e+00    0.0025363    0.0000064    0.00017748    1.317945998920203e-01
   188       2763.66    0.00000e+00    0.0021581    0.0000047    0.00012851    1.318087389698959e-01
   190       2771.13    0.00000e+00    0.0023330    0.0000054    0.00015018    1.318427767001022e-01
   191       2779.60    0.00000e+00    0.0011387    0.0000013    0.00003578    1.318813854836727e-01
   192       2781.04    0.00000e+00    0.0047530    0.0000226    0.00062330    1.318879229463935e-01
   194       2782.22    0.00000e+00    0.0005687    0.0000003    0.00000892    1.318933008804304e-01
   195       2784.82    0.00000e+00    0.0142489    0.0002030    0.00560186    1.319051473200838e-01
   196       2789.19    0.00000e+00    0.0016741    0.0000028    0.00007733    1.319250625913768e-01
   197       2789.69    0.00000e+00    0.0004901    0.0000002    0.00000663    1.319273444625473e-01
   198       2792.41    0.00000e+00    0.0006669    0.0000004    0.00001227    1.319397481358104e-01
   200       2798.03    0.00000e+00    0.0014750    0.0000022    0.00006003    1.319653383690359e-01
   201       2800.36    0.00000e+00    0.0007506    0.0000006    0.00001555    1.319759607788819e-01
   202       2801.24    0.00000e+00    0.0006462    0.0000004    0.00001152    1.319799574990358e-01
   203       2807.38    0.00000e+00    0.0073200    0.0000536    0.00147839    1.320079488545671e-01
   204       2810.77    0.00000e+00    0.0041794    0.0000175    0.00048195    1.320234009912311e-01
   206       2816.59    0.00000e+00    0.0093869    0.0000881    0.00243118    1.320499082520895e-01
   207       2818.03    0.00000e+00    0.0032726    0.0000107    0.00029549    1.320564612804397e-01
   209       2828.93    0.00000e+00    0.0455324    0.0020732    0.05720201    1.321061210161046e-01
   210       2832.10    0.00000e+00    0.0011503    0.0000013    0.00003651    1.321206075237828e-01
   211       2835.19    0.00000e+00    0.0006813    0.0000005    0.00001281    1.321346866142258e-01
   212       2835.39    0.00000e+00    0.0042334    0.0000179    0.00049447    1.321355595915248e-01
   214       2838.41    0.00000e+00    0.0033273    0.0000111    0.00030545    1.321493556482747e-01
   215       2841.51    0.00000e+00    0.0024380    0.0000059    0.00016399    1.321634751058045e-01
   216       2850.12    0.00000e+00    0.0071160    0.0000506    0.00139717    1.322027047318494e-01
   217       2851.53    0.00000e+00    0.0030777    0.0000095    0.00026135    1.322091205400376e-01
   218       2856.28    0.00000e+00    0.0085490    0.0000731    0.00201650    1.322307488366550e-01
   219       2857.88    0.00000e+00    0.0006842    0.0000005    0.00001291    1.322380343021919e-01
   220       2860.73    0.00000e+00    0.0005828    0.0000003    0.00000937    1.322510125310278e-01
   221       2863.42    0.00000e+00    0.0006596    0.0000004    0.00001201    1.322632749429926e-01
   222       2863.97    0.00000e+00    0.0021661    0.0000047    0.00012946    1.322657816789996e-01
   223       2865.78    0.00000e+00    0.0214713    0.0004610    0.01272002    1.322740251730131e-01
   224       2868.40    0.00000e+00    0.1342662    0.0180274    0.49739797    1.322859656064148e-01
   226       2879.55    0.00000e+00    0.0047027    0.0000221    0.00061020    1.323368017718453e-01
   227       2882.62    0.00000e+00    0.0078909    0.0000623    0.00171801    1.323507820617880e-01
   228       2884.60    0.00000e+00    0.0012824    0.0000016    0.00004537    1.323598140601662e-01
   229       2890.17    0.00000e+00    0.0028980    0.0000084    0.00023171    1.323851658449653e-01
   230       2891.55    0.00000e+00    0.0003849    0.0000001    0.00000409    1.323914428883767e-01
   231       2892.21    0.00000e+00    0.0055106    0.0000304    0.00083785    1.323944741123230e-01
   234       2902.99    0.00000e+00    0.0027035    0.0000073    0.00020166    1.324436055872230e-01
   238       2906.82    0.00000e+00    0.0007477    0.0000006    0.00001542    1.324610291177734e-01
   240       2915.58    0.00000e+00    0.0157101    0.0002468    0.00680974    1.325009267848557e-01
   245       2931.26    0.00000e+00    0.0014933    0.0000022    0.00006153    1.325723789924748e-01
   246       2932.86    0.00000e+00    0.0006407    0.0000004    0.00001133    1.325796794819201e-01
   247       2933.35    0.00000e+00    0.0084847    0.0000720    0.00198628    1.325819366775292e-01
   248       2935.05    0.00000e+00    0.0046913    0.0000220    0.00060725    1.325896600307367e-01
   249       2938.74    0.00000e+00    0.0010058    0.0000010    0.00002791    1.326064822333042e-01
   250       2942.69    0.00000e+00    0.0005892    0.0000003    0.00000958    1.326244509588426e-01
   252       2944.15    0.00000e+00    0.0005127    0.0000003    0.00000725    1.326311075279729e-01
   253       2948.90    0.00000e+00    0.0004761    0.0000002    0.00000625    1.326527795486948e-01
   254       2954.30    0.00000e+00    0.0078179    0.0000611    0.00168638    1.326773859460207e-01
   255       2954.62    0.00000e+00    0.0022431    0.0000050    0.00013882    1.326788254982175e-01
   256       2957.13    0.00000e+00    0.0016674    0.0000028    0.00007671    1.326902626237906e-01
   257       2958.11    0.00000e+00    0.0035996    0.0000130    0.00035750    1.326947069884971e-01
   259       2960.93    0.00000e+00    0.0050081    0.0000251    0.00069200    1.327075846454192e-01
   261       2972.97    0.00000e+00    0.0268293    0.0007198    0.01986042    1.327624518737041e-01
   262       2977.43    0.00000e+00    0.1703831    0.0290304    0.80098355    1.327827795210411e-01
   263       2977.92    0.00000e+00    0.0021808    0.0000048    0.00013122    1.327850006355378e-01
   264       2978.15    0.00000e+00    0.0012356    0.0000015    0.00004212    1.327860514993693e-01
   265       2981.28    0.00000e+00    0.0008932    0.0000008    0.00002201    1.328002848900713e-01
   266       2983.82    0.00000e+00    0.0036240    0.0000131    0.00036237    1.328118542326159e-01
   267       2986.82    0.00000e+00    0.0021467    0.0000046    0.00012715    1.328255464873432e-01
   269       2996.26    0.00000e+00    0.0009068    0.0000008    0.00002269    1.328685376612194e-01
   271       3006.24    0.00000e+00    0.0015809    0.0000025    0.00006896    1.329140361404055e-01
   272       3006.80    0.00000e+00    0.0010264    0.0000011    0.00002907    1.329165739812297e-01
   274       3008.49    0.00000e+00    0.0004885    0.0000002    0.00000658    1.329242594746130e-01
   275       3010.72    0.00000e+00    0.0049133    0.0000241    0.00066606    1.329344527212180e-01
   276       3011.37    0.00000e+00    0.0008023    0.0000006    0.00001776    1.329373894212432e-01
   277       3012.38    0.00000e+00    0.0018586    0.0000035    0.00009531    1.329419986296179e-01
   280       3019.95    0.00000e+00    0.0030977    0.0000096    0.00026476    1.329764936408165e-01
   282       3024.75    0.00000e+00    0.0043625    0.0000190    0.00052509    1.329983545951456e-01
   283       3026.74    0.00000e+00    0.0044384    0.0000197    0.00054352    1.330074530944051e-01
   286       3031.76    0.00000e+00    0.0080569    0.0000649    0.00179104    1.330302856844727e-01
   287       3033.47    0.00000e+00    0.0032822    0.0000108    0.00029724    1.330381065057239e-01
   289       3035.70    0.00000e+00    0.0022408    0.0000050    0.00013854    1.330482699599755e-01
   290       3035.87    0.00000e+00    0.0367126    0.0013478    0.03718791    1.330490513956113e-01
   291       3036.07    0.00000e+00    0.0072442    0.0000525    0.00144795    1.330499568585031e-01
   292       3036.97    0.00000e+00    0.0004171    0.0000002    0.00000480    1.330540549344174e-01
   293       3038.87    0.00000e+00    0.0005788    0.0000003    0.00000924    1.330626790106216e-01
   294       3039.05    0.00000e+00    0.0241001    0.0005808    0.01602532    1.330635396323367e-01
   295       3041.08    0.00000e+00    0.0031802    0.0000101    0.00027905    1.330727816430202e-01
   296       3048.07    0.00000e+00    0.0832194    0.0069255    0.19108182    1.331046016516945e-01
   297       3050.03    0.00000e+00    0.0003326    0.0000001    0.00000305    1.331135474389397e-01
   298       3052.29    0.00000e+00    0.0027103    0.0000073    0.00020268    1.331238548675462e-01
   299       3052.72    0.00000e+00    0.0017237    0.0000030    0.00008198    1.331258252158142e-01
   300       3055.27    0.00000e+00    0.0005453    0.0000003    0.00000820    1.331374226060714e-01
   301       3055.99    0.00000e+00    0.0057711    0.0000333    0.00091894    1.331406851465930e-01
   302       3061.79    0.00000e+00    0.0010497    0.0000011    0.00003040    1.331671157091436e-01
   305       3064.56    0.00000e+00    0.0192623    0.0003710    0.01023730    1.331797295806467e-01
   306       3065.70    0.00000e+00    0.0005717    0.0000003    0.00000902    1.331849264873937e-01
   307       3066.06    0.00000e+00    0.0006631    0.0000004    0.00001213    1.331865788562939e-01
   308       3070.39    0.00000e+00    0.0012370    0.0000015    0.00004222    1.332062925515443e-01
   309       3070.81    0.00000e+00    0.0164715    0.0002713    0.00748574    1.332082367665702e-01
   314       3080.92    0.00000e+00    0.0045758    0.0000209    0.00057769    1.332542803884146e-01
   315       3081.54    0.00000e+00    0.0897718    0.0080590    0.22235666    1.332571397383219e-01
   316       3083.57    0.00000e+00    0.0033020    0.0000109    0.00030083    1.332663500618318e-01
   317       3092.10    0.00000e+00    0.0008274    0.0000007    0.00001889    1.333052127797618e-01
   318       3093.08    0.00000e+00    0.0410999    0.0016892    0.04660712    1.333096845733290e-01
   319       3095.07    0.00000e+00    0.0007603    0.0000006    0.00001595    1.333187533458594e-01
   320       3099.04    0.00000e+00    0.0004107    0.0000002    0.00000465    1.333368518285951e-01
   321       3101.80    0.00000e+00    0.0070433    0.0000496    0.00136875    1.333494387270523e-01
   322       3104.80    0.00000e+00    0.0004165    0.0000002    0.00000479    1.333630885163373e-01
   329       3117.49    0.00000e+00    0.0030957    0.0000096    0.00026441    1.334209126518984e-01
   330       3123.23    0.00000e+00    0.0046955    0.0000220    0.00060831    1.334470735283854e-01
   331       3123.51    0.00000e+00    0.0006821    0.0000005    0.00001284    1.334483441014924e-01
   336       3140.37    0.00000e+00    0.0073155    0.0000535    0.00147659    1.335251576509771e-01
   337       3140.96    0.00000e+00    0.0011262    0.0000013    0.00003500    1.335278634042128e-01
   339       3143.50    0.00000e+00    0.0047245    0.0000223    0.00061587    1.335394106361613e-01
   340       3149.06    0.00000e+00    0.0008877    0.0000008    0.00002174    1.335647448672865e-01
   341       3152.66    0.00000e+00    0.0025749    0.0000066    0.00018293    1.335811837348079e-01
   342       3155.07    0.00000e+00    0.0014622    0.0000021    0.00005899    1.335921553750739e-01
   343       3157.11    0.00000e+00    0.0016937    0.0000029    0.00007915    1.336014532144323e-01
   345       3158.32    0.00000e+00    0.0053210    0.0000283    0.00078118    1.336069759097361e-01
   346       3160.26    0.00000e+00    0.0008482    0.0000007    0.00001985    1.336157778686175e-01
   347       3161.18    0.00000e+00    0.0007528    0.0000006    0.00001564    1.336200033670350e-01
   349       3166.10    0.00000e+00    0.0011713    0.0000014    0.00003786    1.336424109972205e-01
   351       3169.02    0.00000e+00    0.0036558    0.0000134    0.00036875    1.336557001963783e-01
   352       3170.25    0.00000e+00    0.0011609    0.0000013    0.00003718    1.336613060417438e-01
   354       3178.46    0.00000e+00    0.0015868    0.0000025    0.00006947    1.336987371558770e-01
   355       3179.67    0.00000e+00    0.0003275    0.0000001    0.00000296    1.337042379208368e-01
   357       3182.32    0.00000e+00    0.0014193    0.0000020    0.00005558    1.337163251865986e-01
   359       3184.55    0.00000e+00    0.0045210    0.0000204    0.00056395    1.337264836077011e-01
   360       3186.77    0.00000e+00    0.0162265    0.0002633    0.00726472    1.337365698399315e-01
   361       3187.38    0.00000e+00    0.0187644    0.0003521    0.00971494    1.337393770762461e-01
   363       3193.98    0.00000e+00    0.0015746    0.0000025    0.00006841    1.337694293254930e-01
   364       3195.30    0.00000e+00    0.0026881    0.0000072    0.00019937    1.337754498316058e-01
   365       3197.76    0.00000e+00    0.0072443    0.0000525    0.00144797    1.337866579601963e-01
   366       3198.00    0.00000e+00    0.0026640    0.0000071    0.00019581    1.337877266937152e-01
   367       3198.20    0.00000e+00    0.0075893    0.0000576    0.00158919    1.337886400139855e-01
   368       3205.41    0.00000e+00    0.0227145    0.0005159    0.01423565    1.338215312443159e-01
   369       3205.72    0.00000e+00    0.0030571    0.0000093    0.00025787    1.338229442105175e-01
   370       3209.69    0.00000e+00    0.0018912    0.0000036    0.00009869    1.338409955442402e-01
   371       3210.07    0.00000e+00    0.0012024    0.0000014    0.00003989    1.338427514650157e-01
   372       3210.27    0.00000e+00    0.0003199    0.0000001    0.00000282    1.338436514744434e-01
   373       3210.33    0.00000e+00    0.0624388    0.0038986    0.10756725    1.338439461902481e-01
   376       3214.53    0.00000e+00    0.0005035    0.0000003    0.00000700    1.338630663588939e-01
   378       3217.85    0.00000e+00    0.0049741    0.0000247    0.00068265    1.338781985829497e-01
   379       3222.55    0.00000e+00    0.0005454    0.0000003    0.00000821    1.338996126169489e-01
   380       3224.17    0.00000e+00    0.0041687    0.0000174    0.00047948    1.339069696912950e-01
   381       3229.17    0.00000e+00    0.0008605    0.0000007    0.00002043    1.339297701223140e-01
   382       3232.03    0.00000e+00    0.0021158    0.0000045    0.00012351    1.339428097056561e-01
   384       3235.90    0.00000e+00    0.0902907    0.0081524    0.22493471    1.339604432462955e-01
   385       3238.54    0.00000e+00    0.0046973    0.0000221    0.00060879    1.339724663515077e-01
   387       3241.82    0.00000e+00    0.0032935    0.0000108    0.00029928    1.339874042300798e-01
   388       3244.12    0.00000e+00    0.0021673    0.0000047    0.00012961    1.339979027495794e-01
   390       3248.32    0.00000e+00    0.0022415    0.0000050    0.00013863    1.340170194243100e-01
   392       3251.22    0.00000e+00    0.0015561    0.0000024    0.00006681    1.340302221565045e-01
   393       3252.37    0.00000e+00    0.0007374    0.0000005    0.00001500    1.340354598599771e-01
   396       3254.30    0.00000e+00    0.0007305    0.0000005    0.00001472    1.340442919074650e-01
   399       3267.27    0.00000e+00    0.0031093    0.0000097    0.00026675    1.341033576086562e-01
   402       3270.56    0.00000e+00    0.0014205    0.0000020    0.00005567    1.341183401942956e-01
   403       3271.15    0.00000e+00    0.0077868    0.0000606    0.00167298    1.341210435252943e-01
   406       3274.82    0.00000e+00    0.0006362    0.0000004    0.00001117    1.341377796088797e-01
   407       3276.80    0.00000e+00    0.0013396    0.0000018    0.00004951    1.341467848522322e-01
   414       3287.15    0.00000e+00    0.0068393    0.0000468    0.00129060    1.341939327099735e-01
   416       3290.82    0.00000e+00    0.0009842    0.0000010    0.00002673    1.342106750299983e-01
   420       3293.71    0.00000e+00    0.0017429    0.0000030    0.00008382    1.342238523498485e-01
   421       3298.51    0.00000e+00    0.0060857    0.0000370    0.00102184    1.342457113105294e-01
   422       3299.39    0.00000e+00    0.0018116    0.0000033    0.00009055    1.342496989865937e-01
   424       3301.19    0.00000e+00    0.0019716    0.0000039    0.00010725    1.342579089180750e-01
   425       3302.95    0.00000e+00    0.0044969    0.0000202    0.00055796    1.342659358596216e-01
   426       3307.51    0.00000e+00    0.0004349    0.0000002    0.00000522    1.342867092080614e-01
   427       3309.54    0.00000e+00    0.0009168    0.0000008    0.00002319    1.342959831059001e-01
   428       3310.98    0.00000e+00    0.0041651    0.0000173    0.00047866    1.343025413926360e-01
   430       3311.79    0.00000e+00    0.0004087    0.0000002    0.00000461    1.343061977771402e-01
   431       3312.26    0.00000e+00    0.0005727    0.0000003    0.00000905    1.343083353745401e-01
   432       3314.86    0.00000e+00    0.0121186    0.0001469    0.00405203    1.343201973498794e-01
   434       3319.26    0.00000e+00    0.0008920    0.0000008    0.00002195    1.343402640950360e-01
