Ground state energy = 26989.37 cm^-1
Max intensity = 0.003227
Number    ΔE / cm^-1    convergence    amplitude    intensity    normalized intensity
  1653       5386.45       0.000000     0.021281     0.000453     0.140326
  1654       5389.51       0.000000     0.022173     0.000492     0.152338
  1655       5392.79       0.000000     0.026735     0.000715     0.221480
  1656       5397.04       0.000000     0.024851     0.000618     0.191367
  1657       5400.67       0.000000     0.025992     0.000676     0.209337
  1658       5403.79       0.000000     0.026889     0.000723     0.224030
  1659       5407.68       0.000000     0.033639     0.001132     0.350621
  1660       5411.05       0.000000     0.032890     0.001082     0.335186
  1661       5414.70       0.000000     0.029656     0.000879     0.272512
  1662       5418.13       0.000000     0.029060     0.000844     0.261673
  1663       5422.06       0.000000     0.017956     0.000322     0.099907
  1664       5425.32       0.000000     0.018480     0.000341     0.105815
  1665       5429.63       0.000000     0.016349     0.000267     0.082819
  1666       5433.13       0.000000     0.018528     0.000343     0.106366
  1667       5437.32       0.000000     0.016589     0.000275     0.085269
  1668       5441.29       0.000000     0.014922     0.000223     0.068994
  1669       5444.72       0.000000     0.013302     0.000177     0.054831
  1670       5448.86       0.000000     0.014359     0.000206     0.063890
  1671       5452.37       0.000000     0.016741     0.000280     0.086839
  1672       5456.24       0.000000     0.014864     0.000221     0.068460
  1673       5460.48       0.000000     0.020252     0.000410     0.127088
  1674       5463.48       0.000000     0.032284     0.001042     0.322958
  1675       5467.45       0.000000     0.025792     0.000665     0.206126
  1676       5470.89       0.000000     0.019790     0.000392     0.121359
  1677       5474.64       0.000000     0.019930     0.000397     0.123081
  1678       5478.89       0.000000     0.016809     0.000283     0.087546
  1679       5482.50       0.000000     0.022435     0.000503     0.155956
  1680       5486.33       0.000000     0.025547     0.000653     0.202228
  1681       5489.25       0.000000     0.025381     0.000644     0.199616
  1682       5492.97       0.000000     0.013889     0.000193     0.059771
  1683       5497.50       0.000000     0.011524     0.000133     0.041147
  1684       5501.38       0.000000     0.017349     0.000301     0.093267
  1685       5505.66       0.000000     0.015759     0.000248     0.076951
  1686       5508.70       0.000000     0.016395     0.000269     0.083292
  1687       5512.85       0.000000     0.017821     0.000318     0.098410
  1688       5516.45       0.000000     0.017839     0.000318     0.098608
  1689       5519.58       0.000000     0.016613     0.000276     0.085518
  1690       5523.99       0.000000     0.017130     0.000293     0.090926
  1691       5527.87       0.000000     0.016098     0.000259     0.080295
  1692       5531.15       0.000000     0.015478     0.000240     0.074230
  1693       5535.48       0.000000     0.013555     0.000184     0.056931
  1694       5539.27       0.000000     0.012589     0.000158     0.049108
  1695       5543.07       0.000000     0.013018     0.000169     0.052515
  1696       5546.60       0.000000     0.017829     0.000318     0.098491
  1697       5550.44       0.000000     0.010509     0.000110     0.034222
  1698       5554.29       0.000000     0.010160     0.000103     0.031984
  1699       5558.47       0.000000     0.010958     0.000120     0.037208
  1700       5562.38       0.000000     0.014523     0.000211     0.065352
  1701       5565.92       0.000000     0.013139     0.000173     0.053495
  1702       5569.41       0.000000     0.012416     0.000154     0.047765
  1703       5573.70       0.000000     0.012372     0.000153     0.047428
  1704       5577.25       0.000000     0.011471     0.000132     0.040771
  1705       5581.17       0.000000     0.010934     0.000120     0.037045
  1706       5585.33       0.000000     0.008591     0.000074     0.022868
  1707       5589.15       0.000000     0.010507     0.000110     0.034208
  1708       5593.27       0.000000     0.013741     0.000189     0.058504
  1709       5597.64       0.000000     0.010316     0.000106     0.032978
  1710       5601.09       0.000000     0.013725     0.000188     0.058374
  1711       5604.56       0.000000     0.011963     0.000143     0.044345
  1712       5608.34       0.000000     0.013035     0.000170     0.052646
  1713       5612.42       0.000000     0.016284     0.000265     0.082161
  1714       5616.08       0.000000     0.015388     0.000237     0.073368
  1715       5619.23       0.000000     0.012663     0.000160     0.049688
  1716       5623.71       0.000000     0.009700     0.000094     0.029156
  1717       5627.86       0.000000     0.008604     0.000074     0.022937
  1718       5631.87       0.000000     0.011802     0.000139     0.043161
  1719       5636.14       0.000000     0.012045     0.000145     0.044957
  1720       5639.93       0.000000     0.016106     0.000259     0.080376
  1721       5643.03       0.000000     0.017676     0.000312     0.096810
  1722       5646.91       0.000000     0.010478     0.000110     0.034018
  1723       5650.91       0.000000     0.013002     0.000169     0.052381
  1724       5654.67       0.000000     0.015752     0.000248     0.076888
  1725       5658.62       0.000000     0.014329     0.000205     0.063618
  1726       5662.24       0.000000     0.014865     0.000221     0.068468
  1727       5666.14       0.000000     0.009129     0.000083     0.025822
  1728       5670.61       0.000000     0.009972     0.000099     0.030814
  1729       5674.61       0.000000     0.012849     0.000165     0.051155
  1730       5678.00       0.000000     0.013093     0.000171     0.053114
  1731       5681.93       0.000000     0.015127     0.000229     0.070905
  1732       5685.69       0.000000     0.013351     0.000178     0.055234
  1733       5688.87       0.000000     0.011987     0.000144     0.044519
  1734       5694.31       0.000000     0.011397     0.000130     0.040246
  1735       5697.31       0.000000     0.014795     0.000219     0.067830
  1736       5700.97       0.000000     0.009282     0.000086     0.026694
  1737       5705.62       0.000000     0.011228     0.000126     0.039065
  1738       5709.40       0.000000     0.012417     0.000154     0.047772
  1739       5713.23       0.000000     0.011265     0.000127     0.039321
  1740       5717.54       0.000000     0.014000     0.000196     0.060729
  1741       5720.36       0.000000     0.010158     0.000103     0.031973
  1742       5725.23       0.000000     0.011995     0.000144     0.044583
  1743       5729.10       0.000000     0.012209     0.000149     0.046184
  1744       5733.01       0.000000     0.011236     0.000126     0.039118
  1745       5737.31       0.000000     0.012488     0.000156     0.048325
  1746       5740.96       0.000000     0.015290     0.000234     0.072439
  1747       5744.78       0.000000     0.015531     0.000241     0.074741
  1748       5748.28       0.000000     0.012572     0.000158     0.048971
  1749       5752.56       0.000000     0.014846     0.000220     0.068298
  1750       5756.78       0.000000     0.014635     0.000214     0.066366
  1751       5760.22       0.000000     0.016725     0.000280     0.086674
  1752       5764.21       0.000000     0.013008     0.000169     0.052430
  1753       5768.25       0.000000     0.013243     0.000175     0.054346
  1754       5772.75       0.000000     0.015300     0.000234     0.072530
  1755       5776.25       0.000000     0.013812     0.000191     0.059113
  1756       5779.90       0.000000     0.017429     0.000304     0.094124
  1757       5784.08       0.000000     0.014956     0.000224     0.069310
  1758       5787.84       0.000000     0.014671     0.000215     0.066690
  1759       5791.55       0.000000     0.016660     0.000278     0.086005
  1760       5795.93       0.000000     0.009499     0.000090     0.027956
  1761       5799.94       0.000000     0.014155     0.000200     0.062081
  1762       5803.65       0.000000     0.011224     0.000126     0.039034
  1763       5808.23       0.000000     0.012540     0.000157     0.048727
  1764       5811.79       0.000000     0.017554     0.000308     0.095485
  1765       5815.53       0.000000     0.015468     0.000239     0.074136
  1766       5818.77       0.000000     0.013431     0.000180     0.055892
  1767       5823.41       0.000000     0.013257     0.000176     0.054457
  1768       5827.70       0.000000     0.014970     0.000224     0.069438
  1769       5831.43       0.000000     0.012065     0.000146     0.045102
  1770       5835.62       0.000000     0.016315     0.000266     0.082480
  1771       5839.65       0.000000     0.014318     0.000205     0.063519
  1772       5843.41       0.000000     0.015667     0.000245     0.076056
  1773       5847.52       0.000000     0.014620     0.000214     0.066228
  1774       5851.28       0.000000     0.015114     0.000228     0.070786
  1775       5855.08       0.000000     0.015828     0.000251     0.077631
  1776       5859.39       0.000000     0.013114     0.000172     0.053290
  1777       5862.68       0.000000     0.013036     0.000170     0.052658
  1778       5867.33       0.000000     0.011610     0.000135     0.041768
  1779       5871.73       0.000000     0.008918     0.000080     0.024643
  1780       5875.49       0.000000     0.013697     0.000188     0.058132
  1781       5879.60       0.000000     0.009852     0.000097     0.030075
  1782       5884.00       0.000000     0.010537     0.000111     0.034404
  1783       5888.04       0.000000     0.011267     0.000127     0.039338
  1784       5892.19       0.000000     0.017348     0.000301     0.093255
  1785       5896.37       0.000000     0.021688     0.000470     0.145747
  1786       5899.90       0.000000     0.021539     0.000464     0.143757
  1787       5903.51       0.000000     0.027919     0.000779     0.241521
  1788       5907.41       0.000000     0.026050     0.000679     0.210269
  1789       5911.73       0.000000     0.026705     0.000713     0.220980
  1790       5915.46       0.000000     0.026146     0.000684     0.211829
  1791       5919.70       0.000000     0.027702     0.000767     0.237777
  1792       5923.12       0.000000     0.031617     0.001000     0.309753
  1793       5927.13       0.000000     0.023172     0.000537     0.166381
  1794       5930.68       0.000000     0.022071     0.000487     0.150937
  1795       5935.94       0.000000     0.022484     0.000506     0.156637
  1796       5939.29       0.000000     0.028615     0.000819     0.253712
  1797       5943.19       0.000000     0.029485     0.000869     0.269377
  1798       5946.72       0.000000     0.025282     0.000639     0.198049
  1799       5950.74       0.000000     0.022674     0.000514     0.159306
  1800       5955.10       0.000000     0.014303     0.000205     0.063393
  1801       5959.11       0.000000     0.018994     0.000361     0.111792
  1802       5963.11       0.000000     0.015809     0.000250     0.077443
  1803       5967.18       0.000000     0.015454     0.000239     0.074004
  1804       5971.46       0.000000     0.012629     0.000160     0.049423
  1805       5976.02       0.000000     0.017946     0.000322     0.099792
  1806       5980.22       0.000000     0.024294     0.000590     0.182877
  1807       5983.37       0.000000     0.023046     0.000531     0.164573
  1808       5987.66       0.000000     0.024907     0.000620     0.192220
  1809       5991.45       0.000000     0.025893     0.000670     0.207749
  1810       5994.89       0.000000     0.024351     0.000593     0.183735
  1811       5999.28       0.000000     0.020970     0.000440     0.136260
  1812       6003.99       0.000000     0.015945     0.000254     0.078784
  1813       6007.94       0.000000     0.023642     0.000559     0.173188
  1814       6011.24       0.000000     0.022524     0.000507     0.157201
  1815       6015.33       0.000000     0.021911     0.000480     0.148760
  1816       6019.14       0.000000     0.015516     0.000241     0.074602
  1817       6023.87       0.000000     0.014125     0.000200     0.061818
  1818       6027.94       0.000000     0.019308     0.000373     0.115511
  1819       6031.59       0.000000     0.019485     0.000380     0.117647
  1820       6035.87       0.000000     0.014860     0.000221     0.068421
  1821       6039.89       0.000000     0.021053     0.000443     0.137338
  1822       6043.74       0.000000     0.011440     0.000131     0.040554
  1823       6048.28       0.000000     0.011246     0.000126     0.039188
  1824       6052.20       0.000000     0.014068     0.000198     0.061324
  1825       6056.55       0.000000     0.010323     0.000107     0.033019
  1826       6060.81       0.000000     0.013289     0.000177     0.054717
  1827       6064.77       0.000000     0.015595     0.000243     0.075362
  1828       6068.75       0.000000     0.015309     0.000234     0.072618
  1829       6072.62       0.000000     0.014316     0.000205     0.063507
  1830       6076.55       0.000000     0.011857     0.000141     0.043561
  1831       6081.20       0.000000     0.010880     0.000118     0.036677
  1832       6085.26       0.000000     0.011741     0.000138     0.042717
  1833       6089.44       0.000000     0.014983     0.000224     0.069559
  1834       6093.26       0.000000     0.012974     0.000168     0.052160
  1835       6097.09       0.000000     0.009225     0.000085     0.026368
  1836       6102.05       0.000000     0.008273     0.000068     0.021209
  1837       6105.90       0.000000     0.010068     0.000101     0.031408
  1838       6110.11       0.000000     0.011697     0.000137     0.042398
  1839       6114.69       0.000000     0.011746     0.000138     0.042752
  1840       6117.99       0.000000     0.012596     0.000159     0.049162
  1841       6123.06       0.000000     0.010760     0.000116     0.035874
  1842       6127.00       0.000000     0.013648     0.000186     0.057715
  1843       6131.17       0.000000     0.018412     0.000339     0.105046
  1844       6134.86       0.000000     0.018672     0.000349     0.108035
  1845       6139.43       0.000000     0.017950     0.000322     0.099841
  1846       6143.13       0.000000     0.021253     0.000452     0.139960
  1847       6146.63       0.000000     0.016547     0.000274     0.084839
  1848       6151.40       0.000000     0.014173     0.000201     0.062245
  1849       6155.40       0.000000     0.015472     0.000239     0.074177
  1850       6159.66       0.000000     0.016820     0.000283     0.087665
  1851       6163.52       0.000000     0.021747     0.000473     0.146546
  1852       6167.52       0.000000     0.017835     0.000318     0.098563
  1853       6172.25       0.000000     0.024575     0.000604     0.187128
  1854       6175.40       0.000000     0.019985     0.000399     0.123761
  1855       6179.65       0.000000     0.016975     0.000288     0.089283
  1856       6184.01       0.000000     0.013194     0.000174     0.053937
  1857       6188.46       0.000000     0.012946     0.000168     0.051933
  1858       6192.70       0.000000     0.014743     0.000217     0.067347
  1859       6197.13       0.000000     0.015873     0.000252     0.078069
  1860       6201.27       0.000000     0.019704     0.000388     0.120304
  1861       6205.01       0.000000     0.022208     0.000493     0.152827
  1862       6208.85       0.000000     0.020059     0.000402     0.124670
  1863       6212.86       0.000000     0.017019     0.000290     0.089751
  1864       6217.41       0.000000     0.013247     0.000175     0.054375
  1865       6221.60       0.000000     0.015989     0.000256     0.079212
  1866       6225.31       0.000000     0.014298     0.000204     0.063345
  1867       6229.88       0.000000     0.011987     0.000144     0.044522
  1868       6234.29       0.000000     0.015031     0.000226     0.070008
  1869       6238.38       0.000000     0.012029     0.000145     0.044833
  1870       6243.10       0.000000     0.015569     0.000242     0.075103
  1871       6247.35       0.000000     0.015789     0.000249     0.077246
  1872       6251.35       0.000000     0.020180     0.000407     0.126187
  1873       6255.12       0.000000     0.019634     0.000386     0.119453
  1874       6259.34       0.000000     0.022102     0.000489     0.151371
  1875       6263.12       0.000000     0.018141     0.000329     0.101968
  1876       6267.32       0.000000     0.015822     0.000250     0.077566
  1877       6271.25       0.000000     0.015912     0.000253     0.078458
  1878       6275.99       0.000000     0.015637     0.000245     0.075769
  1879       6279.81       0.000000     0.012852     0.000165     0.051184
  1880       6284.23       0.000000     0.015345     0.000235     0.072959
  1881       6288.26       0.000000     0.012562     0.000158     0.048900
  1882       6293.03       0.000000     0.013848     0.000192     0.059423
  1883       6297.19       0.000000     0.016167     0.000261     0.080984
  1884       6300.97       0.000000     0.015243     0.000232     0.071997
  1885       6305.24       0.000000     0.012320     0.000152     0.047032
  1886       6309.77       0.000000     0.013074     0.000171     0.052963
  1887       6313.89       0.000000     0.013080     0.000171     0.053011
  1888       6318.23       0.000000     0.016107     0.000259     0.080383
  1889       6322.25       0.000000     0.015411     0.000238     0.073594
  1890       6327.01       0.000000     0.016113     0.000260     0.080447
  1891       6330.84       0.000000     0.020369     0.000415     0.128555
  1892       6335.29       0.000000     0.020671     0.000427     0.132405
  1893       6338.83       0.000000     0.024367     0.000594     0.183978
  1894       6343.06       0.000000     0.017682     0.000313     0.096883
  1895       6347.70       0.000000     0.014552     0.000212     0.065619
  1896       6351.85       0.000000     0.015415     0.000238     0.073625
  1897       6355.79       0.000000     0.020202     0.000408     0.126457
  1898       6360.18       0.000000     0.018020     0.000325     0.100616
  1899       6364.43       0.000000     0.016702     0.000279     0.086436
  1900       6368.45       0.000000     0.019074     0.000364     0.112734
  1901       6372.50       0.000000     0.014808     0.000219     0.067947
  1902       6377.22       0.000000     0.016424     0.000270     0.083580
  1903       6381.28       0.000000     0.014006     0.000196     0.060784
  1904       6385.64       0.000000     0.013119     0.000172     0.053326
  1905       6390.02       0.000000     0.014756     0.000218     0.067471
  1906       6394.19       0.000000     0.013801     0.000190     0.059019
  1907       6398.55       0.000000     0.014214     0.000202     0.062599
  1908       6402.62       0.000000     0.013137     0.000173     0.053474
  1909       6407.45       0.000000     0.010419     0.000109     0.033638
  1910       6411.86       0.000000     0.015690     0.000246     0.076279
  1911       6415.63       0.000000     0.018956     0.000359     0.111344
  1912       6420.70       0.000000     0.014887     0.000222     0.068672
  1913       6424.73       0.000000     0.027196     0.000740     0.229177
  1914       6428.96       0.000000     0.036721     0.001348     0.417831
  1915       6432.19       0.000000     0.037461     0.001403     0.434827
  1916       6437.03       0.000000     0.021380     0.000457     0.141641
  1917       6441.28       0.000000     0.027166     0.000738     0.228671
  1918       6444.90       0.000000     0.024888     0.000619     0.191933
  1919       6449.60       0.000000     0.025627     0.000657     0.203490
  1920       6453.74       0.000000     0.031290     0.000979     0.303373
  1921       6457.81       0.000000     0.025469     0.000649     0.200997
  1922       6461.90       0.000000     0.022339     0.000499     0.154634
  1923       6466.13       0.000000     0.017991     0.000324     0.100293
  1924       6471.22       0.000000     0.019342     0.000374     0.115920
  1925       6475.25       0.000000     0.029454     0.000868     0.268811
  1926       6479.36       0.000000     0.026162     0.000684     0.212078
  1927       6483.35       0.000000     0.027434     0.000753     0.233207
  1928       6487.34       0.000000     0.024182     0.000585     0.181196
  1929       6491.52       0.000000     0.018494     0.000342     0.105978
  1930       6496.13       0.000000     0.017656     0.000312     0.096597
  1931       6500.88       0.000000     0.016869     0.000285     0.088174
  1932       6505.24       0.000000     0.020174     0.000407     0.126110
  1933       6508.94       0.000000     0.020289     0.000412     0.127551
  1934       6513.69       0.000000     0.020193     0.000408     0.126348
  1935       6518.12       0.000000     0.015701     0.000247     0.076385
  1936       6522.38       0.000000     0.021019     0.000442     0.136890
  1937       6526.55       0.000000     0.023357     0.000546     0.169040
  1938       6530.40       0.000000     0.019178     0.000368     0.113965
  1939       6535.16       0.000000     0.023203     0.000538     0.166821
  1940       6539.22       0.000000     0.017720     0.000314     0.097298
  1941       6544.26       0.000000     0.019925     0.000397     0.123021
  1942       6547.90       0.000000     0.026691     0.000712     0.220748
  1943       6552.14       0.000000     0.021623     0.000468     0.144878
  1944       6556.54       0.000000     0.024626     0.000606     0.187915
  1945       6560.97       0.000000     0.025789     0.000665     0.206070
  1946       6564.58       0.000000     0.021960     0.000482     0.149431
  1947       6569.15       0.000000     0.018634     0.000347     0.107592
  1948       6573.62       0.000000     0.021217     0.000450     0.139491
  1949       6578.12       0.000000     0.017694     0.000313     0.097011
  1950       6582.40       0.000000     0.017154     0.000294     0.091175
  1951       6586.55       0.000000     0.018075     0.000327     0.101230
  1952       6591.14       0.000000     0.016285     0.000265     0.082177
  1953       6595.84       0.000000     0.021313     0.000454     0.140745
  1954       6599.67       0.000000     0.019905     0.000396     0.122769
  1955       6603.91       0.000000     0.017297     0.000299     0.092709
  1956       6608.22       0.000000     0.016719     0.000280     0.086609
  1957       6612.90       0.000000     0.014100     0.000199     0.061604
  1958       6616.78       0.000000     0.015738     0.000248     0.076748
  1959       6621.62       0.000000     0.012889     0.000166     0.051479
  1960       6626.23       0.000000     0.013814     0.000191     0.059126
  1961       6630.32       0.000000     0.013743     0.000189     0.058527
  1962       6634.85       0.000000     0.015318     0.000235     0.072703
  1963       6639.05       0.000000     0.014446     0.000209     0.064663
  1964       6644.12       0.000000     0.016113     0.000260     0.080453
  1965       6648.60       0.000000     0.021494     0.000462     0.143154
  1966       6652.21       0.000000     0.026836     0.000720     0.223147
  1967       6656.87       0.000000     0.021494     0.000462     0.143150
  1968       6660.79       0.000000     0.023186     0.000538     0.166583
  1969       6665.22       0.000000     0.024075     0.000580     0.179592
  1970       6669.70       0.000000     0.019402     0.000376     0.116644
  1971       6673.83       0.000000     0.020522     0.000421     0.130493
  1972       6678.15       0.000000     0.020116     0.000405     0.125391
  1973       6682.83       0.000000     0.018359     0.000337     0.104444
  1974       6687.18       0.000000     0.019759     0.000390     0.120973
  1975       6691.58       0.000000     0.022206     0.000493     0.152794
  1976       6695.89       0.000000     0.019532     0.000381     0.118208
  1977       6700.21       0.000000     0.020662     0.000427     0.132285
  1978       6704.31       0.000000     0.020570     0.000423     0.131105
  1979       6708.71       0.000000     0.018444     0.000340     0.105404
  1980       6713.31       0.000000     0.017362     0.000301     0.093398
  1981       6717.72       0.000000     0.019228     0.000370     0.114555
  1982       6722.47       0.000000     0.018438     0.000340     0.105341
  1983       6726.63       0.000000     0.021429     0.000459     0.142289
  1984       6731.12       0.000000     0.024166     0.000584     0.180949
  1985       6735.11       0.000000     0.021375     0.000457     0.141575
  1986       6739.37       0.000000     0.015552     0.000242     0.074941
  1987       6744.12       0.000000     0.015656     0.000245     0.075953
  1988       6748.35       0.000000     0.015237     0.000232     0.071941
  1989       6753.64       0.000000     0.015237     0.000232     0.071939
  1990       6757.78       0.000000     0.020508     0.000421     0.130325
  1991       6761.68       0.000000     0.018423     0.000339     0.105168
  1992       6766.39       0.000000     0.018697     0.000350     0.108317
  1993       6771.00       0.000000     0.017207     0.000296     0.091740
  1994       6775.34       0.000000     0.019364     0.000375     0.116187
  1995       6779.63       0.000000     0.024879     0.000619     0.191790
  1996       6784.05       0.000000     0.022333     0.000499     0.154549
  1997       6788.08       0.000000     0.023900     0.000571     0.176989
  1998       6792.29       0.000000     0.018985     0.000360     0.111684
  1999       6796.85       0.000000     0.017237     0.000297     0.092060
  2000       6801.21       0.000000     0.016128     0.000260     0.080597
  2001       6806.14       0.000000     0.014097     0.000199     0.061581
  2002       6810.64       0.000000     0.018197     0.000331     0.102601
  2003       6814.74       0.000000     0.014760     0.000218     0.067507
  2004       6819.12       0.000000     0.015722     0.000247     0.076592
  2005       6823.80       0.000000     0.014835     0.000220     0.068194
  2006       6828.44       0.000000     0.013128     0.000172     0.053402
  2007       6833.12       0.000000     0.014795     0.000219     0.067829
  2008       6837.99       0.000000     0.016043     0.000257     0.079753
  2009       6842.24       0.000000     0.019055     0.000363     0.112510
  2010       6846.45       0.000000     0.019009     0.000361     0.111968
  2011       6851.24       0.000000     0.024019     0.000577     0.178766
  2012       6855.82       0.000000     0.028340     0.000803     0.248870
  2013       6859.56       0.000000     0.035048     0.001228     0.380615
  2014       6863.98       0.000000     0.025607     0.000656     0.203187
  2015       6868.22       0.000000     0.023308     0.000543     0.168338
  2016       6872.71       0.000000     0.025669     0.000659     0.204172
  2017       6877.30       0.000000     0.021850     0.000477     0.147929
  2018       6881.93       0.000000     0.026901     0.000724     0.224240
  2019       6886.09       0.000000     0.024820     0.000616     0.190876
  2020       6890.72       0.000000     0.028803     0.000830     0.257058
  2021       6895.08       0.000000     0.023493     0.000552     0.171022
  2022       6899.71       0.000000     0.022821     0.000521     0.161376
  2023       6904.14       0.000000     0.023695     0.000561     0.173973
  2024       6908.32       0.000000     0.020601     0.000424     0.131510
  2025       6913.29       0.000000     0.020633     0.000426     0.131909
  2026       6917.66       0.000000     0.020285     0.000411     0.127497
  2027       6922.53       0.000000     0.023023     0.000530     0.164236
  2028       6926.58       0.000000     0.027544     0.000759     0.235088
  2029       6931.07       0.000000     0.028266     0.000799     0.247569
  2030       6935.76       0.000000     0.033214     0.001103     0.341830
  2031       6939.76       0.000000     0.047237     0.002231     0.691388
  2032       6943.91       0.000000     0.045372     0.002059     0.637867
  2033       6947.97       0.000000     0.036116     0.001304     0.404163
  2034       6952.45       0.000000     0.028845     0.000832     0.257816
  2035       6957.45       0.000000     0.027359     0.000749     0.231929
  2036       6961.61       0.000000     0.026551     0.000705     0.218433
  2037       6965.93       0.000000     0.025059     0.000628     0.194575
  2038       6970.54       0.000000     0.018422     0.000339     0.105151
  2039       6975.07       0.000000     0.020196     0.000408     0.126386
  2040       6979.82       0.000000     0.018827     0.000354     0.109830
  2041       6984.00       0.000000     0.023201     0.000538     0.166797
  2042       6988.48       0.000000     0.018459     0.000341     0.105582
  2043       6993.00       0.000000     0.014855     0.000221     0.068375
  2044       6998.00       0.000000     0.012863     0.000165     0.051266
  2045       7002.85       0.000000     0.013945     0.000194     0.060258
  2046       7007.65       0.000000     0.016661     0.000278     0.086013
  2047       7011.82       0.000000     0.017175     0.000295     0.091397
  2048       7016.27       0.000000     0.017990     0.000324     0.100283
  2049       7020.33       0.000000     0.017263     0.000298     0.092340
  2050       7025.35       0.000000     0.014373     0.000207     0.064012
  2051       7030.26       0.000000     0.014377     0.000207     0.064049
  2052       7034.94       0.000000     0.015183     0.000231     0.071434
  2053       7039.22       0.000000     0.020601     0.000424     0.131510
  2054       7044.04       0.000000     0.020521     0.000421     0.130491
  2055       7048.25       0.000000     0.024479     0.000599     0.185667
  2056       7052.33       0.000000     0.021927     0.000481     0.148973
  2057       7056.87       0.000000     0.018095     0.000327     0.101462
  2058       7061.97       0.000000     0.019657     0.000386     0.119730
  2059       7066.37       0.000000     0.021322     0.000455     0.140865
  2060       7070.42       0.000000     0.023936     0.000573     0.177533
  2061       7074.62       0.000000     0.019675     0.000387     0.119944
  2062       7079.85       0.000000     0.015360     0.000236     0.073108
  2063       7084.53       0.000000     0.019920     0.000397     0.122959
  2064       7088.88       0.000000     0.019886     0.000395     0.122534
  2065       7093.16       0.000000     0.017833     0.000318     0.098542
  2066       7097.92       0.000000     0.014245     0.000203     0.062878
  2067       7102.57       0.000000     0.014772     0.000218     0.067611
  2068       7107.19       0.000000     0.014332     0.000205     0.063649
  2069       7112.00       0.000000     0.016436     0.000270     0.083705
  2070       7116.62       0.000000     0.016420     0.000270     0.083543
  2071       7121.30       0.000000     0.019462     0.000379     0.117361
  2072       7125.54       0.000000     0.020583     0.000424     0.131276
  2073       7130.04       0.000000     0.018848     0.000355     0.110076
  2074       7134.90       0.000000     0.022853     0.000522     0.161830
  2075       7138.93       0.000000     0.022772     0.000519     0.160679
  2076       7143.24       0.000000     0.017460     0.000305     0.094459
  2077       7148.22       0.000000     0.016213     0.000263     0.081451
  2078       7152.96       0.000000     0.014389     0.000207     0.064152
  2079       7157.72       0.000000     0.014975     0.000224     0.069489
  2080       7162.68       0.000000     0.020814     0.000433     0.134241
  2081       7167.03       0.000000     0.022430     0.000503     0.155891
  2082       7171.31       0.000000     0.023639     0.000559     0.173155
  2083       7175.82       0.000000     0.020171     0.000407     0.126073
  2084       7180.21       0.000000     0.020677     0.000428     0.132471
  2085       7184.75       0.000000     0.019852     0.000394     0.122113
  2086       7189.63       0.000000     0.015962     0.000255     0.078943
  2087       7194.44       0.000000     0.015583     0.000243     0.075241
  2088       7199.09       0.000000     0.018817     0.000354     0.109710
  2089       7203.20       0.000000     0.021395     0.000458     0.141842
  2090       7208.48       0.000000     0.020663     0.000427     0.132299
  2091       7212.53       0.000000     0.020756     0.000431     0.133485
  2092       7217.66       0.000000     0.018047     0.000326     0.100914
  2093       7222.20       0.000000     0.020086     0.000403     0.125008
  2094       7226.74       0.000000     0.022220     0.000494     0.152983
  2095       7231.29       0.000000     0.021517     0.000463     0.143455
  2096       7235.58       0.000000     0.022988     0.000528     0.163748
  2097       7240.19       0.000000     0.020000     0.000400     0.123939
  2098       7245.34       0.000000     0.023848     0.000569     0.176222
  2099       7249.42       0.000000     0.026072     0.000680     0.210619
  2100       7254.13       0.000000     0.020570     0.000423     0.131111
  2101       7258.69       0.000000     0.024088     0.000580     0.179783
  2102       7263.48       0.000000     0.019888     0.000396     0.122562
  2103       7268.36       0.000000     0.023279     0.000542     0.167914
  2104       7272.46       0.000000     0.021559     0.000465     0.144023
  2105       7277.59       0.000000     0.022682     0.000514     0.159417
  2106       7282.22       0.000000     0.021896     0.000479     0.148552
  2107       7286.51       0.000000     0.021602     0.000467     0.144594
  2108       7291.18       0.000000     0.026041     0.000678     0.210123
  2109       7295.50       0.000000     0.024607     0.000606     0.187623
  2110       7300.24       0.000000     0.024302     0.000591     0.183005
  2111       7304.85       0.000000     0.021606     0.000467     0.144644
  2112       7309.73       0.000000     0.020895     0.000437     0.135287
  2113       7314.37       0.000000     0.023779     0.000565     0.175202
  2114       7318.93       0.000000     0.023129     0.000535     0.165766
  2115       7323.44       0.000000     0.020685     0.000428     0.132585
  2116       7327.93       0.000000     0.019026     0.000362     0.112167
  2117       7332.78       0.000000     0.017528     0.000307     0.095202
  2118       7337.79       0.000000     0.017250     0.000298     0.092206
  2119       7342.36       0.000000     0.016654     0.000277     0.085939
  2120       7347.45       0.000000     0.019284     0.000372     0.115225
  2121       7351.69       0.000000     0.019718     0.000389     0.120469
  2122       7356.55       0.000000     0.019154     0.000367     0.113681
  2123       7361.08       0.000000     0.020890     0.000436     0.135215
  2124       7366.10       0.000000     0.020479     0.000419     0.129950
  2125       7370.84       0.000000     0.025400     0.000645     0.199914
  2126       7375.16       0.000000     0.029559     0.000874     0.270733
  2127       7379.98       0.000000     0.027035     0.000731     0.226479
  2128       7384.35       0.000000     0.028768     0.000828     0.256442
  2129       7389.31       0.000000     0.030832     0.000951     0.294547
  2130       7393.40       0.000000     0.028336     0.000803     0.248797
  2131       7398.18       0.000000     0.025890     0.000670     0.207700
  2132       7403.22       0.000000     0.025948     0.000673     0.208622
