Ground state energy = 26989.37 cm^-1
Max intensity = 0.003227
Number    ΔE / cm^-1    convergence    amplitude    intensity    normalized intensity
  3723      16861.04       0.000000     0.010512     0.000111     0.034242
  3724      16867.52       0.000000     0.011263     0.000127     0.039311
  3725      16874.43       0.000000     0.009774     0.000096     0.029603
  3726      16881.78       0.000000     0.008931     0.000080     0.024713
  3727      16889.08       0.000000     0.010294     0.000106     0.032836
  3728      16895.31       0.000000     0.012188     0.000149     0.046027
  3729      16902.30       0.000000     0.010757     0.000116     0.035855
  3730      16908.91       0.000000     0.010364     0.000107     0.033280
  3731      16915.86       0.000000     0.008988     0.000081     0.025034
  3732      16922.84       0.000000     0.008452     0.000071     0.022137
  3733      16929.93       0.000000     0.007557     0.000057     0.017696
  3734      16937.01       0.000000     0.007085     0.000050     0.015554
  3735      16944.33       0.000000     0.006779     0.000046     0.014238
  3736      16951.13       0.000000     0.007728     0.000060     0.018507
  3737      16958.45       0.000000     0.007091     0.000050     0.015581
  3738      16965.63       0.000000     0.008052     0.000065     0.020089
  3739      16972.12       0.000000     0.008087     0.000065     0.020262
  3740      16978.93       0.000000     0.007349     0.000054     0.016733
  3741      16986.29       0.000000     0.006657     0.000044     0.013731
  3742      16993.58       0.000000     0.007035     0.000049     0.015335
  3743      17000.64       0.000000     0.007760     0.000060     0.018659
  3744      17007.54       0.000000     0.008356     0.000070     0.021635
  3745      17014.39       0.000000     0.008755     0.000077     0.023753
  3746      17021.26       0.000000     0.008107     0.000066     0.020365
  3747      17027.85       0.000000     0.008026     0.000064     0.019960
  3748      17035.22       0.000000     0.006781     0.000046     0.014249
  3749      17042.62       0.000000     0.006968     0.000049     0.015045
  3750      17049.71       0.000000     0.007831     0.000061     0.019003
  3751      17056.76       0.000000     0.008051     0.000065     0.020086
  3752      17063.87       0.000000     0.008622     0.000074     0.023036
  3753      17070.97       0.000000     0.008627     0.000074     0.023059
  3754      17079.10       0.000000     0.013458     0.000181     0.056125
  3755      17084.34       0.000000     0.029551     0.000873     0.270592
  3756      17089.59       0.000000     0.018063     0.000326     0.101093
  3757      17096.46       0.000000     0.009987     0.000100     0.030903
  3758      17104.18       0.000000     0.007473     0.000056     0.017303
  3759      17111.69       0.000000     0.007632     0.000058     0.018046
  3760      17118.72       0.000000     0.008323     0.000069     0.021464
  3761      17125.37       0.000000     0.007781     0.000061     0.018760
  3762      17132.48       0.000000     0.006501     0.000042     0.013096
  3763      17139.85       0.000000     0.006166     0.000038     0.011780
  3764      17147.21       0.000000     0.006232     0.000039     0.012035
  3765      17154.67       0.000000     0.007379     0.000054     0.016871
  3766      17161.06       0.000000     0.007523     0.000057     0.017536
  3767      17168.48       0.000000     0.007398     0.000055     0.016960
  3768      17175.74       0.000000     0.008940     0.000080     0.024762
  3769      17182.32       0.000000     0.011527     0.000133     0.041172
  3770      17188.59       0.000000     0.009821     0.000096     0.029888
  3771      17195.90       0.000000     0.008343     0.000070     0.021570
  3772      17203.18       0.000000     0.007993     0.000064     0.019795
  3773      17209.36       0.000000     0.010456     0.000109     0.033873
  3774      17216.80       0.000000     0.007239     0.000052     0.016236
  3775      17224.56       0.000000     0.007532     0.000057     0.017579
  3776      17230.75       0.000000     0.009343     0.000087     0.027051
  3777      17238.39       0.000000     0.008176     0.000067     0.020711
  3778      17244.70       0.000000     0.007288     0.000053     0.016459
  3779      17252.37       0.000000     0.007330     0.000054     0.016648
  3780      17259.48       0.000000     0.007759     0.000060     0.018655
  3781      17266.33       0.000000     0.008588     0.000074     0.022852
  3782      17273.30       0.000000     0.008417     0.000071     0.021950
  3783      17280.35       0.000000     0.008391     0.000070     0.021819
  3784      17287.39       0.000000     0.007823     0.000061     0.018965
  3785      17294.96       0.000000     0.008595     0.000074     0.022890
  3786      17301.75       0.000000     0.009828     0.000097     0.029930
  3787      17308.52       0.000000     0.010712     0.000115     0.035553
  3788      17315.72       0.000000     0.010186     0.000104     0.032152
  3789      17322.89       0.000000     0.012096     0.000146     0.045335
  3790      17329.70       0.000000     0.014134     0.000200     0.061905
  3791      17336.07       0.000000     0.015436     0.000238     0.073834
  3792      17342.71       0.000000     0.016680     0.000278     0.086209
  3793      17348.81       0.000000     0.013540     0.000183     0.056803
  3794      17356.00       0.000000     0.009838     0.000097     0.029993
  3795      17363.23       0.000000     0.008611     0.000074     0.022974
  3796      17370.58       0.000000     0.007645     0.000058     0.018110
  3797      17378.15       0.000000     0.007931     0.000063     0.019491
  3798      17384.30       0.000000     0.010664     0.000114     0.035236
  3799      17391.71       0.000000     0.007373     0.000054     0.016843
  3800      17399.18       0.000000     0.007935     0.000063     0.019510
  3801      17405.48       0.000000     0.008349     0.000070     0.021600
  3802      17412.58       0.000000     0.006885     0.000047     0.014686
  3803      17419.66       0.000000     0.006083     0.000037     0.011464
  3804      17427.22       0.000000     0.005649     0.000032     0.009887
  3805      17434.50       0.000000     0.005963     0.000036     0.011018
  3806      17441.55       0.000000     0.006421     0.000041     0.012773
  3807      17448.81       0.000000     0.006481     0.000042     0.013016
  3808      17456.25       0.000000     0.007291     0.000053     0.016473
  3809      17462.24       0.000000     0.007724     0.000060     0.018485
  3810      17469.96       0.000000     0.006667     0.000044     0.013771
  3811      17477.52       0.000000     0.007961     0.000063     0.019638
  3812      17483.96       0.000000     0.009751     0.000095     0.029460
  3813      17490.80       0.000000     0.010534     0.000111     0.034386
  3814      17497.52       0.000000     0.010415     0.000108     0.033608
  3815      17503.98       0.000000     0.011402     0.000130     0.040286
  3816      17510.90       0.000000     0.008619     0.000074     0.023020
  3817      17517.77       0.000000     0.007013     0.000049     0.015241
  3818      17525.34       0.000000     0.005722     0.000033     0.010146
  3819      17532.83       0.000000     0.005874     0.000035     0.010692
  3820      17539.85       0.000000     0.005674     0.000032     0.009975
  3821      17547.26       0.000000     0.005955     0.000035     0.010988
  3822      17553.93       0.000000     0.006269     0.000039     0.012178
  3823      17561.49       0.000000     0.006494     0.000042     0.013069
  3824      17568.35       0.000000     0.007002     0.000049     0.015190
  3825      17575.39       0.000000     0.007308     0.000053     0.016547
  3826      17581.99       0.000000     0.007450     0.000056     0.017198
  3827      17589.41       0.000000     0.006655     0.000044     0.013722
  3828      17596.04       0.000000     0.006547     0.000043     0.013283
  3829      17603.38       0.000000     0.006051     0.000037     0.011347
  3830      17610.47       0.000000     0.005786     0.000033     0.010374
  3831      17617.85       0.000000     0.005787     0.000033     0.010376
  3832      17624.96       0.000000     0.005929     0.000035     0.010891
  3833      17632.16       0.000000     0.005678     0.000032     0.009990
  3834      17639.51       0.000000     0.006256     0.000039     0.012126
  3835      17646.48       0.000000     0.006469     0.000042     0.012967
  3836      17654.00       0.000000     0.007105     0.000050     0.015644
  3837      17660.91       0.000000     0.008022     0.000064     0.019939
  3838      17668.48       0.000000     0.009932     0.000099     0.030566
  3839      17675.65       0.000000     0.017639     0.000311     0.096403
  3840      17680.25       0.000000     0.024158     0.000584     0.180834
  3841      17686.58       0.000000     0.011615     0.000135     0.041805
  3842      17694.18       0.000000     0.008027     0.000064     0.019966
  3843      17701.65       0.000000     0.007277     0.000053     0.016407
  3844      17708.80       0.000000     0.007515     0.000056     0.017500
  3845      17715.59       0.000000     0.007009     0.000049     0.015221
  3846      17722.75       0.000000     0.006139     0.000038     0.011680
  3847      17730.00       0.000000     0.005634     0.000032     0.009835
  3848      17737.26       0.000000     0.005468     0.000030     0.009263
  3849      17744.38       0.000000     0.005160     0.000027     0.008252
  3850      17751.80       0.000000     0.005094     0.000026     0.008040
  3851      17759.03       0.000000     0.005213     0.000027     0.008421
  3852      17766.12       0.000000     0.005237     0.000027     0.008498
  3853      17773.33       0.000000     0.004903     0.000024     0.007449
  3854      17780.60       0.000000     0.005057     0.000026     0.007925
  3855      17788.07       0.000000     0.005031     0.000025     0.007844
  3856      17796.23       0.000000     0.006664     0.000044     0.013761
  3857      17802.50       0.000000     0.011620     0.000135     0.041840
  3858      17808.03       0.000000     0.009317     0.000087     0.026900
  3859      17815.88       0.000000     0.007512     0.000056     0.017486
  3860      17822.54       0.000000     0.008544     0.000073     0.022622
  3861      17830.05       0.000000     0.007309     0.000053     0.016553
  3862      17837.32       0.000000     0.007609     0.000058     0.017942
  3863      17843.63       0.000000     0.007762     0.000060     0.018669
  3864      17851.43       0.000000     0.006517     0.000042     0.013161
  3865      17859.35       0.000000     0.007554     0.000057     0.017681
  3866      17867.23       0.000000     0.013550     0.000184     0.056894
  3867      17872.25       0.000000     0.018323     0.000336     0.104031
  3868      17878.39       0.000000     0.016088     0.000259     0.080201
  3869      17885.33       0.000000     0.010982     0.000121     0.037372
  3870      17892.65       0.000000     0.009489     0.000090     0.027901
  3871      17899.38       0.000000     0.008861     0.000079     0.024330
  3872      17906.88       0.000000     0.007349     0.000054     0.016734
  3873      17913.98       0.000000     0.007515     0.000056     0.017499
  3874      17921.21       0.000000     0.006969     0.000049     0.015051
  3875      17928.01       0.000000     0.006861     0.000047     0.014584
  3876      17935.49       0.000000     0.005697     0.000032     0.010058
  3877      17943.09       0.000000     0.006058     0.000037     0.011371
  3878      17950.35       0.000000     0.006579     0.000043     0.013411
  3879      17957.13       0.000000     0.006751     0.000046     0.014124
  3880      17964.39       0.000000     0.007248     0.000053     0.016276
  3881      17971.58       0.000000     0.007101     0.000050     0.015624
  3882      17979.03       0.000000     0.008235     0.000068     0.021013
  3883      17985.77       0.000000     0.010114     0.000102     0.031697
  3884      17992.41       0.000000     0.012107     0.000147     0.045422
  3885      17997.96       0.000000     0.011475     0.000132     0.040798
  3886      18005.71       0.000000     0.007607     0.000058     0.017931
  3887      18012.90       0.000000     0.006737     0.000045     0.014062
  3888      18020.09       0.000000     0.006861     0.000047     0.014586
  3889      18026.70       0.000000     0.007082     0.000050     0.015542
  3890      18034.27       0.000000     0.004960     0.000025     0.007622
  3891      18041.51       0.000000     0.004833     0.000023     0.007236
  3892      18048.83       0.000000     0.004565     0.000021     0.006456
  3893      18056.21       0.000000     0.004315     0.000019     0.005770
  3894      18063.66       0.000000     0.004464     0.000020     0.006173
  3895      18071.18       0.000000     0.004788     0.000023     0.007104
  3896      18077.84       0.000000     0.004900     0.000024     0.007439
  3897      18085.30       0.000000     0.004926     0.000024     0.007519
  3898      18092.55       0.000000     0.005299     0.000028     0.008702
  3899      18099.76       0.000000     0.005534     0.000031     0.009489
  3900      18106.87       0.000000     0.006513     0.000042     0.013144
  3901      18113.78       0.000000     0.006887     0.000047     0.014696
  3902      18120.86       0.000000     0.006568     0.000043     0.013369
  3903      18127.69       0.000000     0.006427     0.000041     0.012799
  3904      18134.95       0.000000     0.006788     0.000046     0.014278
  3905      18142.00       0.000000     0.006954     0.000048     0.014984
  3906      18148.97       0.000000     0.007012     0.000049     0.015237
  3907      18155.87       0.000000     0.006681     0.000045     0.013830
  3908      18163.64       0.000000     0.006913     0.000048     0.014807
  3909      18169.71       0.000000     0.008933     0.000080     0.024725
  3910      18176.20       0.000000     0.006263     0.000039     0.012154
  3911      18184.27       0.000000     0.005018     0.000025     0.007802
  3912      18191.69       0.000000     0.004787     0.000023     0.007101
  3913      18198.90       0.000000     0.005665     0.000032     0.009943
  3914      18205.69       0.000000     0.005655     0.000032     0.009907
  3915      18213.05       0.000000     0.005470     0.000030     0.009273
  3916      18219.90       0.000000     0.005534     0.000031     0.009489
  3917      18227.05       0.000000     0.005327     0.000028     0.008794
  3918      18234.34       0.000000     0.004704     0.000022     0.006857
  3919      18241.65       0.000000     0.004381     0.000019     0.005947
  3920      18249.02       0.000000     0.004463     0.000020     0.006173
  3921      18256.32       0.000000     0.004386     0.000019     0.005962
  3922      18263.82       0.000000     0.004589     0.000021     0.006525
  3923      18270.99       0.000000     0.004982     0.000025     0.007691
  3924      18278.26       0.000000     0.006169     0.000038     0.011794
  3925      18285.00       0.000000     0.006367     0.000041     0.012562
  3926      18291.94       0.000000     0.005734     0.000033     0.010187
  3927      18299.76       0.000000     0.005668     0.000032     0.009956
  3928      18307.71       0.000000     0.008062     0.000065     0.020140
  3929      18313.39       0.000000     0.016823     0.000283     0.087694
  3930      18319.46       0.000000     0.008071     0.000065     0.020187
  3931      18327.45       0.000000     0.006296     0.000040     0.012284
  3932      18335.57       0.000000     0.010218     0.000104     0.032351
  3933      18340.37       0.000000     0.009812     0.000096     0.029832
  3934      18348.24       0.000000     0.006274     0.000039     0.012197
  3935      18355.75       0.000000     0.006229     0.000039     0.012023
  3936      18362.90       0.000000     0.006569     0.000043     0.013370
  3937      18369.98       0.000000     0.006343     0.000040     0.012467
  3938      18377.42       0.000000     0.006154     0.000038     0.011734
  3939      18385.31       0.000000     0.007772     0.000060     0.018718
  3940      18390.53       0.000000     0.013937     0.000194     0.060183
  3941      18397.79       0.000000     0.006138     0.000038     0.011672
  3942      18405.53       0.000000     0.005324     0.000028     0.008784
  3943      18412.96       0.000000     0.005655     0.000032     0.009910
  3944      18420.37       0.000000     0.006025     0.000036     0.011249
  3945      18427.30       0.000000     0.006554     0.000043     0.013309
  3946      18434.37       0.000000     0.005936     0.000035     0.010920
  3947      18441.81       0.000000     0.005769     0.000033     0.010312
  3948      18449.27       0.000000     0.006409     0.000041     0.012729
  3949      18456.66       0.000000     0.006721     0.000045     0.013996
  3950      18464.12       0.000000     0.009109     0.000083     0.025712
  3951      18470.91       0.000000     0.014513     0.000211     0.065268
  3952      18476.38       0.000000     0.016215     0.000263     0.081474
  3953      18482.70       0.000000     0.009549     0.000091     0.028253
  3954      18491.09       0.000000     0.008710     0.000076     0.023506
  3955      18497.25       0.000000     0.006656     0.000044     0.013729
  3956      18504.72       0.000000     0.005751     0.000033     0.010246
  3957      18512.33       0.000000     0.005207     0.000027     0.008400
  3958      18520.26       0.000000     0.005831     0.000034     0.010536
  3959      18527.75       0.000000     0.011864     0.000141     0.043611
  3960      18532.01       0.000000     0.009080     0.000082     0.025546
  3961      18540.11       0.000000     0.004976     0.000025     0.007673
  3962      18547.97       0.000000     0.004213     0.000018     0.005499
  3963      18555.60       0.000000     0.004338     0.000019     0.005830
  3964      18562.71       0.000000     0.004749     0.000023     0.006989
  3965      18570.12       0.000000     0.004445     0.000020     0.006122
  3966      18577.97       0.000000     0.004851     0.000024     0.007291
  3967      18584.67       0.000000     0.006848     0.000047     0.014532
  3968      18591.77       0.000000     0.006275     0.000039     0.012201
  3969      18598.50       0.000000     0.007335     0.000054     0.016671
  3970      18605.12       0.000000     0.005757     0.000033     0.010270
  3971      18613.04       0.000000     0.004758     0.000023     0.007015
  3972      18620.29       0.000000     0.005619     0.000032     0.009783
  3973      18627.47       0.000000     0.005409     0.000029     0.009066
  3974      18634.33       0.000000     0.006363     0.000040     0.012545
  3975      18641.61       0.000000     0.004866     0.000024     0.007338
  3976      18648.89       0.000000     0.004880     0.000024     0.007378
  3977      18656.75       0.000000     0.005997     0.000036     0.011143
  3978      18663.70       0.000000     0.011448     0.000131     0.040606
  3979      18668.64       0.000000     0.007918     0.000063     0.019428
  3980      18676.78       0.000000     0.004462     0.000020     0.006169
  3981      18684.83       0.000000     0.004587     0.000021     0.006520
  3982      18692.11       0.000000     0.004993     0.000025     0.007723
  3983      18699.36       0.000000     0.008569     0.000073     0.022750
  3984      18705.41       0.000000     0.005771     0.000033     0.010318
  3985      18712.76       0.000000     0.004749     0.000023     0.006989
  3986      18719.98       0.000000     0.004469     0.000020     0.006189
  3987      18727.35       0.000000     0.004075     0.000017     0.005145
  3988      18734.57       0.000000     0.003983     0.000016     0.004914
  3989      18742.38       0.000000     0.003872     0.000015     0.004646
  3990      18749.41       0.000000     0.004785     0.000023     0.007095
  3991      18756.66       0.000000     0.003788     0.000014     0.004445
  3992      18764.41       0.000000     0.004249     0.000018     0.005593
  3993      18771.77       0.000000     0.005616     0.000032     0.009771
  3994      18777.73       0.000000     0.006119     0.000037     0.011602
  3995      18785.68       0.000000     0.005779     0.000033     0.010347
  3996      18791.74       0.000000     0.006454     0.000042     0.012908
  3997      18798.99       0.000000     0.004266     0.000018     0.005640
  3998      18806.55       0.000000     0.003837     0.000015     0.004562
  3999      18813.92       0.000000     0.004765     0.000023     0.007037
  4000      18822.09       0.000000     0.005582     0.000031     0.009656
  4001      18827.29       0.000000     0.005933     0.000035     0.010908
  4002      18835.46       0.000000     0.003889     0.000015     0.004687
  4003      18842.35       0.000000     0.003835     0.000015     0.004556
  4004      18850.09       0.000000     0.003452     0.000012     0.003693
  4005      18857.36       0.000000     0.003424     0.000012     0.003632
  4006      18864.82       0.000000     0.003362     0.000011     0.003502
  4007      18872.29       0.000000     0.003733     0.000014     0.004319
  4008      18879.34       0.000000     0.004196     0.000018     0.005457
  4009      18886.36       0.000000     0.003943     0.000016     0.004818
  4010      18894.00       0.000000     0.003875     0.000015     0.004652
  4011      18901.41       0.000000     0.004166     0.000017     0.005379
  4012      18908.42       0.000000     0.004404     0.000019     0.006009
  4013      18916.01       0.000000     0.004442     0.000020     0.006115
  4014      18923.30       0.000000     0.004941     0.000024     0.007564
  4015      18930.81       0.000000     0.005802     0.000034     0.010431
  4016      18937.48       0.000000     0.010634     0.000113     0.035040
  4017      18943.37       0.000000     0.006807     0.000046     0.014357
  4018      18950.94       0.000000     0.005766     0.000033     0.010302
  4019      18958.23       0.000000     0.005553     0.000031     0.009554
  4020      18965.70       0.000000     0.005355     0.000029     0.008886
  4021      18973.67       0.000000     0.012618     0.000159     0.049331
  4022      18978.02       0.000000     0.007490     0.000056     0.017384
  4023      18986.43       0.000000     0.004445     0.000020     0.006123
  4024      18994.05       0.000000     0.004532     0.000021     0.006363
  4025      19000.87       0.000000     0.004830     0.000023     0.007229
  4026      19008.63       0.000000     0.004466     0.000020     0.006181
  4027      19015.50       0.000000     0.004327     0.000019     0.005802
  4028      19023.03       0.000000     0.004436     0.000020     0.006097
  4029      19030.29       0.000000     0.004212     0.000018     0.005497
  4030      19037.54       0.000000     0.004307     0.000019     0.005749
  4031      19044.79       0.000000     0.004072     0.000017     0.005137
  4032      19052.26       0.000000     0.004151     0.000017     0.005340
  4033      19059.94       0.000000     0.004353     0.000019     0.005872
  4034      19066.87       0.000000     0.004458     0.000020     0.006159
  4035      19074.45       0.000000     0.004825     0.000023     0.007214
  4036      19081.72       0.000000     0.004661     0.000022     0.006730
  4037      19089.50       0.000000     0.005840     0.000034     0.010568
  4038      19096.67       0.000000     0.007762     0.000060     0.018671
  4039      19103.56       0.000000     0.011008     0.000121     0.037549
  4040      19109.47       0.000000     0.011846     0.000140     0.043485
  4041      19116.20       0.000000     0.008306     0.000069     0.021379
  4042      19124.68       0.000000     0.009276     0.000086     0.026664
  4043      19129.40       0.000000     0.011421     0.000130     0.040420
  4044      19137.01       0.000000     0.007178     0.000052     0.015967
  4045      19144.62       0.000000     0.005156     0.000027     0.008237
  4046      19152.01       0.000000     0.006935     0.000048     0.014900
  4047      19160.05       0.000000     0.006022     0.000036     0.011237
  4048      19165.98       0.000000     0.004464     0.000020     0.006176
  4049      19174.64       0.000000     0.004375     0.000019     0.005930
  4050      19182.37       0.000000     0.008459     0.000072     0.022171
  4051      19186.87       0.000000     0.007473     0.000056     0.017302
  4052      19194.98       0.000000     0.004567     0.000021     0.006464
  4053      19202.42       0.000000     0.003746     0.000014     0.004347
  4054      19210.08       0.000000     0.003474     0.000012     0.003740
  4055      19218.03       0.000000     0.004164     0.000017     0.005372
  4056      19225.02       0.000000     0.004402     0.000019     0.006004
  4057      19232.20       0.000000     0.003949     0.000016     0.004833
  4058      19240.07       0.000000     0.004431     0.000020     0.006083
  4059      19246.38       0.000000     0.005730     0.000033     0.010173
  4060      19253.34       0.000000     0.005463     0.000030     0.009248
  4061      19260.58       0.000000     0.003723     0.000014     0.004295
  4062      19268.59       0.000000     0.003982     0.000016     0.004914
  4063      19275.97       0.000000     0.003967     0.000016     0.004877
  4064      19283.66       0.000000     0.004648     0.000022     0.006694
  4065      19291.06       0.000000     0.006993     0.000049     0.015152
  4066      19296.28       0.000000     0.006395     0.000041     0.012673
  4067      19304.45       0.000000     0.004304     0.000019     0.005739
  4068      19313.26       0.000000     0.006293     0.000040     0.012272
  4069      19318.11       0.000000     0.008619     0.000074     0.023017
  4070      19325.06       0.000000     0.007940     0.000063     0.019537
  4071      19331.63       0.000000     0.005511     0.000030     0.009409
  4072      19339.31       0.000000     0.003777     0.000014     0.004419
  4073      19346.91       0.000000     0.003660     0.000013     0.004152
  4074      19354.54       0.000000     0.003683     0.000014     0.004203
  4075      19361.45       0.000000     0.003214     0.000010     0.003201
  4076      19369.14       0.000000     0.003243     0.000011     0.003259
  4077      19376.90       0.000000     0.003220     0.000010     0.003213
  4078      19383.82       0.000000     0.003150     0.000010     0.003075
  4079      19391.43       0.000000     0.002932     0.000009     0.002664
  4080      19399.00       0.000000     0.003327     0.000011     0.003430
  4081      19406.38       0.000000     0.003467     0.000012     0.003724
  4082      19413.33       0.000000     0.004281     0.000018     0.005678
  4083      19420.25       0.000000     0.003829     0.000015     0.004544
  4084      19427.85       0.000000     0.003761     0.000014     0.004383
  4085      19435.03       0.000000     0.004240     0.000018     0.005569
  4086      19442.10       0.000000     0.003448     0.000012     0.003685
  4087      19449.71       0.000000     0.003490     0.000012     0.003774
  4088      19457.12       0.000000     0.003831     0.000015     0.004547
  4089      19463.80       0.000000     0.003903     0.000015     0.004719
  4090      19471.77       0.000000     0.003534     0.000012     0.003869
  4091      19478.88       0.000000     0.003912     0.000015     0.004742
  4092      19486.41       0.000000     0.005409     0.000029     0.009065
  4093      19492.51       0.000000     0.005175     0.000027     0.008298
  4094      19500.27       0.000000     0.004726     0.000022     0.006920
  4095      19507.09       0.000000     0.004962     0.000025     0.007628
  4096      19513.88       0.000000     0.004293     0.000018     0.005711
  4097      19521.35       0.000000     0.003741     0.000014     0.004337
  4098      19528.70       0.000000     0.003204     0.000010     0.003180
  4099      19535.96       0.000000     0.003331     0.000011     0.003438
  4100      19543.80       0.000000     0.002805     0.000008     0.002439
  4101      19551.23       0.000000     0.002856     0.000008     0.002527
  4102      19558.68       0.000000     0.003053     0.000009     0.002888
  4103      19566.37       0.000000     0.003223     0.000010     0.003219
  4104      19574.66       0.000000     0.005773     0.000033     0.010328
  4105      19578.99       0.000000     0.006556     0.000043     0.013317
  4106      19587.16       0.000000     0.003402     0.000012     0.003587
  4107      19594.92       0.000000     0.003330     0.000011     0.003436
  4108      19602.50       0.000000     0.003858     0.000015     0.004611
  4109      19609.82       0.000000     0.004649     0.000022     0.006697
  4110      19617.24       0.000000     0.005582     0.000031     0.009654
  4111      19622.65       0.000000     0.004985     0.000025     0.007701
  4112      19630.46       0.000000     0.003614     0.000013     0.004048
  4113      19638.71       0.000000     0.004215     0.000018     0.005506
  4114      19645.30       0.000000     0.003573     0.000013     0.003956
  4115      19652.42       0.000000     0.003239     0.000010     0.003250
  4116      19660.25       0.000000     0.002877     0.000008     0.002565
  4117      19667.70       0.000000     0.003116     0.000010     0.003008
  4118      19675.16       0.000000     0.003250     0.000011     0.003274
  4119      19682.09       0.000000     0.006876     0.000047     0.014649
  4120      19689.21       0.000000     0.003160     0.000010     0.003094
  4121      19697.02       0.000000     0.003143     0.000010     0.003061
  4122      19704.38       0.000000     0.003259     0.000011     0.003292
  4123      19711.93       0.000000     0.003294     0.000011     0.003362
  4124      19720.09       0.000000     0.004328     0.000019     0.005805
  4125      19727.23       0.000000     0.005695     0.000032     0.010050
  4126      19733.03       0.000000     0.006679     0.000045     0.013821
  4127      19740.41       0.000000     0.004729     0.000022     0.006930
  4128      19748.58       0.000000     0.004915     0.000024     0.007487
  4129      19755.58       0.000000     0.007056     0.000050     0.015428
  4130      19762.82       0.000000     0.009562     0.000091     0.028328
  4131      19768.49       0.000000     0.010471     0.000110     0.033972
  4132      19774.86       0.000000     0.007606     0.000058     0.017924
  4133      19782.57       0.000000     0.006119     0.000037     0.011602
  4134      19789.51       0.000000     0.004215     0.000018     0.005506
  4135      19797.64       0.000000     0.003599     0.000013     0.004014
  4136      19804.90       0.000000     0.003842     0.000015     0.004574
  4137      19812.35       0.000000     0.003640     0.000013     0.004104
  4138      19819.37       0.000000     0.003326     0.000011     0.003427
  4139      19827.48       0.000000     0.003360     0.000011     0.003497
  4140      19835.69       0.000000     0.006434     0.000041     0.012828
  4141      19840.61       0.000000     0.004727     0.000022     0.006924
  4142      19848.18       0.000000     0.003473     0.000012     0.003737
  4143      19856.08       0.000000     0.003296     0.000011     0.003367
  4144      19863.35       0.000000     0.002991     0.000009     0.002772
  4145      19870.92       0.000000     0.002997     0.000009     0.002783
  4146      19878.41       0.000000     0.003490     0.000012     0.003775
  4147      19885.33       0.000000     0.002613     0.000007     0.002115
  4148      19893.59       0.000000     0.002934     0.000009     0.002667
  4149      19901.35       0.000000     0.003801     0.000014     0.004476
  4150      19908.70       0.000000     0.004414     0.000019     0.006038
  4151      19915.57       0.000000     0.005522     0.000030     0.009447
  4152      19922.31       0.000000     0.006330     0.000040     0.012416
  4153      19928.34       0.000000     0.006183     0.000038     0.011845
  4154      19936.07       0.000000     0.004044     0.000016     0.005068
  4155      19944.23       0.000000     0.005048     0.000025     0.007896
  4156      19950.33       0.000000     0.005153     0.000027     0.008229
  4157      19956.82       0.000000     0.003881     0.000015     0.004667
  4158      19965.49       0.000000     0.002971     0.000009     0.002735
  4159      19972.91       0.000000     0.003332     0.000011     0.003440
  4160      19979.12       0.000000     0.003456     0.000012     0.003700
  4161      19987.04       0.000000     0.002562     0.000007     0.002034
  4162      19995.15       0.000000     0.002565     0.000007     0.002038
  4163      20002.98       0.000000     0.004047     0.000016     0.005075
  4164      20009.05       0.000000     0.003547     0.000013     0.003899
  4165      20016.51       0.000000     0.002883     0.000008     0.002576
  4166      20024.03       0.000000     0.003352     0.000011     0.003481
  4167      20031.89       0.000000     0.003550     0.000013     0.003904
  4168      20038.32       0.000000     0.003566     0.000013     0.003941
  4169      20045.39       0.000000     0.003102     0.000010     0.002981
  4170      20053.35       0.000000     0.002412     0.000006     0.001803
  4171      20060.85       0.000000     0.002644     0.000007     0.002165
  4172      20068.27       0.000000     0.002638     0.000007     0.002156
  4173      20076.46       0.000000     0.003005     0.000009     0.002798
  4174      20083.82       0.000000     0.004344     0.000019     0.005847
  4175      20089.61       0.000000     0.004621     0.000021     0.006618
  4176      20097.54       0.000000     0.003393     0.000012     0.003566
  4177      20105.61       0.000000     0.004904     0.000024     0.007453
  4178      20110.93       0.000000     0.005165     0.000027     0.008267
  4179      20118.76       0.000000     0.003420     0.000012     0.003625
  4180      20126.73       0.000000     0.003574     0.000013     0.003959
  4181      20133.95       0.000000     0.004567     0.000021     0.006464
  4182      20141.02       0.000000     0.005157     0.000027     0.008241
  4183      20147.02       0.000000     0.004455     0.000020     0.006149
  4184      20154.17       0.000000     0.003683     0.000014     0.004202
  4185      20161.99       0.000000     0.002943     0.000009     0.002683
  4186      20169.70       0.000000     0.002696     0.000007     0.002251
  4187      20177.35       0.000000     0.002706     0.000007     0.002270
  4188      20184.40       0.000000     0.002528     0.000006     0.001980
  4189      20192.14       0.000000     0.002578     0.000007     0.002059
  4190      20199.34       0.000000     0.002728     0.000007     0.002305
  4191      20206.29       0.000000     0.002849     0.000008     0.002515
  4192      20213.82       0.000000     0.002393     0.000006     0.001774
  4193      20221.42       0.000000     0.002634     0.000007     0.002150
  4194      20228.64       0.000000     0.002353     0.000006     0.001715
  4195      20235.97       0.000000     0.002145     0.000005     0.001426
  4196      20243.79       0.000000     0.002216     0.000005     0.001522
  4197      20251.54       0.000000     0.002389     0.000006     0.001769
  4198      20258.73       0.000000     0.002337     0.000005     0.001692
  4199      20267.83       0.000000     0.006229     0.000039     0.012022
  4200      20272.15       0.000000     0.004137     0.000017     0.005304
  4201      20279.58       0.000000     0.004221     0.000018     0.005522
  4202      20286.60       0.000000     0.002464     0.000006     0.001882
