-285.9855312107    -285.9411696927    -285.8415292521    -285.8201037780    -285.8034681543    
-285.9881477297    -285.9389950812    -285.8420345614    -285.8213191353    -285.8035082598    
-285.9915723287    -285.9356951724    -285.8427975491    -285.8223938526    -285.8032053953    
-285.9955895095    -285.9315506411    -285.8437726214    -285.8232754107    -285.8026862919    
-285.9999871063    -285.9267638128    -285.8448831122    -285.8238901303    -285.8020439440    
-286.0045703054    -285.9214691048    -285.8460406534    -285.8241654520    -285.8013343016    
-286.0091566062    -285.9157551022    -285.8471545453    -285.8240481950    -285.8005784111    
-286.0135719708    -285.9096823290    -285.8481356178    -285.8235178414    -285.7997700484    
-286.0176552894    -285.9032986895    -285.8489015497    -285.8225978590    -285.7988893153    
-286.0212667416    -285.8966522552    -285.8493827770    -285.8213627985    -285.7979174682    
-286.0242890086    -285.8897931124    -285.8495208962    -285.8199321796    -285.7968432336    
-286.0266095115    -285.8827547769    -285.8492494423    -285.8184385645    -285.7956477968    
-286.0281046045    -285.8755365906    -285.8484796085    -285.8169919372    -285.7942860978    
