  -0.130239e-04  -0.174935e-03   0.768991e-01
   0.110708e-04  -0.160102e-04  -0.646935e-01
   0.168143e-04  -0.282247e-01   0.254230e-01
  -0.243323e-04   0.263969e-01   0.262699e-01
   0.156058e-04  -0.148198e-01  -0.261911e-01
  -0.976113e-05   0.166893e-01  -0.167767e-01
   0.699524e-05  -0.982034e-02   0.206433e-02
   0.129456e-04  -0.148327e-01  -0.105529e-01
  -0.936608e-05   0.148960e-01  -0.104895e-01
  -0.246415e-05   0.313360e-02   0.940141e-03
   0.213533e-05  -0.308554e-02   0.140718e-02
  -0.779974e-06   0.136504e-02  -0.130981e-02
   0.104550e-05  -0.102583e-02  -0.156504e-02
  -0.688484e-05   0.951911e-02  -0.142503e-02
   0.227557e-04  -0.469258e-03   0.769021e-01
  -0.177454e-04   0.640302e-04  -0.647058e-01
   0.131914e-03  -0.291350e-01   0.249691e-01
  -0.101978e-03   0.254068e-01   0.267709e-01
   0.508052e-04  -0.137255e-01  -0.302923e-01
  -0.783159e-04   0.174879e-01  -0.113763e-01
   0.845814e-04  -0.195109e-01   0.277118e-02
   0.606805e-04  -0.147843e-01  -0.106092e-01
  -0.670085e-04   0.149434e-01  -0.104355e-01
  -0.133847e-04   0.317132e-02   0.728715e-03
   0.137374e-04  -0.307897e-02   0.164901e-02
  -0.694614e-05   0.154865e-02  -0.114925e-02
   0.335397e-05  -0.882057e-03  -0.164409e-02
  -0.824493e-04   0.189639e-01  -0.357855e-02
  -0.106392e-03  -0.684500e-03   0.769076e-01
   0.923659e-04   0.679344e-04  -0.647286e-01
   0.132522e-03  -0.299852e-01   0.245416e-01
  -0.175770e-03   0.244281e-01   0.272861e-01
   0.119199e-03  -0.126066e-01  -0.339737e-01
  -0.935869e-04   0.181314e-01  -0.552073e-02
   0.156132e-03  -0.289231e-01   0.394097e-02
   0.977601e-04  -0.147470e-01  -0.106514e-01
  -0.688691e-04   0.149799e-01  -0.103970e-01
  -0.187172e-04   0.321914e-02   0.528571e-03
   0.145735e-04  -0.308131e-02   0.190051e-02
  -0.825655e-05   0.173047e-02  -0.980604e-03
   0.673127e-05  -0.773204e-03  -0.167370e-02
  -0.147693e-03   0.282439e-01  -0.717960e-02
  -0.112486e-03  -0.822069e-03   0.769170e-01
   0.991102e-04  -0.937703e-05  -0.647655e-01
   0.158436e-03  -0.307713e-01   0.241368e-01
  -0.191595e-03   0.234700e-01   0.278326e-01
   0.129905e-03  -0.114955e-01  -0.372395e-01
  -0.119502e-03   0.186152e-01   0.803936e-03
   0.232106e-03  -0.378934e-01   0.555459e-02
   0.109828e-03  -0.147210e-01  -0.106803e-01
  -0.793640e-04   0.150061e-01  -0.103733e-01
  -0.212687e-04   0.327520e-02   0.342172e-03
   0.163955e-04  -0.309241e-02   0.215983e-02
  -0.108425e-04   0.190599e-02  -0.811292e-03
   0.705558e-05  -0.714954e-03  -0.164108e-02
  -0.217779e-03   0.372475e-01  -0.122359e-01
  -0.125476e-03  -0.919419e-03   0.769318e-01
   0.112166e-03  -0.144543e-03  -0.648208e-01
   0.182212e-03  -0.314981e-01   0.237385e-01
  -0.208224e-03   0.225308e-01   0.284365e-01
   0.142341e-03  -0.104069e-01  -0.400876e-01
  -0.147149e-03   0.189348e-01   0.761267e-02
   0.314375e-03  -0.462408e-01   0.754360e-02
   0.122433e-03  -0.147013e-01  -0.107028e-01
  -0.885535e-04   0.150277e-01  -0.103573e-01
  -0.238697e-04   0.333751e-02   0.173536e-03
   0.179499e-04  -0.311381e-02   0.242345e-02
  -0.135376e-04   0.207157e-02  -0.646830e-03
   0.778780e-05  -0.728566e-03  -0.153123e-02
  -0.292454e-03   0.458513e-01  -0.187135e-01
  -0.125480e-03  -0.112356e-02   0.769524e-01
   0.115100e-03  -0.222255e-03  -0.648998e-01
   0.215019e-03  -0.322007e-01   0.232836e-01
  -0.222232e-03   0.215682e-01   0.291535e-01
   0.148039e-03  -0.929268e-02  -0.425169e-01
  -0.177454e-03   0.190541e-01   0.149408e-01
   0.410164e-03  -0.537843e-01   0.971425e-02
   0.135260e-03  -0.146680e-01  -0.107472e-01
  -0.101588e-03   0.150647e-01  -0.103199e-01
  -0.270492e-04   0.340452e-02   0.320153e-04
   0.204029e-04  -0.315173e-02   0.268250e-02
  -0.167934e-04   0.222416e-02  -0.488459e-03
   0.901816e-05  -0.842402e-03  -0.132772e-02
  -0.382405e-03   0.539698e-01  -0.264590e-01
  -0.139535e-03  -0.130545e-02   0.769837e-01
   0.130518e-03  -0.361584e-03  -0.650082e-01
   0.240013e-03  -0.328261e-01   0.228216e-01
  -0.237827e-03   0.206446e-01   0.299582e-01
   0.158755e-03  -0.825593e-02  -0.444772e-01
  -0.209099e-03   0.189618e-01   0.227473e-01
   0.499620e-03  -0.603016e-01   0.120060e-01
   0.148144e-03  -0.146392e-01  -0.107891e-01
  -0.110821e-03   0.151004e-01  -0.102864e-01
  -0.299454e-04   0.347582e-02  -0.845178e-04
   0.220940e-04  -0.320387e-02   0.293816e-02
  -0.197681e-04   0.235841e-02  -0.344550e-03
   0.115439e-04  -0.110136e-02  -0.101059e-02
  -0.463693e-03   0.614541e-01  -0.354545e-01
  -0.139425e-03  -0.148968e-02   0.770299e-01
   0.134827e-03  -0.553466e-03  -0.651527e-01
   0.266746e-03  -0.333668e-01   0.223395e-01
  -0.245878e-03   0.197688e-01   0.308716e-01
   0.159791e-03  -0.733185e-02  -0.459293e-01
  -0.235594e-03   0.186362e-01   0.310184e-01
   0.583266e-03  -0.655651e-01   0.142441e-01
   0.157867e-03  -0.146119e-01  -0.108333e-01
  -0.120790e-03   0.151388e-01  -0.102520e-01
  -0.327417e-04   0.355080e-02  -0.170778e-03
   0.242415e-04  -0.327216e-02   0.318397e-02
  -0.225893e-04   0.247021e-02  -0.219585e-03
   0.156617e-04  -0.155770e-02  -0.563715e-03
  -0.545383e-03   0.681838e-01  -0.455662e-01
  -0.131168e-03  -0.169788e-02   0.770952e-01
   0.133486e-03  -0.792617e-03  -0.653408e-01
   0.296435e-03  -0.338100e-01   0.218245e-01
  -0.251072e-03   0.189545e-01   0.319127e-01
   0.155689e-03  -0.656677e-02  -0.468212e-01
  -0.256986e-03   0.180470e-01   0.397213e-01
   0.662691e-03  -0.693212e-01   0.162257e-01
   0.166892e-03  -0.145838e-01  -0.108845e-01
  -0.132325e-03   0.151834e-01  -0.102123e-01
  -0.358628e-04   0.362923e-02  -0.220550e-03
   0.271100e-04  -0.335821e-02   0.341183e-02
  -0.253295e-04   0.255495e-02  -0.118742e-03
   0.227186e-04  -0.227297e-02   0.210471e-04
  -0.632278e-03   0.740345e-01  -0.566142e-01
  -0.122655e-03  -0.184025e-02   0.771876e-01
   0.133561e-03  -0.117085e-02  -0.655798e-01
   0.326899e-03  -0.341072e-01   0.213138e-01
  -0.257229e-03   0.182683e-01   0.330707e-01
   0.152231e-03  -0.608786e-02  -0.470790e-01
  -0.274952e-03   0.172241e-01   0.487707e-01
   0.732281e-03  -0.712510e-01   0.178298e-01
   0.176605e-03  -0.145682e-01  -0.109260e-01
  -0.144664e-03   0.152234e-01  -0.101854e-01
  -0.393816e-04   0.371071e-02  -0.231729e-03
   0.305158e-04  -0.345796e-02   0.361642e-02
  -0.278889e-04   0.260733e-02  -0.523978e-04
   0.342324e-04  -0.331435e-02   0.741797e-03
  -0.719553e-03   0.787638e-01  -0.684766e-01
