-285.9636673454    -285.8492686895    
-285.9636674087    -285.8492293017    
-285.9636675138    -285.8492333810    
-285.9636682339    -285.8492654226    
-285.9636246692    -285.8492215654    
-285.9636141604    -285.8491360870    
-285.9635984225    -285.8492232489    
-285.9635983089    -285.8491475245    
-285.9635962483    -285.8491081303    
-285.9636029878    -285.8492825285    
-285.9636131479    -285.8491954204    
-285.9636131264    -285.8491936286    
-285.9636129913    -285.8491898194    
-285.9636125131    -285.8491987767    
-285.9636457421    -285.8492270691    
-285.9636457997    -285.8492203520    
-285.9636750907    -285.8492574607    
-285.9636742725    -285.8492549991    
-285.9636681878    -285.8492484324    
-285.9636678035    -285.8492507785    
-285.9635022640    -285.8499573585    
-285.9635055002    -285.8482254886    
-285.9636686726    -285.8492483081    
-285.9636682364    -285.8492516856    
-285.9636689639    -285.8492729905    
-285.9636683483    -285.8492265761    
-285.9635532028    -285.8474280528    
-285.9635311118    -285.8508514783    
-285.9635168325    -285.8483256131    
-285.9635251194    -285.8498685790    
-285.9636109435    -285.8492135311    
-285.9636139076    -285.8491746953    
-285.9636119350    -285.8491972056    
-285.9636137116    -285.8491912687    
-285.9636107466    -285.8492243387    
-285.9636135872    -285.8491631180    
-285.9635869087    -285.8497561762    
-285.9635886898    -285.8485630842    
-285.9633585675    -285.8501980614    
-285.9633492897    -285.8477132288    
-285.9633537849    -285.8498308346    
-285.9633436456    -285.8480403600    
-285.9636813413    -285.8492629471    
