 N    0.03130628    0.00000000   -4.29065398
 C    0.02483527    0.00000000   -1.77715253
 C    0.02131820   -2.33892039   -0.41103511
 C    0.02131821    2.33892039   -0.41103511
 C    0.01468882   -2.29986686    2.16397952
 C    0.01468881    2.29986686    2.16397952
 C    0.01131210   -0.00000000    3.47557882
 H    0.03393134   -1.65280403   -5.31029197
 H    0.03393135    1.65280403   -5.31029197
 H   -0.11874336   -4.06860884   -1.44512829
 H   -0.11874335    4.06860884   -1.44512829
 H    0.01203073   -4.04206321    3.19644352
 H    0.01203072    4.04206321    3.19644352
 H    0.00609487   -0.00000000    5.50208048
 N    0.06245374   -0.00000000   -4.29041710
 C    0.04954510   -0.00000000   -1.77694047
 C    0.04252910   -2.33892041   -0.41083658
 C    0.04252909    2.33892041   -0.41083658
 C    0.02930454   -2.29986686    2.16415262
 C    0.02930455    2.29986686    2.16415262
 C    0.02256854    0.00000000    3.47573896
 H    0.06769033   -1.65280403   -5.31004502
 H    0.06769030    1.65280403   -5.31004503
 H   -0.23689023   -4.05080849   -1.44628437
 H   -0.23689024    4.05080850   -1.44628437
 H    0.02400208   -4.04206321    3.19660643
 H    0.02400211    4.04206321    3.19660643
 H    0.01216100    0.00000000    5.50222061
 N    0.09328039   -0.00000000   -4.29002693
 C    0.07400307   -0.00000000   -1.77659107
 C    0.06352563   -2.33892039   -0.41050930
 C    0.06352562    2.33892039   -0.41050930
 C    0.04377654   -2.29986686    2.16443813
 C    0.04377654    2.29986686    2.16443813
 C    0.03371723    0.00000000    3.47600319
 H    0.10110050   -1.65280403   -5.30963831
 H    0.10110052    1.65280403   -5.30963831
 H   -0.35384855   -4.02112288   -1.44819022
 H   -0.35384855    4.02112288   -1.44819022
 H    0.03585804   -4.04206321    3.19687519
 H    0.03585804    4.04206321    3.19687519
 H    0.01817498    0.00000000    5.50245197
 N    0.11687645   -0.00030873   -4.29125002
 C    0.09295344   -0.00027469   -1.77785409
 C    0.09730843   -2.33911217   -0.41159716
 C    0.06259361    2.33859980   -0.41199093
 C    0.07251018   -2.30002483    2.16330608
 C    0.03837496    2.29958221    2.16291888
 C    0.04295905   -0.00020355    3.47465671
 H    0.13884685   -1.65308105   -5.31070607
 H    0.11431552    1.65243597   -5.31098433
 H   -0.44440542   -3.98385865   -1.45185830
 H   -0.50347035    3.97494992   -1.45252829
 H    0.07561249   -4.04215922    3.19587340
 H    0.01561911    4.04174456    3.19519288
 H    0.02367124   -0.00017610    5.50107330
 N    0.14658493   -0.00008820   -4.29059493
 C    0.11653506   -0.00009963   -1.77726479
 C    0.11756002   -2.33896181   -0.41104357
 C    0.08284519    2.33875012   -0.41143735
 C    0.08648491   -2.29992108    2.16379227
