Ground state energy = 26530.66 cm^-1
Max intensity = 0.004505
Number    ΔE / cm^-1    convergence    amplitude    intensity    normalized    E / Hartree
   683       3276.26    0.00000e+00    0.0019441    0.0000038    0.00083886    1.358103493050925e-01
   685       3277.18    0.00000e+00    0.0012591    0.0000016    0.00035188    1.358145421712701e-01
   696       3291.44    0.00000e+00    0.0014630    0.0000021    0.00047505    1.358795208583823e-01
   698       3294.18    0.00000e+00    0.0018248    0.0000033    0.00073905    1.358920298784288e-01
   699       3295.71    0.00000e+00    0.0062278    0.0000388    0.00860837    1.358989802254903e-01
   701       3299.10    0.00000e+00    0.0016452    0.0000027    0.00060073    1.359144434035661e-01
   711       3312.20    0.00000e+00    0.0013177    0.0000017    0.00038536    1.359741361840535e-01
   715       3319.41    0.00000e+00    0.0037776    0.0000143    0.00316728    1.360069727287918e-01
   718       3322.67    0.00000e+00    0.0020576    0.0000042    0.00093971    1.360218328265465e-01
   719       3323.23    0.00000e+00    0.0027630    0.0000076    0.00169448    1.360243840685887e-01
   725       3331.37    0.00000e+00    0.0013830    0.0000019    0.00042452    1.360614750960452e-01
   728       3337.68    0.00000e+00    0.0010076    0.0000010    0.00022534    1.360902163171342e-01
   730       3340.27    0.00000e+00    0.0046189    0.0000213    0.00473509    1.361020299892438e-01
   737       3349.75    0.00000e+00    0.0015266    0.0000023    0.00051724    1.361452124676578e-01
   738       3351.80    0.00000e+00    0.0015753    0.0000025    0.00055081    1.361545647362058e-01
   740       3356.53    0.00000e+00    0.0025316    0.0000064    0.00142250    1.361761012739791e-01
   742       3357.83    0.00000e+00    0.0066811    0.0000446    0.00990735    1.361820125919239e-01
   743       3358.46    0.00000e+00    0.0030852    0.0000095    0.00211265    1.361849116076148e-01
   747       3363.77    0.00000e+00    0.0018442    0.0000034    0.00075486    1.362091044282364e-01
   750       3371.01    0.00000e+00    0.0057699    0.0000333    0.00738909    1.362420835114051e-01
   751       3372.81    0.00000e+00    0.0030340    0.0000092    0.00204313    1.362502707210403e-01
   752       3372.93    0.00000e+00    0.0027325    0.0000075    0.00165718    1.362508229556329e-01
   758       3381.77    0.00000e+00    0.0093575    0.0000876    0.01943477    1.362911088131143e-01
   759       3382.88    0.00000e+00    0.0043145    0.0000186    0.00413166    1.362961489296289e-01
   767       3397.41    0.00000e+00    0.0016115    0.0000026    0.00057636    1.363623492279317e-01
   769       3400.35    0.00000e+00    0.0062141    0.0000386    0.00857076    1.363757519329132e-01
   774       3407.35    0.00000e+00    0.0015726    0.0000025    0.00054892    1.364076317003429e-01
   775       3408.12    0.00000e+00    0.0047342    0.0000224    0.00497456    1.364111415337376e-01
   779       3416.99    0.00000e+00    0.0015378    0.0000024    0.00052489    1.364515787626140e-01
   780       3417.10    0.00000e+00    0.0044086    0.0000194    0.00431371    1.364520814269438e-01
   782       3420.69    0.00000e+00    0.0017261    0.0000030    0.00066131    1.364684291201421e-01
   793       3438.79    0.00000e+00    0.0017227    0.0000030    0.00065869    1.365508868679463e-01
   796       3443.46    0.00000e+00    0.0013969    0.0000020    0.00043312    1.365721887713763e-01
   797       3446.06    0.00000e+00    0.0011964    0.0000014    0.00031770    1.365840418474184e-01
   798       3446.41    0.00000e+00    0.0030669    0.0000094    0.00208760    1.365856145256831e-01
   799       3448.37    0.00000e+00    0.0015726    0.0000025    0.00054892    1.365945586157664e-01
   800       3449.83    0.00000e+00    0.0041059    0.0000169    0.00374167    1.366011835026721e-01
   802       3452.44    0.00000e+00    0.0030426    0.0000093    0.00205463    1.366130928070593e-01
   803       3454.48    0.00000e+00    0.0077911    0.0000607    0.01347280    1.366223982738017e-01
   804       3456.45    0.00000e+00    0.0150567    0.0002267    0.05031742    1.366313524718174e-01
   806       3458.57    0.00000e+00    0.0082558    0.0000682    0.01512787    1.366410141788733e-01
   808       3464.19    0.00000e+00    0.0015428    0.0000024    0.00052829    1.366666266367474e-01
   810       3468.24    0.00000e+00    0.0010633    0.0000011    0.00025092    1.366850815721841e-01
   815       3475.96    0.00000e+00    0.0014071    0.0000020    0.00043943    1.367202625210161e-01
   817       3480.22    0.00000e+00    0.0016301    0.0000027    0.00058978    1.367396585688574e-01
   826       3498.35    0.00000e+00    0.0034071    0.0000116    0.00257642    1.368222765783490e-01
   827       3499.13    0.00000e+00    0.0018693    0.0000035    0.00077556    1.368258404387422e-01
   828       3500.26    0.00000e+00    0.0140500    0.0001974    0.04381379    1.368309914637848e-01
   829       3501.76    0.00000e+00    0.0038502    0.0000148    0.00329019    1.368378270570382e-01
   830       3503.66    0.00000e+00    0.0040986    0.0000168    0.00372850    1.368464627606590e-01
   831       3504.54    0.00000e+00    0.0011209    0.0000013    0.00027885    1.368504678707011e-01
   833       3508.28    0.00000e+00    0.0027039    0.0000073    0.00162276    1.368675384098625e-01
   834       3509.07    0.00000e+00    0.0030798    0.0000095    0.00210529    1.368711353321272e-01
   837       3516.26    0.00000e+00    0.0070344    0.0000495    0.01098289    1.369038876672745e-01
   840       3521.01    0.00000e+00    0.0037599    0.0000141    0.00313774    1.369255372042608e-01
   841       3525.21    0.00000e+00    0.0051550    0.0000266    0.00589809    1.369446543022912e-01
   842       3525.54    0.00000e+00    0.0137603    0.0001893    0.04202573    1.369461553655036e-01
   843       3526.84    0.00000e+00    0.0048924    0.0000239    0.00531256    1.369520991398441e-01
   844       3528.51    0.00000e+00    0.0060079    0.0000361    0.00801125    1.369596816097838e-01
   845       3530.33    0.00000e+00    0.0052205    0.0000273    0.00604899    1.369679730849493e-01
   846       3531.94    0.00000e+00    0.0050884    0.0000259    0.00574667    1.369753102255210e-01
   847       3533.07    0.00000e+00    0.0066316    0.0000440    0.00976090    1.369804784079071e-01
   848       3535.16    0.00000e+00    0.0086045    0.0000740    0.01643268    1.369899827283188e-01
   849       3536.35    0.00000e+00    0.0018571    0.0000034    0.00076551    1.369954135553477e-01
   850       3538.66    0.00000e+00    0.0083276    0.0000693    0.01539211    1.370059438885101e-01
   851       3539.60    0.00000e+00    0.0020087    0.0000040    0.00089551    1.370102213196954e-01
   852       3542.35    0.00000e+00    0.0028538    0.0000081    0.00180761    1.370227764654928e-01
   853       3543.03    0.00000e+00    0.0021926    0.0000048    0.00106701    1.370258599421955e-01
   855       3548.12    0.00000e+00    0.0078160    0.0000611    0.01355915    1.370490658649408e-01
   856       3549.42    0.00000e+00    0.0088400    0.0000781    0.01734473    1.370549505948116e-01
   859       3554.89    0.00000e+00    0.0070606    0.0000499    0.01106478    1.370799053338996e-01
   860       3557.61    0.00000e+00    0.0017673    0.0000031    0.00069326    1.370922822589810e-01
   861       3558.39    0.00000e+00    0.0013925    0.0000019    0.00043040    1.370958155981548e-01
   863       3563.38    0.00000e+00    0.0020175    0.0000041    0.00090344    1.371185694674207e-01
   864       3563.93    0.00000e+00    0.0046585    0.0000217    0.00481667    1.371210852990039e-01
   865       3566.65    0.00000e+00    0.0012420    0.0000015    0.00034235    1.371334939737921e-01
   866       3568.31    0.00000e+00    0.0030062    0.0000090    0.00200585    1.371410322462127e-01
   868       3573.24    0.00000e+00    0.0086522    0.0000749    0.01661542    1.371635091807060e-01
   869       3574.64    0.00000e+00    0.0072331    0.0000523    0.01161204    1.371698881045532e-01
   870       3575.61    0.00000e+00    0.0044813    0.0000201    0.00445719    1.371743128424988e-01
   876       3587.61    0.00000e+00    0.0047748    0.0000228    0.00506031    1.372289833239765e-01
   877       3590.21    0.00000e+00    0.0010159    0.0000010    0.00022906    1.372407986582886e-01
   878       3591.62    0.00000e+00    0.0030174    0.0000091    0.00202080    1.372472404511219e-01
   879       3593.61    0.00000e+00    0.0051343    0.0000264    0.00585095    1.372563222559683e-01
   880       3594.66    0.00000e+00    0.0013300    0.0000018    0.00039261    1.372611187837982e-01
   881       3597.02    0.00000e+00    0.0036248    0.0000131    0.00291630    1.372718657392215e-01
   882       3598.29    0.00000e+00    0.0197971    0.0003919    0.08698875    1.372776527442933e-01
   883       3601.82    0.00000e+00    0.0103621    0.0001074    0.02383156    1.372937198739704e-01
   884       3602.08    0.00000e+00    0.0090897    0.0000826    0.01833829    1.372949212943712e-01
   886       3606.13    0.00000e+00    0.0015811    0.0000025    0.00055488    1.373133506359801e-01
   887       3608.45    0.00000e+00    0.0200279    0.0004011    0.08902894    1.373239500464404e-01
   888       3609.91    0.00000e+00    0.0031989    0.0000102    0.00227125    1.373305792056390e-01
   889       3613.50    0.00000e+00    0.0024249    0.0000059    0.00130507    1.373469510859549e-01
   891       3617.91    0.00000e+00    0.0137521    0.0001891    0.04197571    1.373670117012362e-01
   892       3618.37    0.00000e+00    0.0089705    0.0000805    0.01786058    1.373691412193206e-01
   893       3620.74    0.00000e+00    0.0271386    0.0007365    0.16346834    1.373799443668265e-01
   894       3621.79    0.00000e+00    0.0173982    0.0003027    0.06718395    1.373846867769529e-01
   895       3622.71    0.00000e+00    0.0037647    0.0000142    0.00314574    1.373889054194469e-01
   896       3626.79    0.00000e+00    0.0051918    0.0000270    0.00598276    1.374074800484182e-01
   897       3627.39    0.00000e+00    0.0136262    0.0001857    0.04121047    1.374102419785387e-01
   898       3630.93    0.00000e+00    0.0016992    0.0000029    0.00064086    1.374263411082459e-01
   899       3631.93    0.00000e+00    0.0037140    0.0000138    0.00306154    1.374308966312405e-01
   900       3632.71    0.00000e+00    0.0030422    0.0000093    0.00205410    1.374344447244078e-01
   901       3635.54    0.00000e+00    0.0041138    0.0000169    0.00375616    1.374473588086812e-01
   902       3636.90    0.00000e+00    0.0010517    0.0000011    0.00024551    1.374535536574004e-01
   903       3639.73    0.00000e+00    0.0031780    0.0000101    0.00224170    1.374664646374721e-01
   904       3640.92    0.00000e+00    0.0027504    0.0000076    0.00167896    1.374718553411325e-01
   905       3642.25    0.00000e+00    0.0022132    0.0000049    0.00108719    1.374779192907566e-01
   909       3651.34    0.00000e+00    0.0028216    0.0000080    0.00176708    1.375193553825747e-01
   910       3655.34    0.00000e+00    0.0013402    0.0000018    0.00039866    1.375375872497321e-01
   911       3656.68    0.00000e+00    0.0094265    0.0000889    0.01972234    1.375436848201844e-01
   912       3658.60    0.00000e+00    0.0028551    0.0000082    0.00180923    1.375524297704531e-01
   913       3659.63    0.00000e+00    0.0059085    0.0000349    0.00774829    1.375571051078659e-01
   914       3661.81    0.00000e+00    0.0101503    0.0001030    0.02286756    1.375670446311318e-01
   915       3662.88    0.00000e+00    0.0079467    0.0000631    0.01401618    1.375719418784062e-01
   916       3664.96    0.00000e+00    0.0067650    0.0000458    0.01015758    1.375814081118102e-01
   917       3668.06    0.00000e+00    0.0010247    0.0000011    0.00023306    1.375955127992066e-01
   918       3671.87    0.00000e+00    0.0011054    0.0000012    0.00027122    1.376129122580046e-01
   919       3672.59    0.00000e+00    0.0059720    0.0000357    0.00791589    1.376161619799176e-01
   920       3673.76    0.00000e+00    0.0013933    0.0000019    0.00043086    1.376215027650377e-01
   921       3676.37    0.00000e+00    0.0038749    0.0000150    0.00333252    1.376333764540940e-01
   922       3678.39    0.00000e+00    0.0055753    0.0000311    0.00689906    1.376425763456790e-01
   923       3679.71    0.00000e+00    0.0050990    0.0000260    0.00577073    1.376486194071318e-01
   924       3682.21    0.00000e+00    0.0025719    0.0000066    0.00146811    1.376599990555824e-01
   925       3685.09    0.00000e+00    0.0066044    0.0000436    0.00968122    1.376731224793892e-01
   926       3686.92    0.00000e+00    0.0047112    0.0000222    0.00492634    1.376814733368050e-01
   927       3689.36    0.00000e+00    0.0162433    0.0002638    0.05856077    1.376925802367282e-01
   928       3689.94    0.00000e+00    0.0225980    0.0005107    0.11334360    1.376952350367586e-01
   929       3692.04    0.00000e+00    0.0032493    0.0000106    0.00234337    1.377048141415382e-01
   930       3696.23    0.00000e+00    0.0056723    0.0000322    0.00714131    1.377238792241154e-01
   931       3697.55    0.00000e+00    0.0034560    0.0000119    0.00265103    1.377299116467458e-01
   932       3698.41    0.00000e+00    0.0045209    0.0000204    0.00453632    1.377338324419033e-01
   933       3700.86    0.00000e+00    0.0033293    0.0000111    0.00246011    1.377449849009580e-01
   934       3702.37    0.00000e+00    0.0039132    0.0000153    0.00339876    1.377518397394978e-01
   935       3704.64    0.00000e+00    0.0022648    0.0000051    0.00113851    1.377621903260113e-01
   936       3706.24    0.00000e+00    0.0016146    0.0000026    0.00057864    1.377695084971805e-01
   937       3708.30    0.00000e+00    0.0069423    0.0000482    0.01069714    1.377788574755159e-01
   940       3715.16    0.00000e+00    0.0014308    0.0000020    0.00045440    1.378101483520970e-01
   941       3717.12    0.00000e+00    0.0064919    0.0000421    0.00935417    1.378190643175320e-01
   942       3717.65    0.00000e+00    0.0042715    0.0000182    0.00404964    1.378214730328591e-01
   943       3722.50    0.00000e+00    0.0049805    0.0000248    0.00550562    1.378435938245323e-01
   944       3724.19    0.00000e+00    0.0018518    0.0000034    0.00076114    1.378512721507748e-01
   945       3725.45    0.00000e+00    0.0051280    0.0000263    0.00583662    1.378570124379431e-01
   946       3726.54    0.00000e+00    0.0017319    0.0000030    0.00066578    1.378619697570737e-01
   947       3729.17    0.00000e+00    0.0129140    0.0001668    0.03701530    1.378739779685316e-01
   948       3733.47    0.00000e+00    0.0018895    0.0000036    0.00079243    1.378935772762520e-01
   949       3734.35    0.00000e+00    0.0061979    0.0000384    0.00852616    1.378975629347016e-01
   950       3736.09    0.00000e+00    0.0084294    0.0000711    0.01577080    1.379054790133180e-01
   951       3738.02    0.00000e+00    0.0036863    0.0000136    0.00301614    1.379143081522422e-01
   952       3738.81    0.00000e+00    0.0051946    0.0000270    0.00598904    1.379178895068718e-01
   953       3741.24    0.00000e+00    0.0012401    0.0000015    0.00034133    1.379289675556412e-01
   954       3743.45    0.00000e+00    0.0015192    0.0000023    0.00051229    1.379390502465640e-01
   959       3756.17    0.00000e+00    0.0068554    0.0000470    0.01043084    1.379969906168536e-01
   960       3759.28    0.00000e+00    0.0036601    0.0000134    0.00297326    1.380111418886306e-01
   961       3761.22    0.00000e+00    0.0077931    0.0000607    0.01347977    1.380199857900140e-01
   962       3762.50    0.00000e+00    0.0142348    0.0002026    0.04497417    1.380258227936523e-01
   963       3764.10    0.00000e+00    0.0059314    0.0000352    0.00780863    1.380331260034884e-01
   964       3765.38    0.00000e+00    0.0046606    0.0000217    0.00482114    1.380389447749748e-01
   965       3768.13    0.00000e+00    0.0127581    0.0001628    0.03612665    1.380514886982080e-01
   966       3769.22    0.00000e+00    0.0048346    0.0000234    0.00518776    1.380564659140816e-01
   967       3771.63    0.00000e+00    0.0049311    0.0000243    0.00539688    1.380674447657658e-01
   968       3774.49    0.00000e+00    0.0103960    0.0001081    0.02398770    1.380804669275254e-01
   969       3777.38    0.00000e+00    0.0047791    0.0000228    0.00506933    1.380936103532538e-01
   970       3779.14    0.00000e+00    0.0016778    0.0000028    0.00062482    1.381016334269907e-01
   971       3781.62    0.00000e+00    0.0015082    0.0000023    0.00050488    1.381129515572421e-01
   972       3782.28    0.00000e+00    0.0050910    0.0000259    0.00575259    1.381159492782169e-01
   974       3789.08    0.00000e+00    0.0037311    0.0000139    0.00308973    1.381469527150675e-01
   975       3790.28    0.00000e+00    0.0046871    0.0000220    0.00487613    1.381524072453280e-01
   976       3791.13    0.00000e+00    0.0077462    0.0000600    0.01331800    1.381562738300361e-01
   977       3793.86    0.00000e+00    0.0033879    0.0000115    0.00254760    1.381687318829116e-01
   978       3795.60    0.00000e+00    0.0037893    0.0000144    0.00318695    1.381766365522270e-01
   979       3797.52    0.00000e+00    0.0025862    0.0000067    0.00148450    1.381853863873654e-01
   980       3801.10    0.00000e+00    0.0013116    0.0000017    0.00038181    1.382016865924768e-01
   981       3802.55    0.00000e+00    0.0033087    0.0000109    0.00242984    1.382082999505396e-01
   982       3803.89    0.00000e+00    0.0049150    0.0000242    0.00536167    1.382143984018459e-01
   983       3806.15    0.00000e+00    0.0036616    0.0000134    0.00297577    1.382247038585450e-01
   984       3808.98    0.00000e+00    0.0010558    0.0000011    0.00024740    1.382376310560646e-01
   986       3813.87    0.00000e+00    0.0029191    0.0000085    0.00189125    1.382599026754632e-01
   987       3815.31    0.00000e+00    0.0010216    0.0000010    0.00023165    1.382664369192085e-01
   988       3817.85    0.00000e+00    0.0041463    0.0000172    0.00381580    1.382780063980603e-01
   989       3821.04    0.00000e+00    0.0020856    0.0000043    0.00096546    1.382925719442333e-01
   990       3821.64    0.00000e+00    0.0036250    0.0000131    0.00291651    1.382952836638311e-01
   991       3824.83    0.00000e+00    0.0045011    0.0000203    0.00449676    1.383098496942920e-01
   992       3827.16    0.00000e+00    0.0059714    0.0000357    0.00791433    1.383204316601717e-01
   993       3829.05    0.00000e+00    0.0031459    0.0000099    0.00219664    1.383290621013459e-01
   994       3832.24    0.00000e+00    0.0015856    0.0000025    0.00055803    1.383436109086506e-01
   995       3833.23    0.00000e+00    0.0011332    0.0000013    0.00028500    1.383480885427299e-01
   997       3838.74    0.00000e+00    0.0069841    0.0000488    0.01082627    1.383732076525156e-01
   998       3839.35    0.00000e+00    0.0039758    0.0000158    0.00350843    1.383759998133698e-01
   999       3841.97    0.00000e+00    0.0034666    0.0000120    0.00266732    1.383879114205489e-01
  1001       3849.15    0.00000e+00    0.0045377    0.0000206    0.00457005    1.384206247274444e-01
  1002       3849.65    0.00000e+00    0.0033053    0.0000109    0.00242479    1.384229204018469e-01
