4.142582439	-0.000524109
4.151447809	0.01572327
4.158156058	0.042976939
4.160763052	0.079140461
4.167501464	0.051886792
4.173294641	0.03721174
4.177442496	0.051362683
4.179935169	0.064989518
4.185901945	0.095387841
4.189796454	0.129979036
4.198865278	0.139937107
4.199564506	0.13836478
4.200403887	0.177148847
4.203484492	0.21278826
4.206008349	0.249475891
4.206008349	0.28721174
4.207271415	0.363207547
4.209799823	0.410377358
4.211065167	0.452830189
4.212331272	0.499475891
4.212331272	0.53721174
4.217403314	0.523584906
4.221215369	0.481132075
4.222204805	0.432914046
4.222346191	0.443920335
4.222628991	0.395178197
4.22376057	0.357966457
4.225034322	0.320754717
4.225175897	0.283018868
4.227584131	0.246331237
4.234398693	0.232180294
4.237529382	0.267819706
4.240807328	0.30293501
4.242947853	0.377358491
4.242947853	0.41509434
4.242947853	0.339622642
4.243519024	0.45230608
4.244661829	0.48951782
4.245805249	0.527253669
4.2465202	0.564989518
4.246806247	0.602725367
4.248093939	0.655660377
4.249096017	0.697589099
4.25310906	0.662473795
4.255262024	0.625786164
4.256985965	0.588574423
4.259718398	0.551886792
4.261013933	0.504716981
4.263607368	0.438679245
4.266203962	0.391509434
4.27140665	0.419811321
4.272709305	0.455450734
4.274592321	0.492662474
4.275317	0.533018868
4.277057233	0.575471698
4.281704788	0.541404612
4.284469055	0.504716981
4.287236894	0.46802935
4.28840337	0.424528302
4.292637172	0.384696017
4.295269256	0.421383648
4.297172215	0.458071279
4.298930289	0.495283019
4.301129905	0.53197065
4.301570098	0.569706499
4.302597567	0.607442348
4.303625526	0.644654088
4.304360084	0.682389937
4.30494791	0.719601677
4.305682919	0.757337526
4.308183829	0.827568134
4.308183829	0.794025157
4.308478244	0.788259958
4.309361733	0.865303983
4.315704018	0.926100629
4.317772979	0.888888889
4.318808203	0.778301887
4.318808203	0.816037736
4.319252023	0.740566038
4.320287956	0.702830189
4.321620602	0.665618449
4.322657672	0.628406709
4.322805866	0.586477987
4.322805866	0.59067086
4.329187815	0.61687631
4.333353643	0.651991614
4.338721502	0.684486373
4.341559904	0.665618449
4.34709799	0.633647799
4.352049297	0.667190776
4.354754768	0.703354298
4.35625926	0.740566038
4.358066025	0.777777778
4.359271367	0.779350105
4.361834935	0.816037736
4.364552589	0.852725367
4.365912686	0.890461216
4.3674249	0.927672956
4.369998069	0.951781971
4.370149527	0.964360587
4.372271032	0.889412998
4.373332557	0.851677149
4.376824058	0.816037736
4.379560428	0.779350105
4.380168975	0.741614256
4.380321139	0.703878407
4.38123434	0.666666667
4.384128657	0.630503145
4.385043446	0.608490566
4.393293763	0.646226415
4.402497269	0.653563941
4.404958054	0.690251572
4.409887885	0.724318658
4.414210548	0.758909853
4.421175466	0.788259958
4.425209668	0.811320755
4.426607839	0.839622642
4.4333002	0.881027254
4.433456077	0.814989518
4.43579555	0.777777778
4.436419826	0.740566038
4.43782509	0.70754717
4.43938754	0.669287212
4.443298481	0.634171908
4.450512646	0.605345912
4.459326789	0.629454927
4.463430948	0.65408805
4.466118524	0.659853249
4.467384386	0.689727463
4.470552182	0.725890985
4.47992341	0.747903564
4.487895939	0.720649895
4.489014358	0.702830189
4.493493614	0.668238994
4.497660934	0.63312369
4.500711176	0.596960168
4.503443848	0.560272537
4.506340885	0.528301887
4.516509932	0.566037736
4.525587693	0.592767296
4.532582922	0.608490566
4.537149591	0.599056604
4.542052674	0.582809224
4.549919687	0.554507338
4.554685894	0.520440252
4.559132382	0.485324948
4.565074555	0.452830189
4.571529414	0.454926625
4.575676753	0.470125786
4.579332642	0.483752621
4.588331003	0.508385744
4.594014803	0.530398323
4.598035382	0.54245283
4.59937714	0.523060797
4.602566955	0.503668763
4.606770827	0.468553459
4.613513018	0.437106918
4.619259417	0.40408805
4.624680884	0.39360587
4.634199136	0.418763103
4.644440837	0.436582809
4.64992161	0.452830189
4.655931035	0.435534591
4.667823799	0.422431866
4.678735595	0.40408805
4.689000941	0.384171908
4.693538965	0.358490566
4.700012088	0.370020964
4.712483623	0.370545073
4.72502152	0.370020964
4.737448313	0.376834382
4.74922502	0.392557652
