HooBenzene, energy A2 / Hartree
    0.000000000000000,   -285.8659277742
    0.099916682970544,   -285.8653173001
    0.199333999622169,   -285.8634801813
    0.297755052084435,   -285.8604028380
    0.394687959677709,   -285.8560590826
    0.489648248359182,   -285.8504069326
    0.582161314396181,   -285.8433841089
    0.671764780049942,   -285.8349047530
