Ground state energy = 26164.85 cm^-1
Max intensity = 0.033345
Number    ΔE / cm^-1    convergence    amplitude    intensity    normalized    E / Hartree
     1          0.00    0.00000e+00    0.0523332    0.0027388    0.08213474    1.192158603176968e-01
     2        530.09    0.00000e+00    0.0430424    0.0018526    0.05556042    1.216311161005966e-01
     4        898.15    0.00000e+00    0.0391685    0.0015342    0.04600944    1.233081340034245e-01
     5        985.48    0.00000e+00    0.0013813    0.0000019    0.00005722    1.237060236461036e-01
     6       1060.17    0.00000e+00    0.0242678    0.0005889    0.01766176    1.240463405124751e-01
     7       1062.60    0.00000e+00    0.0066328    0.0000440    0.00131938    1.240574434770539e-01
     8       1093.97    0.00000e+00    0.0076684    0.0000588    0.00176351    1.242003566841074e-01
     9       1136.86    0.00000e+00    0.0023556    0.0000055    0.00016641    1.243957642475010e-01
    10       1165.14    0.00000e+00    0.0146782    0.0002154    0.00646128    1.245246344152885e-01
    11       1236.72    0.00000e+00    0.0052990    0.0000281    0.00084210    1.248507752493707e-01
    12       1239.90    0.00000e+00    0.0214381    0.0004596    0.01378300    1.248652768309093e-01
    13       1296.10    0.00000e+00    0.0020251    0.0000041    0.00012299    1.251213352395746e-01
    14       1382.76    0.00000e+00    0.0092776    0.0000861    0.00258135    1.255161902601038e-01
    15       1388.33    0.00000e+00    0.0137373    0.0001887    0.00565944    1.255415451130713e-01
    17       1412.90    0.00000e+00    0.0023697    0.0000056    0.00016840    1.256534890278469e-01
    18       1428.21    0.00000e+00    0.0324030    0.0010500    0.03148792    1.257232725365840e-01
    19       1440.53    0.00000e+00    0.1757415    0.0308851    0.92623450    1.257794146251738e-01
    20       1475.00    0.00000e+00    0.0039345    0.0000155    0.00046426    1.259364729505137e-01
    22       1515.61    0.00000e+00    0.0011933    0.0000014    0.00004270    1.261214879522668e-01
    23       1544.97    0.00000e+00    0.0328996    0.0010824    0.03246046    1.262552816932688e-01
    24       1590.28    0.00000e+00    0.0108157    0.0001170    0.00350818    1.264617185188837e-01
    25       1592.69    0.00000e+00    0.0059706    0.0000356    0.00106908    1.264727095552747e-01
    26       1598.51    0.00000e+00    0.0072508    0.0000526    0.00157669    1.264991865091730e-01
    27       1624.06    0.00000e+00    0.0063033    0.0000397    0.00119155    1.266156386885587e-01
    28       1643.18    0.00000e+00    0.0252481    0.0006375    0.01911746    1.267027284883175e-01
    29       1652.73    0.00000e+00    0.0112727    0.0001271    0.00381093    1.267462551503880e-01
    30       1666.93    0.00000e+00    0.0018990    0.0000036    0.00010815    1.268109398021858e-01
    31       1695.20    0.00000e+00    0.0115979    0.0001345    0.00403398    1.269397645047151e-01
    32       1766.77    0.00000e+00    0.0045024    0.0000203    0.00060794    1.272658648900553e-01
    33       1769.98    0.00000e+00    0.0175751    0.0003089    0.00926336    1.272804976894116e-01
    35       1796.11    0.00000e+00    0.0173853    0.0003022    0.00906438    1.273995286505481e-01
    36       1826.18    0.00000e+00    0.0016492    0.0000027    0.00008157    1.275365445257014e-01
    38       1883.86    0.00000e+00    0.0010743    0.0000012    0.00003461    1.277993777990455e-01
    40       1912.81    0.00000e+00    0.0070192    0.0000493    0.00147757    1.279312556005717e-01
    41       1918.42    0.00000e+00    0.0124860    0.0001559    0.00467537    1.279568053789299e-01
    44       1943.01    0.00000e+00    0.0020776    0.0000043    0.00012945    1.280688701844644e-01
    45       1958.25    0.00000e+00    0.0184844    0.0003417    0.01024669    1.281383277355397e-01
    46       1960.73    0.00000e+00    0.0055939    0.0000313    0.00093842    1.281496257135523e-01
    47       1970.54    0.00000e+00    0.1469771    0.0216023    0.64784607    1.281943135764039e-01
    49       1992.12    0.00000e+00    0.0059977    0.0000360    0.00107880    1.282926360457401e-01
    50       2005.02    0.00000e+00    0.0033165    0.0000110    0.00032987    1.283514112976684e-01
    52       2034.91    0.00000e+00    0.0016290    0.0000027    0.00007958    1.284875855761108e-01
    57       2063.07    0.00000e+00    0.0111716    0.0001248    0.00374286    1.286159180958020e-01
    58       2075.01    0.00000e+00    0.0280944    0.0007893    0.02367075    1.286702906272387e-01
    63       2122.77    0.00000e+00    0.0038646    0.0000149    0.00044789    1.288878940470652e-01
    64       2126.85    0.00000e+00    0.0037422    0.0000140    0.00041998    1.289065015800112e-01
    65       2128.59    0.00000e+00    0.0060580    0.0000367    0.00110059    1.289144406541094e-01
    66       2135.18    0.00000e+00    0.0054572    0.0000298    0.00089313    1.289444378167680e-01
    67       2138.01    0.00000e+00    0.0160531    0.0002577    0.00772844    1.289573292957539e-01
    69       2154.14    0.00000e+00    0.0035519    0.0000126    0.00037834    1.290308586550962e-01
    71       2173.14    0.00000e+00    0.0206579    0.0004267    0.01279805    1.291174361011875e-01
    73       2182.83    0.00000e+00    0.0093464    0.0000874    0.00261973    1.291615708982366e-01
    74       2194.14    0.00000e+00    0.0016081    0.0000026    0.00007756    1.292130835111428e-01
    75       2196.99    0.00000e+00    0.0010515    0.0000011    0.00003316    1.292260853637878e-01
    78       2225.25    0.00000e+00    0.0062647    0.0000392    0.00117701    1.293548243158896e-01
    79       2227.69    0.00000e+00    0.0018116    0.0000033    0.00009843    1.293659865241351e-01
    81       2259.10    0.00000e+00    0.0021297    0.0000045    0.00013602    1.295090779425539e-01
    83       2267.95    0.00000e+00    0.0016563    0.0000027    0.00008227    1.295493935151365e-01
    84       2280.64    0.00000e+00    0.0056768    0.0000322    0.00096644    1.296072408800494e-01
    86       2286.49    0.00000e+00    0.0102448    0.0001050    0.00314759    1.296338686473429e-01
    88       2296.82    0.00000e+00    0.0026746    0.0000072    0.00021453    1.296809375964295e-01
    90       2300.06    0.00000e+00    0.0098813    0.0000976    0.00292821    1.296956926197368e-01
    91       2302.47    0.00000e+00    0.0023991    0.0000058    0.00017262    1.297066860679025e-01
    93       2311.39    0.00000e+00    0.0029882    0.0000089    0.00026779    1.297473292498739e-01
    94       2320.04    0.00000e+00    0.0080796    0.0000653    0.00195773    1.297867218876270e-01
    95       2326.11    0.00000e+00    0.0147635    0.0002180    0.00653661    1.298143935678526e-01
    97       2333.87    0.00000e+00    0.0025831    0.0000067    0.00020010    1.298497697677027e-01
    98       2338.25    0.00000e+00    0.1598677    0.0255577    0.76646740    1.298697082819822e-01
   103       2372.81    0.00000e+00    0.0033689    0.0000113    0.00034037    1.300272001041821e-01
   110       2401.17    0.00000e+00    0.0019137    0.0000037    0.00010983    1.301563976907434e-01
   111       2404.94    0.00000e+00    0.0059004    0.0000348    0.00104410    1.301735752191926e-01
   114       2424.53    0.00000e+00    0.0023255    0.0000054    0.00016218    1.302628405479743e-01
   115       2427.92    0.00000e+00    0.0052686    0.0000278    0.00083247    1.302782774505953e-01
   118       2442.85    0.00000e+00    0.0318885    0.0010169    0.03049585    1.303462987960609e-01
   119       2445.29    0.00000e+00    0.0015044    0.0000023    0.00006788    1.303574077570703e-01
   120       2448.50    0.00000e+00    0.0077595    0.0000602    0.00180565    1.303720356130980e-01
   121       2450.94    0.00000e+00    0.0016197    0.0000026    0.00007868    1.303831860015912e-01
   124       2473.09    0.00000e+00    0.0012760    0.0000016    0.00004883    1.304840699731603e-01
   126       2476.50    0.00000e+00    0.0012618    0.0000016    0.00004774    1.304996285214259e-01
   127       2476.71    0.00000e+00    0.0013758    0.0000019    0.00005677    1.305005724235360e-01
   129       2480.63    0.00000e+00    0.0059590    0.0000355    0.00106494    1.305184224759137e-01
   130       2482.31    0.00000e+00    0.0020457    0.0000042    0.00012550    1.305260885648526e-01
   131       2488.32    0.00000e+00    0.0083884    0.0000704    0.00211022    1.305535009139191e-01
   132       2490.76    0.00000e+00    0.0050934    0.0000259    0.00077800    1.305645928509234e-01
   133       2496.65    0.00000e+00    0.0052419    0.0000275    0.00082403    1.305914254761784e-01
   134       2500.55    0.00000e+00    0.0844712    0.0071354    0.21398797    1.306092258164959e-01
   136       2502.99    0.00000e+00    0.0144049    0.0002075    0.00622289    1.306203154965762e-01
   139       2522.17    0.00000e+00    0.0049173    0.0000242    0.00072513    1.307076926161262e-01
   145       2534.46    0.00000e+00    0.0236738    0.0005605    0.01680775    1.307636956680124e-01
   146       2535.03    0.00000e+00    0.0016108    0.0000026    0.00007782    1.307663127766895e-01
   148       2537.38    0.00000e+00    0.0023221    0.0000054    0.00016171    1.307770162803099e-01
   149       2540.57    0.00000e+00    0.0190822    0.0003641    0.01092016    1.307915603092157e-01
   152       2550.78    0.00000e+00    0.0092240    0.0000851    0.00255156    1.308380846143631e-01
   153       2553.48    0.00000e+00    0.0037685    0.0000142    0.00042589    1.308503868708391e-01
   154       2564.93    0.00000e+00    0.0013495    0.0000018    0.00005462    1.309025378789233e-01
