time-step,nac01,nac02,nac03,nac12,nac13,nac23,energy0,energy1,energy2,energy3
260,0.252228,2.11667,0.149055,0.776546,0.556065,0.443355,0.0741214,0.235013,0.260681,0.315636
261,0.280548,2.20197,0.138904,0.837894,0.510812,0.448033,0.0737645,0.233786,0.260199,0.319513
262,0.3354,2.15733,0.124503,0.835356,0.591913,0.441718,0.0776167,0.235778,0.263383,0.326563
263,0.407459,2.01243,0.114575,0.800001,0.701877,0.431412,0.0852327,0.242068,0.271303,0.336663
264,0.487212,1.829,0.109434,0.733739,0.774971,0.405953,0.0874788,0.242308,0.274051,0.339395
265,0.562627,1.66269,0.105472,0.667077,0.799242,0.376422,0.0833918,0.233366,0.268875,0.332459
266,0.621069,1.52628,0.0984424,0.655082,0.817806,0.355872,0.0813095,0.224149,0.263232,0.324907
267,0.645093,1.39825,0.0907783,0.716912,0.878433,0.339861,0.0867656,0.223098,0.263559,0.324819
268,0.621852,1.27331,0.0938622,0.83798,1.03415,0.325172,0.0948597,0.227208,0.266717,0.328813
269,0.561553,1.18067,0.113063,1.0189,1.27241,0.334419,0.0972134,0.228056,0.264748,0.327842
270,0.497553,1.13559,0.136607,1.26298,1.48817,0.389079,0.0932224,0.224569,0.256811,0.320136
271,0.465571,1.13608,0.153077,1.52104,1.53158,0.43568,0.0878954,0.221221,0.248235,0.311346
272,0.497186,1.16119,0.17622,1.55865,1.47316,0.426272,0.0857379,0.220586,0.243415,0.306031
273,0.598262,1.13749,0.215373,1.10575,1.51335,0.367635,0.0914048,0.224908,0.246845,0.307121
274,0.686614,1.0678,0.234347,0.644009,1.83541,0.302181,0.101299,0.231576,0.255988,0.31178
275,0.693633,1.05005,0.219438,0.477933,2.88296,0.275822,0.106746,0.237026,0.263092,0.313312
276,0.622871,1.03617,0.175266,0.519936,4.81338,0.35628,0.103244,0.240312,0.263535,0.308608
277,0.500964,0.926617,0.126228,0.798093,5.31251,0.364322,0.0900362,0.236144,0.255378,0.299907
278,0.352795,0.836045,0.113849,0.667616,2.71597,0.277307,0.0712583,0.221462,0.2412,0.290431
279,0.23395,0.82859,0.117619,0.558175,0.915501,0.268389,0.0574075,0.207537,0.230335,0.283751
280,0.242299,0.858352,0.140091,0.642707,0.673505,0.262689,0.0569697,0.20544,0.231162,0.289417
281,0.336469,0.874697,0.15967,0.813969,0.743072,0.246104,0.0661617,0.214163,0.241001,0.309113
282,0.384436,0.796185,0.164463,1.03162,0.721956,0.250189,0.0696089,0.219302,0.246371,0.322341
283,0.372831,0.701501,0.154688,1.10809,0.77471,0.267495,0.0636553,0.215014,0.244577,0.323507
284,0.316998,0.790567,0.136545,0.917351,0.869046,0.294709,0.0615674,0.214085,0.251694,0.328749
285,0.26617,0.820972,0.121433,0.691237,0.968904,0.324941,0.0717623,0.224822,0.275807,0.347742
286,0.279152,0.808818,0.120359,0.585861,1.11213,0.354678,0.0926651,0.242425,0.304378,0.372343
287,0.299432,0.862581,0.132869,0.557968,1.36874,0.390698,0.109248,0.254044,0.322337,0.385979
288,0.304934,0.986756,0.141241,0.572948,1.7003,0.437737,0.112005,0.252206,0.321754,0.379585
289,0.327741,1.137,0.131961,0.587006,1.86518,0.516981,0.107218,0.242781,0.308326,0.36058
290,0.390305,1.19486,0.113461,0.576405,1.68862,0.545939,0.105294,0.236339,0.295949,0.344923
291,0.445095,1.29784,0.102907,0.557343,1.38603,0.486704,0.109123,0.236537,0.2915,0.339086
292,0.466553,1.45282,0.107776,0.527843,1.18155,0.430172,0.112679,0.238246,0.289243,0.336829
293,0.447726,1.47929,0.115857,0.510378,1.07381,0.396387,0.1064,0.234596,0.2804,0.329114
294,0.392589,1.37314,0.122449,0.522502,1.11147,0.398357,0.0879188,0.224428,0.262904,0.312559
295,0.344066,1.28105,0.134346,0.517335,1.3992,0.426846,0.0673913,0.214263,0.245813,0.295003
296,0.339399,1.29738,0.148706,0.476647,1.90523,0.446311,0.0602452,0.213153,0.242473,0.28995
297,0.377532,1.33377,0.162621,0.551992,2.35462,0.447713,0.0668449,0.217969,0.250682,0.296617
298,0.428696,1.29461,0.184223,0.612478,2.562,0.449644,0.0755069,0.220018,0.258332,0.304023
299,0.484527,1.24231,0.203281,0.614729,2.66095,0.429654,0.0840022,0.223586,0.265613,0.311953
300,0.515463,1.22266,0.209168,0.576337,2.73719,0.42159,0.0860458,0.224593,0.267498,0.313933
301,0.50401,1.21622,0.20763,0.506044,2.74832,0.420484,0.0796295,0.218732,0.261704,0.30742
302,0.466766,1.16961,0.205401,0.44752,2.62137,0.385574,0.0754805,0.215007,0.257681,0.304529
303,0.43476,1.09768,0.204381,0.439838,2.39111,0.322169,0.0815359,0.220687,0.262369,0.313517
304,0.43476,1.05976,0.200786,0.484305,2.20482,0.265183,0.0914175,0.229721,0.269453,0.326791
305,0.4608,1.06411,0.187444,0.554737,2.14091,0.227293,0.0934795,0.231349,0.268333,0.331195
306,0.471601,1.10664,0.158757,0.619285,2.15685,0.209317,0.0874664,0.226183,0.260394,0.326733
307,0.426201,1.19059,0.126912,0.722164,2.12664,0.206709,0.0863142,0.227676,0.259473,0.327888
308,0.35888,1.23944,0.108282,0.867005,1.956,0.219505,0.0961186,0.239989,0.270414,0.339987
309,0.335426,1.21921,0.0967225,0.849428,1.65923,0.225883,0.102048,0.2448,0.276357,0.346502
310,0.34027,1.19867,0.0898954,0.708611,1.37966,0.225444,0.0985214,0.238003,0.27171,0.341705
311,0.353491,1.23428,0.0878475,0.619146,1.24715,0.234512,0.0937205,0.231392,0.265687,0.334198
312,0.376754,1.31191,0.0890088,0.620366,1.28924,0.264791,0.0891703,0.226528,0.260546,0.325726
313,0.424601,1.33381,0.0929711,0.6682,1.43979,0.314727,0.0861622,0.222119,0.25706,0.31711
314,0.510757,1.22595,0.104113,0.680083,1.52845,0.374081,0.0869036,0.217695,0.256986,0.310346
315,0.596416,1.07622,0.127666,0.627936,1.49463,0.482865,0.0913272,0.213465,0.261234,0.306014
316,0.613539,0.975316,0.172227,0.548285,1.44846,0.78969,0.0990199,0.2117,0.270508,0.304245
317,0.550065,0.969386,0.23653,0.453277,1.50725,2.02364,0.110633,0.213439,0.285102,0.305055
318,0.513007,1.10594,0.267624,0.701629,1.56654,21.4789,0.126401,0.214729,0.302211,0.307527
319,0.759324,0.900931,1.06494,1.73665,0.772055,1.65718,0.147944,0.21304,0.305035,0.327554
320,1.89501,1.23576,1.18892,1.85279,0.871322,0.703651,0.176033,0.214762,0.307509,0.358303
321,3.98303,1.75317,0.930886,1.61027,1.21977,0.571462,0.20168,0.228745,0.317326,0.395219
322,3.98717,1.97826,0.632182,1.23505,1.32306,0.51027,0.218865,0.243977,0.331593,0.426191
323,6.37397,2.05801,0.277746,0.500732,1.2647,0.445052,0.228452,0.245581,0.342128,0.442127
324,6.30739,1.56328,0.338849,0.884777,0.925745,0.364644,0.22241,0.243033,0.346916,0.441913
325,4.16148,1.10863,0.338485,0.934181,0.616517,0.314808,0.214384,0.237754,0.349125,0.433047
326,4.89308,0.772583,0.374836,0.965659,0.43259,0.323894,0.214817,0.233289,0.354888,0.425485
327,4.39891,0.401861,0.476107,1.17819,0.28288,0.414464,0.214837,0.233376,0.362291,0.419346
328,2.58004,0.232755,0.569567,1.43791,0.229056,0.572629,0.208158,0.233072,0.364854,0.41124
329,2.04165,0.228892,0.707786,1.75014,0.23234,0.703697,0.201274,0.23145,0.36375,0.403804
330,2.12797,0.327389,0.873172,2.00224,0.265745,0.802483,0.200946,0.23627,0.365077,0.400997
331,2.60752,0.492122,1.04523,2.05267,0.322792,0.930072,0.20347,0.243367,0.366994,0.398748
332,2.9221,0.685709,1.17235,1.88274,0.410346,0.945437,0.198789,0.2403,0.35988,0.389071
333,2.61117,0.810201,1.17595,1.69162,0.499621,0.762708,0.190572,0.231627,0.345924,0.376275
334,2.56783,0.864401,1.06727,1.59013,0.483523,0.604843,0.188688,0.225497,0.334533,0.368982
335,3.68207,0.880517,0.909104,1.57325,0.385702,0.494312,0.194325,0.221241,0.326154,0.367035
336,9.57638,0.738128,0.766762,1.69333,0.27134,0.383494,0.202983,0.214795,0.315983,0.365294
337,12.8552,1.26189,0.401658,1.43707,0.59395,0.31119,0.2053,0.212467,0.304826,0.361619
338,7.59853,1.7985,0.268699,1.00864,0.632929,0.305941,0.20478,0.218417,0.300517,0.360077
339,7.23834,2.25331,0.240125,0.707882,0.651491,0.351995,0.211535,0.225764,0.305857,0.362522
340,7.87275,2.75634,0.254085,0.475962,0.662116,0.410208,0.218747,0.23081,0.31269,0.363129
341,10.1232,3.2884,0.306644,0.633642,0.657962,0.449044,0.222101,0.230729,0.312406,0.358086
342,26.85,3.7353,0.358263,0.871733,0.664662,0.494909,0.2239,0.227054,0.30646,0.350156
343,20.6824,0.908956,0.710686,3.86019,0.393691,0.574223,0.22104,0.225325,0.29972,0.341162
344,7.67765,0.879499,0.791639,3.57239,0.440322,0.760448,0.212278,0.224585,0.293974,0.330061
345,4.98575,0.805398,0.896528,2.96037,0.519873,1.3714,0.201755,0.221543,0.291957,0.317938
346,3.38565,0.800866,0.947544,2.12205,0.827233,6.60085,0.191787,0.219756,0.298161,0.309515
347,2.0707,1.13659,0.609476,1.00871,1.47284,7.06936,0.184396,0.222498,0.302748,0.314288
348,1.29201,1.2632,0.453123,0.699948,1.32615,2.52334,0.180671,0.230812,0.307515,0.331838
349,0.962631,1.386,0.349102,0.590884,1.16326,1.23397,0.180864,0.246988,0.317739,0.360429
350,0.804414,1.53989,0.279599,0.604035,1.27772,0.930912,0.183371,0.272893,0.332978,0.387918
351,0.718616,1.66835,0.225939,0.748032,1.67079,0.970461,0.185906,0.307028,0.352519,0.408428
352,0.701,1.71913,0.174814,0.867389,1.4095,0.674393,0.190179,0.340254,0.374806,0.434284
353,0.681798,1.69898,0.140787,0.924215,0.973941,0.497228,0.196787,0.360815,0.3944,0.463513
354,0.621967,1.54351,0.131476,1.038,0.840695,0.47709,0.200617,0.370257,0.408783,0.484708
355,0.625892,1.21246,0.150077,1.0535,0.860205,0.487267,0.201231,0.373171,0.422716,0.49502
356,0.750841,0.826103,0.202402,1.18102,0.945128,0.571289,0.203182,0.378303,0.436987,0.508393
357,1.06757,0.535649,0.268948,1.92909,0.770342,0.706149,0.194162,0.377898,0.435556,0.515337
358,0.981586,0.393078,0.312867,2.73894,0.660517,0.908141,0.176014,0.372294,0.423629,0.502382
359,0.914964,0.387539,0.372688,3.15935,0.615893,0.955028,0.166656,0.366337,0.411333,0.488577
360,0.838891,0.406656,0.381071,3.87016,0.805422,1.06879,0.155917,0.360545,0.395569,0.467973
361,0.710777,0.41653,0.346085,5.4159,1.36064,1.36272,0.145691,0.358973,0.381096,0.439297
362,0.648555,0.435305,0.313195,7.22077,2.17542,1.78551,0.139861,0.356194,0.370485,0.412759
363,0.640728,0.471428,0.310391,7.69672,2.62415,2.04544,0.134583,0.345568,0.357428,0.39513
364,0.653887,0.511108,0.358422,6.09866,2.99725,1.39474,0.129311,0.326563,0.339805,0.381587
365,0.63076,0.706521,0.425853,3.27843,3.09142,1.32486,0.130775,0.304823,0.324458,0.363962
366,0.970655,1.04411,0.505829,3.03132,3.68282,2.29269,0.135548,0.295847,0.314018,0.341294
367,0.976496,1.11106,0.911338,8.73307,4.14805,4.43402,0.131468,0.2969,0.309219,0.325116
368,0.725901,0.587316,0.726534,6.90718,2.36362,8.71986,0.117394,0.293316,0.307493,0.32686
369,0.714058,0.359711,0.933649,3.60055,1.85164,5.68077,0.113046,0.291046,0.305108,0.338823
370,0.616086,0.495829,0.872735,3.08175,1.34857,3.33414,0.126516,0.298984,0.314237,0.35745
371,0.644356,0.535437,0.589733,2.51664,1.01033,2.12779,0.14472,0.315354,0.334744,0.379194
372,0.709358,0.518616,0.580963,1.87317,1.10006,2.10283,0.159443,0.332623,0.357325,0.391661
373,0.751004,0.473789,0.60494,1.60341,1.36414,4.278,0.163979,0.345467,0.375502,0.396883
374,0.757075,0.431828,0.573282,1.58418,1.73281,16.7254,0.158856,0.35361,0.390768,0.400458
375,0.729013,0.533119,0.338698,2.35989,1.01844,29.2748,0.151642,0.35969,0.404113,0.408569
376,0.687277,0.521336,0.257963,2.29551,1.69153,20.5051,0.147165,0.365472,0.410469,0.418658
377,0.661237,0.479061,0.383489,3.80577,2.64359,7.61097,0.141452,0.367291,0.40131,0.421345
378,0.64745,0.540782,0.410214,4.46646,2.05259,1.71956,0.129029,0.353685,0.379515,0.415394
379,0.557125,0.650736,0.330844,1.4085,1.44689,1.14066,0.112214,0.327951,0.359749,0.399676
380,0.436604,0.77176,0.266636,1.16133,1.13814,0.673867,0.101951,0.304358,0.341462,0.390762
381,0.431367,1.05242,0.253986,1.14728,0.782269,0.600962,0.108474,0.292872,0.333563,0.405155
382,0.659425,1.59718,0.212496,1.43181,0.653406,0.259499,0.129508,0.301726,0.33855,0.443534
383,0.969906,2.19686,0.215164,2.03802,0.881017,0.206808,0.151524,0.31913,0.349946,0.484676
384,1.01044,2.42743,0.236888,2.89006,1.34031,0.224995,0.165482,0.331713,0.364068,0.511232
385,0.892385,2.1344,0.241106,3.10727,1.67206,0.245096,0.174298,0.339805,0.383595,0.529776
386,0.95337,1.65099,0.234266,2.28053,1.59357,0.393243,0.18413,0.347406,0.407563,0.559078
387,0.946894,1.26822,0.184344,1.56834,1.15596,0.337764,0.193772,0.354963,0.428931,0.612756
388,0.847668,1.02382,0.123969,1.13574,0.691803,0.14495,0.200603,0.360758,0.444635,0.688658
389,0.719945,0.86193,0.0873348,0.818591,0.366092,0.0660963,0.204492,0.36346,0.45803,0.761594
390,0.617567,0.748792,0.0748031,0.575888,0.236477,0.0509558,0.205259,0.361356,0.470265,0.801012
391,0.584373,0.69306,0.0825082,0.43448,0.21611,0.0562409,0.201799,0.353264,0.476572,0.792042
392,0.585487,0.708757,0.0947584,0.392143,0.25327,0.0745703,0.190417,0.338773,0.467355,0.748222
393,0.572072,0.793363,0.109604,0.450607,0.31051,0.0951054,0.169013,0.320644,0.436915,0.691787
394,0.616075,0.927496,0.128183,0.637757,0.35682,0.11,0.148378,0.311236,0.399523,0.63586
395,0.552144,1.05869,0.141382,0.940894,0.368754,0.117034,0.145043,0.32282,0.380806,0.594538
396,0.517661,1.12981,0.169345,1.15387,0.313918,0.12037,0.160861,0.349663,0.387129,0.57565
397,0.499288,1.12472,0.213072,1.07813,0.392455,0.124262,0.177923,0.372928,0.399597,0.571983
398,0.482189,1.07221,0.238626,1.69918,0.516406,0.120659,0.178512,0.379669,0.399089,0.563907
399,0.490045,0.986728,0.23302,2.61011,0.600178,0.142164,0.164451,0.371953,0.387206,0.538855
400,0.482131,0.914311,0.216257,1.95414,0.664797,0.218173,0.153343,0.365352,0.379991,0.505153
401,0.474322,0.905863,0.192205,3.04054,0.681641,0.343818,0.157594,0.370359,0.384525,0.479885
402,0.662517,0.901131,0.174668,8.88677,0.722306,0.49845,0.162017,0.37587,0.384675,0.45757
403,1.04671,0.530697,0.169172,14.2286,0.644771,1.02915,0.150215,0.363669,0.369986,0.424439
404,1.13539,0.493127,0.179075,2.70747,0.586144,1.91842,0.134636,0.340186,0.354989,0.39124
405,1.1797,0.464508,0.199077,1.64388,0.615847,2.96147,0.12683,0.323488,0.343732,0.371563
406,1.22088,0.384038,0.205143,1.51187,0.698085,3.1899,0.125271,0.313915,0.334047,0.362719
407,1.23319,0.367012,0.19682,1.54833,0.756184,3.03573,0.126056,0.308415,0.325668,0.357494
408,1.19402,0.380728,0.178555,2.10951,0.751186,3.02307,0.126378,0.305155,0.316417,0.352515
409,1.08936,0.485727,0.166019,30.1013,0.610971,2.92364,0.123866,0.3002,0.301281,0.346771
410,0.398423,1.08624,0.166775,2.29464,2.52576,0.536753,0.119441,0.281445,0.2918,0.338926
411,0.38583,1.10524,0.172638,1.30811,2.16709,0.412405,0.116142,0.26631,0.283208,0.329397
412,0.325276,1.1858,0.171311,1.20722,1.89414,0.302353,0.110668,0.259077,0.275734,0.320198
413,0.288974,1.30539,0.165662,1.1637,1.68625,0.27431,0.100147,0.252817,0.268965,0.311346
414,0.28296,1.45009,0.160786,0.944519,1.63002,0.307576,0.0962727,0.252022,0.271031,0.31147
415,0.265114,1.58365,0.146109,0.695358,1.64439,0.410693,0.105327,0.261803,0.284335,0.325283
416,0.237892,1.65248,0.123375,0.552026,1.66929,0.661628,0.116059,0.274739,0.297365,0.340232
417,0.280992,1.60441,0.119605,0.696749,1.77039,0.793003,0.117833,0.28378,0.302232,0.346907
418,0.391393,1.44226,0.128943,1.32066,1.79059,0.851721,0.114903,0.291335,0.306387,0.351765
419,0.474294,1.28124,0.165534,1.63964,1.6882,1.09963,0.116741,0.30163,0.317905,0.358493
420,0.462267,1.24453,0.211393,1.6792,1.76798,1.64434,0.123887,0.314877,0.332768,0.364687
421,0.329585,1.33922,0.234195,4.5001,2.53279,2.26768,0.125297,0.329459,0.340043,0.365216
422,1.31826,0.694134,0.282644,4.90299,2.43196,11.4716,0.115232,0.332815,0.347139,0.357523
423,1.56137,0.487789,0.423441,3.24522,1.13388,6.013,0.110952,0.33357,0.35261,0.381389
424,1.72279,0.529692,0.417778,2.5916,0.964183,4.04899,0.131244,0.358925,0.381487,0.431028
425,1.80783,0.519588,0.34685,2.13985,0.946418,3.79722,0.168686,0.400671,0.428105,0.485527
426,1.7826,0.489265,0.286922,2.13112,1.03057,4.09756,0.198032,0.432539,0.462824,0.51781
427,1.61524,0.44595,0.29423,2.47234,1.16603,4.58181,0.203969,0.439011,0.469848,0.516824
428,1.34644,0.355379,0.312525,2.45134,1.18397,5.27287,0.194459,0.428525,0.461338,0.497575
429,1.06883,0.271273,0.317758,1.72909,1.04586,7.52111,0.187031,0.419986,0.459609,0.482367
430,0.856564,0.318848,0.254938,1.35407,0.787685,14.2247,0.186848,0.418883,0.46535,0.475793
431,0.735036,0.432382,0.169595,1.44423,0.589092,6.90017,0.178857,0.40926,0.450983,0.468711
432,0.722907,0.493336,0.170407,1.43903,0.491236,5.31301,0.152815,0.378063,0.415305,0.441365
433,0.821811,0.456803,0.186898,1.30095,0.377502,4.93405,0.126582,0.342258,0.377857,0.409787
434,0.959803,0.41243,0.223838,1.5937,0.41818,4.17891,0.125154,0.330503,0.35841,0.401064
435,1.06052,0.387311,0.283238,4.70048,0.490011,3.25417,0.149478,0.346897,0.35744,0.419146
436,0.422833,1.0884,0.343387,6.83879,2.8859,0.449373,0.174179,0.356481,0.365297,0.432692
437,0.432631,1.12868,0.401125,3.28531,2.74554,0.507156,0.174642,0.339388,0.359493,0.419022
438,0.431853,1.12397,0.456145,3.15821,2.65191,0.569257,0.15643,0.314702,0.335205,0.390751
439,0.4506,1.04017,0.534719,3.7397,2.60313,0.770131,0.141708,0.301382,0.317287,0.372608
440,0.567317,1.00281,0.592195,6.1594,2.5711,1.11817,0.13583,0.303618,0.313774,0.367721
441,0.824416,0.940552,0.567152,19.1096,1.65356,2.65173,0.12704,0.306672,0.310992,0.360075
442,1.12996,0.65364,0.411899,3.5905,0.598193,3.97237,0.11075,0.292978,0.307697,0.342181
443,1.36495,0.508093,0.360819,1.66518,0.721637,5.58625,0.0990296,0.280063,0.307517,0.32871
444,1.64068,0.503893,0.432626,1.21783,0.616762,5.65361,0.106067,0.286853,0.315872,0.335202
445,1.83612,0.487913,0.449349,1.73428,0.566508,4.7746,0.131802,0.315915,0.335755,0.361238
446,1.83084,0.675575,0.402197,5.99777,1.50888,4.84454,0.158607,0.347612,0.358265,0.38929
447,1.43863,1.12506,0.384662,11.1382,3.17093,4.30629,0.161755,0.354839,0.363359,0.396251
448,0.989679,1.13597,0.399261,12.1402,3.55814,2.77317,0.142606,0.340156,0.347835,0.38488
449,0.471301,0.923791,0.391707,5.11215,2.93639,0.703302,0.126996,0.327172,0.336278,0.379797
450,0.276448,0.620471,0.35523,1.43058,2.06999,0.334418,0.130829,0.328221,0.345089,0.393258
451,0.364186,0.473125,0.314763,1.253,1.72126,0.414538,0.141186,0.33465,0.358378,0.409977
452,0.491362,0.450874,0.281121,1.74399,1.73663,0.581477,0.136461,0.331005,0.354761,0.40812
453,0.68072,0.506262,0.279747,2.96683,1.98221,0.728534,0.118715,0.317986,0.336996,0.390663
454,0.641492,0.634867,0.350202,3.50364,2.14156,0.854958,0.108691,0.30908,0.3271,0.380944
455,0.572665,0.813599,0.287396,2.77083,1.99609,0.862764,0.1204,0.313878,0.336516,0.392872
456,0.675542,1.01331,0.206705,2.35669,1.68833,0.729973,0.139244,0.322641,0.349946,0.410605
457,0.783665,1.18981,0.155801,2.49877,1.37541,0.647772,0.141368,0.317664,0.344485,0.410714
458,0.840569,1.24742,0.149056,3.16643,1.03936,0.540026,0.127223,0.299386,0.321335,0.394637
459,0.800815,1.15985,0.15749,4.10311,0.755838,0.432097,0.116575,0.286877,0.303208,0.381977
460,0.684143,1.02916,0.177658,4.22647,0.837639,0.421351,0.12283,0.294922,0.30707,0.386337
461,0.550204,0.952908,0.170845,2.5594,1.48694,0.493903,0.140943,0.318403,0.327344,0.400547
462,0.458692,0.963904,0.164331,9.29789,2.09137,0.773635,0.155461,0.341219,0.346688,0.411785
463,0.553865,0.943541,0.177121,29.742,1.51878,1.16415,0.161609,0.355458,0.359199,0.419563
464,0.666769,0.876838,0.19801,37.2819,1.13555,1.38052,0.167468,0.367346,0.370701,0.430297
465,0.616132,0.879188,0.230484,28.0552,1.42518,1.33294,0.175612,0.379402,0.382956,0.440691
466,0.536118,0.825866,0.264856,15.3208,2.02969,1.1767,0.175738,0.384294,0.388165,0.440013
467,0.778716,0.42504,0.314203,9.16752,0.972667,5.30874,0.163803,0.377696,0.380695,0.424054
468,0.589072,0.361458,0.371128,2.88743,0.756651,5.51706,0.148529,0.354141,0.365485,0.406968
469,0.376949,0.367301,0.341123,2.62532,0.500275,2.2096,0.130871,0.329883,0.342285,0.393923
470,0.323547,0.37463,0.295243,2.42299,0.417815,1.77009,0.114123,0.311389,0.324567,0.378737
471,0.395826,0.368992,0.252639,2.75539,0.43034,1.76389,0.102388,0.303152,0.31434,0.366437
472,0.621091,0.396427,0.212388,6.2829,0.570147,2.19077,0.100136,0.308297,0.313652,0.361657
473,0.325146,1.12576,0.153011,14.3517,3.01809,1.36764,0.110843,0.318317,0.321817,0.369091
474,0.232633,1.66582,0.124334,2.52589,3.15958,0.897559,0.125508,0.320918,0.331122,0.376504
475,0.304444,2.08646,0.171664,1.87997,3.30111,0.978199,0.131326,0.319987,0.333632,0.370238
476,0.587019,2.12974,0.218139,2.44674,2.97553,1.35579,0.130887,0.320712,0.335626,0.36374
477,0.88906,1.69243,0.296088,3.32264,2.01452,2.04493,0.136441,0.327619,0.346811,0.369831
478,0.945025,1.07903,0.444235,3.12585,1.6959,2.46304,0.150793,0.341193,0.364504,0.38595
479,0.885626,0.792421,0.574278,2.73434,2.00248,2.40789,0.16173,0.351061,0.37423,0.397517
480,0.867408,0.729431,0.702985,3.12667,2.40714,2.37164,0.159967,0.350115,0.368231,0.393665
481,0.891942,0.731675,0.958091,8.00495,3.27024,3.30367,0.1508,0.344463,0.352774,0.379749
482,0.959186,0.629114,1.26455,16.1937,4.2074,6.40966,0.143465,0.338264,0.342704,0.368923
483,1.03139,0.653893,1.14164,4.93932,4.50456,4.79657,0.13945,0.328052,0.341901,0.366208
484,0.935062,0.812197,0.904614,3.52938,3.69071,3.2785,0.131781,0.31857,0.336116,0.358836
485,0.817641,0.989167,0.747307,3.93774,3.69317,2.81493,0.115306,0.307228,0.321793,0.345215
486,0.750259,1.07811,0.618144,10.4027,4.35142,2.38207,0.0995467,0.299826,0.306356,0.333877
487,1.31474,0.361681,0.556704,11.4722,2.64728,5.78438,0.0960371,0.298386,0.304191,0.329117
488,1.14576,0.381101,0.568666,3.53933,1.94182,13.438,0.104982,0.301095,0.315907,0.32625
489,1.0508,0.543614,0.34027,8.7322,1.39657,2.69985,0.115413,0.30156,0.311695,0.339279
490,0.901318,0.690763,0.277509,13.8776,0.920588,0.756059,0.120809,0.296808,0.305195,0.355757
491,0.823765,0.814731,0.219677,12.8064,0.881733,0.571866,0.129058,0.29933,0.30799,0.372128
492,0.78682,1.05042,0.172785,8.91335,1.11539,0.460435,0.14743,0.313158,0.323126,0.396903
493,0.808196,1.36889,0.149338,4.43299,1.15851,0.325605,0.164226,0.325034,0.339141,0.422714
494,0.840956,1.54451,0.152275,2.56566,1.04597,0.30825,0.16272,0.321614,0.341999,0.432786
495,0.850674,1.54042,0.169032,2.05704,0.978396,0.385625,0.149338,0.310234,0.336788,0.430599
496,0.848267,1.44891,0.18434,2.16639,1.00383,0.515499,0.146446,0.311893,0.340921,0.435362
497,0.859952,1.25519,0.194326,2.90263,1.0109,0.656648,0.159456,0.329718,0.356981,0.452916
498,0.86042,1.02155,0.212195,3.55285,0.996891,0.758496,0.167119,0.337485,0.364818,0.46116
499,0.838395,0.859545,0.246862,3.36156,0.954136,0.810734,0.151536,0.321037,0.351831,0.439702
500,0.804924,0.764205,0.275929,2.94572,0.820305,0.790975,0.126758,0.298205,0.333364,0.414947
501,0.79453,0.718356,0.300386,2.63607,0.740675,0.872127,0.122508,0.298035,0.33772,0.415605
502,0.834387,0.731516,0.328785,2.48693,0.664123,0.999375,0.144126,0.324239,0.36783,0.440047
503,0.771409,0.759995,0.362172,2.35901,0.679792,1.18575,0.162609,0.344969,0.391164,0.45701
504,0.733235,0.849662,0.38367,2.08401,0.648544,1.28659,0.153187,0.33582,0.381973,0.440048
505,0.661282,0.965672,0.419439,1.94053,0.769414,1.24115,0.128808,0.311915,0.352942,0.403186
506,0.568517,1.07205,0.461942,2.35542,1.37624,1.12501,0.120356,0.306297,0.336298,0.381445
507,0.509786,1.12477,0.485858,4.1001,2.05601,1.02269,0.134835,0.32498,0.341946,0.384932
508,0.442664,1.13973,0.465236,7.84027,2.33048,0.952855,0.148156,0.338667,0.347,0.389165
509,0.391116,1.15735,0.406092,11.6062,2.28259,1.04462,0.139506,0.327543,0.33211,0.372352
510,0.473882,1.16156,0.333584,26.2369,2.0355,1.09887,0.119922,0.307286,0.309087,0.347405
511,1.14141,0.454097,0.273078,17.9965,1.18638,2.1641,0.117819,0.305862,0.30919,0.346215
512,1.16973,0.401167,0.258836,7.65565,1.091,4.1188,0.141039,0.329741,0.338773,0.373344
513,1.19368,0.532554,0.219293,8.30056,1.71956,5.0415,0.162751,0.3515,0.361057,0.399158
514,0.808375,1.05353,0.170755,8.67186,2.82801,1.99213,0.156622,0.342001,0.350943,0.398542
515,0.504033,1.18456,0.164059,3.63898,2.34914,0.810774,0.131922,0.312447,0.325644,0.375055
516,0.370794,1.19919,0.168032,4.38617,2.39067,0.634913,0.119133,0.301279,0.310407,0.359698
517,0.308932,1.13725,0.174074,13.2285,2.52794,0.570765,0.129925,0.312934,0.31575,0.369598
518,0.471868,0.919747,0.17731,24.5953,2.42748,0.687642,0.143207,0.32133,0.323251,0.383411
519,0.418491,0.794947,0.174955,3.09731,2.37178,0.336907,0.134415,0.300731,0.309981,0.374603
520,0.414637,0.700929,0.167624,1.10202,2.49467,0.178514,0.10918,0.26516,0.283043,0.34924
521,0.390453,0.599084,0.168485,0.892006,3.04314,0.220619,0.0976975,0.256307,0.277156,0.339335
522,0.361539,0.494574,0.189335,2.52707,4.13103,0.938208,0.120074,0.291061,0.308544,0.365211
523,0.34855,0.480151,0.221979,5.81189,4.55451,2.43656,0.161611,0.342131,0.354924,0.408955
524,0.400336,0.545986,0.252727,7.75073,3.5249,3.09395,0.184721,0.367134,0.378014,0.429781
525,0.508585,0.624206,0.268597,10.0466,2.63455,3.05453,0.17598,0.35975,0.368447,0.41538
526,0.514459,0.794119,0.237016,9.26407,1.61368,4.92691,0.160803,0.347603,0.355656,0.393932
