sin(CooNH2), energy A2 / Hartree
    0.000000000000000,   -285.8659277742
    0.099833405421929,   -285.8658909168
    0.198669325656488,   -285.8657692598
    0.295520206694974,   -285.8655345051
    0.389418341146122,   -285.8651389896
    0.479425533550522,   -285.8645167530
    0.564642480000938,   -285.8635840553
    0.644217692061205,   -285.8622402967
    0.717356091318516,   -285.8603691920
    0.783326910314764,   -285.8578409597
    0.841470988908286,   -285.8545158302
