Ground state energy = 26531.03 cm^-1
Max intensity = 0.002662
Number    ΔE / cm^-1    convergence    amplitude    intensity    normalized    E / Hartree
     1          0.00    0.00000e+00    0.0007226    0.0000005    0.00019619    1.208842844202235e-01
     2        241.81    0.00000e+00    0.0013175    0.0000017    0.00065215    1.219860628187540e-01
     3        493.70    0.00000e+00    0.0019421    0.0000038    0.00141698    1.231337558107899e-01
     4        530.08    0.00000e+00    0.0005425    0.0000003    0.00011056    1.232995071311824e-01
     5        671.40    0.00000e+00    0.0021997    0.0000048    0.00181790    1.239434269816304e-01
     6        771.85    0.00000e+00    0.0010563    0.0000011    0.00041923    1.244011038149954e-01
     8        898.13    0.00000e+00    0.0005700    0.0000003    0.00012207    1.249764459885838e-01
     9       1023.71    0.00000e+00    0.0014929    0.0000022    0.00083731    1.255486559159866e-01
    15       1139.66    0.00000e+00    0.0006542    0.0000004    0.00016077    1.260769363304041e-01
    17       1201.44    0.00000e+00    0.0017450    0.0000030    0.00114402    1.263584551105985e-01
    20       1301.90    0.00000e+00    0.0005988    0.0000004    0.00013471    1.268161606672276e-01
    21       1304.33    0.00000e+00    0.0004663    0.0000002    0.00008169    1.268272652457430e-01
    23       1373.22    0.00000e+00    0.0003652    0.0000001    0.00005010    1.271411415652546e-01
    27       1391.50    0.00000e+00    0.0016496    0.0000027    0.00102236    1.272244192408680e-01
    28       1406.80    0.00000e+00    0.0003648    0.0000001    0.00005000    1.272941246860310e-01
    30       1428.17    0.00000e+00    0.0004432    0.0000002    0.00007380    1.273914914546755e-01
    31       1440.20    0.00000e+00    0.0032136    0.0000103    0.00387982    1.274463307459400e-01
    35       1544.79    0.00000e+00    0.0006104    0.0000004    0.00013998    1.279228597057501e-01
    36       1550.87    0.00000e+00    0.0005215    0.0000003    0.00010218    1.279505809546178e-01
    37       1553.70    0.00000e+00    0.0008037    0.0000006    0.00024266    1.279634497327952e-01
    38       1556.22    0.00000e+00    0.0004774    0.0000002    0.00008562    1.279749474151439e-01
    39       1569.24    0.00000e+00    0.0019352    0.0000037    0.00140702    1.280342738421093e-01
    46       1630.18    0.00000e+00    0.0004279    0.0000002    0.00006878    1.283119458643781e-01
    48       1644.34    0.00000e+00    0.0003275    0.0000001    0.00004030    1.283764578558353e-01
    50       1657.90    0.00000e+00    0.0006679    0.0000004    0.00016761    1.284382531764003e-01
    52       1669.65    0.00000e+00    0.0005804    0.0000003    0.00012656    1.284917822988318e-01
    53       1682.15    0.00000e+00    0.0040266    0.0000162    0.00609140    1.285487097929965e-01
    55       1731.45    0.00000e+00    0.0009914    0.0000010    0.00036925    1.287733714323709e-01
    57       1734.22    0.00000e+00    0.0006506    0.0000004    0.00015902    1.287859864496081e-01
    62       1786.50    0.00000e+00    0.0007066    0.0000005    0.00018758    1.290241650678781e-01
    64       1796.02    0.00000e+00    0.0003457    0.0000001    0.00004491    1.290675361959571e-01
    68       1834.36    0.00000e+00    0.0003354    0.0000001    0.00004227    1.292422479533843e-01
    69       1835.73    0.00000e+00    0.0007089    0.0000005    0.00018882    1.292484761600151e-01
    72       1875.41    0.00000e+00    0.0003435    0.0000001    0.00004433    1.294292809393575e-01
    73       1882.01    0.00000e+00    0.0006937    0.0000005    0.00018081    1.294593564636175e-01
    80       1921.45    0.00000e+00    0.0013490    0.0000018    0.00068371    1.296390728357347e-01
    81       1932.16    0.00000e+00    0.0086116    0.0000742    0.02786186    1.296878725329158e-01
    88       1970.20    0.00000e+00    0.0024564    0.0000060    0.00226689    1.298611998956486e-01
