Ground state energy = 26531.66 cm^-1
Max intensity = 0.006350
Number    ΔE / cm^-1    convergence    amplitude    intensity    normalized    E / Hartree
     1          0.00    0.00000e+00    0.0007107    0.0000005    0.00007954    1.208871683447881e-01
     2        241.87    0.00000e+00    0.0013056    0.0000017    0.00026845    1.219891961399964e-01
     3        493.74    0.00000e+00    0.0019266    0.0000037    0.00058452    1.231368043442821e-01
     4        530.07    0.00000e+00    0.0005331    0.0000003    0.00004475    1.233023647349181e-01
     5        671.48    0.00000e+00    0.0021964    0.0000048    0.00075973    1.239466359683529e-01
     6        771.89    0.00000e+00    0.0010493    0.0000011    0.00017339    1.244041649368660e-01
     8        898.16    0.00000e+00    0.0005646    0.0000003    0.00005020    1.249794863840704e-01
     9       1023.77    0.00000e+00    0.0014896    0.0000022    0.00034941    1.255518284702861e-01
    13       1139.79    0.00000e+00    0.0006590    0.0000004    0.00006839    1.260804481545662e-01
    14       1201.53    0.00000e+00    0.0017493    0.0000031    0.00048187    1.263617386096657e-01
    16       1301.97    0.00000e+00    0.0005855    0.0000003    0.00005398    1.268194009397454e-01
    18       1373.32    0.00000e+00    0.0003450    0.0000001    0.00001874    1.271444643357211e-01
    21       1391.65    0.00000e+00    0.0016493    0.0000027    0.00042836    1.272280079459079e-01
    23       1428.22    0.00000e+00    0.0004353    0.0000002    0.00002984    1.273946387174618e-01
    24       1440.31    0.00000e+00    0.0031444    0.0000099    0.00155700    1.274496834996642e-01
    27       1544.87    0.00000e+00    0.0005943    0.0000004    0.00005562    1.279261087826850e-01
    28       1551.03    0.00000e+00    0.0004463    0.0000002    0.00003137    1.279541698028149e-01
    29       1553.83    0.00000e+00    0.0007971    0.0000006    0.00010007    1.279669453204478e-01
    30       1569.41    0.00000e+00    0.0019366    0.0000038    0.00059059    1.280379401354824e-01
    36       1630.22    0.00000e+00    0.0004704    0.0000002    0.00003485    1.283149814288276e-01
    39       1669.81    0.00000e+00    0.0005752    0.0000003    0.00005210    1.284953836810259e-01
    40       1682.32    0.00000e+00    0.0039506    0.0000156    0.00245773    1.285523713538121e-01
    41       1731.60    0.00000e+00    0.0009679    0.0000009    0.00014752    1.287769381506179e-01
    47       1786.65    0.00000e+00    0.0006915    0.0000005    0.00007531    1.290277247477766e-01
    48       1796.14    0.00000e+00    0.0003414    0.0000001    0.00001835    1.290710008202746e-01
    52       1875.62    0.00000e+00    0.0003520    0.0000001    0.00001951    1.294331425019743e-01
    53       1882.08    0.00000e+00    0.0006612    0.0000004    0.00006885    1.294625791081490e-01
    59       1921.63    0.00000e+00    0.0013349    0.0000018    0.00028062    1.296427744170951e-01
    60       1932.54    0.00000e+00    0.0084309    0.0000711    0.01119334    1.296924570572142e-01
    63       1970.33    0.00000e+00    0.0024068    0.0000058    0.00091222    1.298646614328074e-01
    70       2037.72    0.00000e+00    0.0015786    0.0000025    0.00039243    1.301717214627672e-01
    72       2053.46    0.00000e+00    0.0003876    0.0000002    0.00002366    1.302434387333609e-01
    73       2059.87    0.00000e+00    0.0006737    0.0000005    0.00007148    1.302726084868879e-01
    74       2074.91    0.00000e+00    0.0004569    0.0000002    0.00003288    1.303411332065148e-01
    76       2089.05    0.00000e+00    0.0003415    0.0000001    0.00001836    1.304055592282669e-01
    78       2099.42    0.00000e+00    0.0016156    0.0000026    0.00041106    1.304528170989125e-01
    79       2110.39    0.00000e+00    0.0094304    0.0000889    0.01400488    1.305028091130514e-01
    83       2136.42    0.00000e+00    0.0004720    0.0000002    0.00003508    1.306214322323792e-01
    87       2160.28    0.00000e+00    0.0004049    0.0000002    0.00002582    1.307301123679069e-01
    91       2199.83    0.00000e+00    0.0003446    0.0000001    0.00001871    1.309103505579259e-01
    92       2212.30    0.00000e+00    0.0032076    0.0000103    0.00162026    1.309671517526273e-01
    94       2215.60    0.00000e+00    0.0017632    0.0000031    0.00048958    1.309821926893849e-01
    98       2266.84    0.00000e+00    0.0004301    0.0000002    0.00002913    1.312156550307833e-01
   105       2289.24    0.00000e+00    0.0011852    0.0000014    0.00022119    1.313177116993750e-01
   109       2314.33    0.00000e+00    0.0009470    0.0000009    0.00014121    1.314320473950317e-01
   110       2316.65    0.00000e+00    0.0005865    0.0000003    0.00005418    1.314425990260842e-01
   114       2338.04    0.00000e+00    0.0031821    0.0000101    0.00159458    1.315400784968175e-01
   121       2412.11    0.00000e+00    0.0005394    0.0000003    0.00004582    1.318775412238301e-01
   127       2442.75    0.00000e+00    0.0006353    0.0000004    0.00006355    1.320171413974826e-01
   130       2448.87    0.00000e+00    0.0004469    0.0000002    0.00003145    1.320450596631136e-01
   131       2451.63    0.00000e+00    0.0007443    0.0000006    0.00008724    1.320576104192324e-01
   132       2462.38    0.00000e+00    0.0064074    0.0000411    0.00646518    1.321065863053285e-01
   133       2467.01    0.00000e+00    0.0015344    0.0000024    0.00037078    1.321276947724974e-01
   143       2500.36    0.00000e+00    0.0012979    0.0000017    0.00026527    1.322796678603001e-01
   154       2542.13    0.00000e+00    0.0004137    0.0000002    0.00002695    1.324699843284228e-01
   156       2561.71    0.00000e+00    0.0011475    0.0000013    0.00020737    1.325591777429552e-01
   158       2567.64    0.00000e+00    0.0012199    0.0000015    0.00023434    1.325862211008581e-01
   161       2579.73    0.00000e+00    0.0021260    0.0000045    0.00071178    1.326412842229767e-01
   163       2589.92    0.00000e+00    0.0005731    0.0000003    0.00005171    1.326877058388299e-01
   167       2612.41    0.00000e+00    0.0004579    0.0000002    0.00003301    1.327901856270219e-01
   171       2629.43    0.00000e+00    0.0009471    0.0000009    0.00014126    1.328677567299444e-01
   175       2640.24    0.00000e+00    0.0072986    0.0000533    0.00838880    1.329170050223986e-01
   187       2684.22    0.00000e+00    0.0003871    0.0000001    0.00002359    1.331173964901541e-01
   198       2721.85    0.00000e+00    0.0005606    0.0000003    0.00004949    1.332888145782707e-01
   203       2742.29    0.00000e+00    0.0018605    0.0000035    0.00054513    1.333819845908276e-01
   205       2745.57    0.00000e+00    0.0013883    0.0000019    0.00030351    1.333968996433907e-01
   210       2764.92    0.00000e+00    0.0009154    0.0000008    0.00013195    1.334850842940206e-01
   214       2779.93    0.00000e+00    0.0005247    0.0000003    0.00004336    1.335534598838288e-01
   217       2790.02    0.00000e+00    0.0009139    0.0000008    0.00013152    1.335994463754258e-01
